mission,goal_x,goal_y,attempt,result,wall_s,epoch_start,epoch_end
adjacent-x,-6.27,3.19,1,ABORTED,80.8,1785410678.4,1785410759.5
adjacent-x,-6.27,3.19,2,ABORTED,53.2,1785410779.6,1785410832.8
adjacent-y,2.69,-7.41,1,ABORTED,53.2,1785410835.8,1785410889.0
adjacent-y,2.69,-7.41,2,ABORTED,53.2,1785410909.2,1785410962.4
diagonal,-6.53,-6.96,1,ABORTED,53.2,1785410965.5,1785411018.7
diagonal,-6.53,-6.96,2,ABORTED,54.7,1785411038.9,1785411093.6
home,0.00,0.00,1,ABORTED,53.7,1785411096.7,1785411150.4
home,0.00,0.00,2,ABORTED,54.3,1785411170.4,1785411224.7
