# noise_v=0.03 noise_w=0.05 bias_w=0.0
ox,oy,oyaw,tx,ty,tyaw
0.000,0.000,0.000,-0.006,0.009,0.066
-0.005,0.006,0.045,-0.011,0.015,0.114
-0.005,0.006,0.045,-0.011,0.015,0.114
-0.005,0.006,0.045,-0.011,0.015,0.114
-0.005,0.006,0.045,-0.011,0.015,0.114
-0.005,0.006,0.045,-0.011,0.015,0.114
-0.005,0.006,0.045,-0.011,0.015,0.114
-0.005,0.006,0.045,-0.011,0.015,0.114
-0.005,0.006,0.045,-0.011,0.015,0.114
-0.005,0.006,0.045,-0.011,0.015,0.114
-0.005,0.006,0.045,-0.011,0.015,0.114
-0.005,0.006,0.045,-0.011,0.015,0.114
-0.005,0.006,0.045,-0.011,0.015,0.114
-0.005,0.006,0.045,-0.011,0.015,0.114
-0.005,0.006,0.045,-0.011,0.015,0.114
-0.005,0.006,0.045,-0.011,0.015,0.114
-0.005,0.006,0.045,-0.011,0.015,0.114
-0.005,0.006,0.045,-0.011,0.015,0.114
-0.005,0.006,0.045,-0.011,0.015,0.114
-0.005,0.006,0.045,-0.011,0.015,0.114
-0.005,0.006,0.045,-0.011,0.015,0.114
-0.005,0.006,0.045,-0.011,0.015,0.114
-0.005,0.006,0.045,-0.011,0.015,0.114
-0.005,0.006,0.045,-0.011,0.015,0.114
-0.005,0.006,0.045,-0.011,0.015,0.114
-0.005,0.006,0.045,-0.011,0.015,0.114
-0.005,0.006,0.045,-0.011,0.015,0.114
-0.005,0.006,0.045,-0.011,0.015,0.114
-0.005,0.006,0.045,-0.011,0.015,0.114
-0.005,0.006,0.045,-0.011,0.015,0.114
-0.005,0.006,0.045,-0.011,0.015,0.114
-0.005,0.006,0.045,-0.011,0.015,0.114
-0.005,0.006,0.045,-0.011,0.015,0.114
-0.005,0.006,0.045,-0.011,0.015,0.114
-0.005,0.006,0.045,-0.011,0.015,0.114
-0.005,0.006,0.045,-0.011,0.015,0.114
-0.005,0.006,0.045,-0.011,0.015,0.114
-0.005,0.006,0.045,-0.011,0.015,0.114
-0.005,0.006,0.045,-0.011,0.015,0.114
-0.005,0.006,0.045,-0.011,0.015,0.114
-0.005,0.006,0.045,-0.011,0.015,0.114
-0.005,0.006,0.045,-0.011,0.015,0.114
-0.005,0.006,0.045,-0.011,0.015,0.114
-0.005,0.006,0.045,-0.011,0.015,0.114
-0.005,0.006,0.045,-0.011,0.015,0.114
-0.005,0.006,0.045,-0.011,0.015,0.114
-0.005,0.006,0.045,-0.011,0.015,0.114
-0.005,0.006,0.045,-0.011,0.015,0.114
-0.005,0.006,0.045,-0.011,0.015,0.114
-0.005,0.006,0.045,-0.011,0.015,0.114
-0.005,0.006,0.045,-0.011,0.015,0.114
-0.005,0.006,0.045,-0.011,0.015,0.114
-0.005,0.006,0.045,-0.011,0.015,0.114
-0.005,0.006,0.045,-0.011,0.015,0.114
-0.005,0.006,0.045,-0.011,0.015,0.114
-0.005,0.006,0.045,-0.011,0.015,0.114
-0.005,0.006,0.045,-0.011,0.015,0.114
-0.005,0.006,0.045,-0.011,0.015,0.114
-0.005,0.006,0.045,-0.011,0.015,0.114
-0.005,0.006,0.045,-0.011,0.015,0.114
-0.005,0.006,0.045,-0.011,0.015,0.114
-0.005,0.006,0.045,-0.011,0.015,0.114
-0.005,0.006,0.045,-0.011,0.015,0.114
-0.005,0.006,0.045,-0.011,0.015,0.114
-0.005,0.006,0.045,-0.011,0.015,0.114
-0.005,0.006,0.045,-0.011,0.015,0.114
-0.005,0.005,0.044,-0.011,0.014,0.113
-0.060,0.121,-0.614,-0.077,0.124,-0.548
0.015,0.423,-1.888,-0.014,0.426,-1.885
0.058,0.700,-3.010,0.028,0.700,-2.953
0.111,0.933,2.378,0.065,0.931,2.446
0.149,1.119,1.648,0.092,1.118,1.681
0.182,1.258,1.043,0.121,1.259,1.075
0.208,1.354,0.690,0.146,1.355,0.705
0.224,1.404,0.548,0.161,1.406,0.569
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.228,1.412,0.546,0.165,1.414,0.566
0.227,1.412,0.549,0.165,1.414,0.570
0.226,1.414,0.575,0.164,1.416,0.595
0.223,1.419,0.637,0.160,1.421,0.656
0.218,1.425,0.719,0.155,1.427,0.735
0.212,1.431,0.803,0.150,1.433,0.814
0.206,1.436,0.884,0.144,1.438,0.893
0.200,1.441,0.962,0.137,1.443,0.972
0.193,1.446,1.041,0.131,1.447,1.051
0.186,1.450,1.120,0.124,1.451,1.130
0.179,1.453,1.200,0.116,1.454,1.209
0.171,1.456,1.282,0.109,1.456,1.288
0.163,1.458,1.362,0.101,1.458,1.367
0.156,1.459,1.441,0.094,1.460,1.446
0.148,1.460,1.517,0.086,1.460,1.525
0.140,1.460,1.597,0.078,1.461,1.604
0.132,1.459,1.673,0.070,1.460,1.683
0.125,1.458,1.752,0.062,1.459,1.762
0.117,1.457,1.830,0.054,1.457,1.841
0.109,1.455,1.910,0.047,1.455,1.921
0.102,1.452,1.986,0.040,1.452,2.000
0.095,1.448,2.063,0.033,1.448,2.077
0.089,1.445,2.131,0.027,1.445,2.142
0.085,1.442,2.177,0.023,1.442,2.191
0.083,1.441,2.202,0.021,1.441,2.215
0.083,1.441,2.204,0.021,1.441,2.217
0.083,1.441,2.204,0.021,1.441,2.217
0.083,1.441,2.204,0.021,1.441,2.217
0.083,1.441,2.204,0.021,1.441,2.217
0.083,1.441,2.204,0.021,1.441,2.217
0.083,1.441,2.204,0.021,1.441,2.217
0.083,1.441,2.204,0.021,1.441,2.217
0.083,1.441,2.204,0.021,1.441,2.217
0.083,1.441,2.204,0.021,1.441,2.217
0.083,1.441,2.204,0.021,1.441,2.217
0.083,1.441,2.204,0.021,1.441,2.217
0.083,1.441,2.204,0.021,1.441,2.217
0.083,1.441,2.204,0.021,1.441,2.217
