mission,goal_x,goal_y,attempt,result,wall_s,epoch_start,epoch_end
adjacent-x,7.23,3.42,1,ABORTED,92.5,1785415579.9,1785415672.6
adjacent-x,7.23,3.42,2,ABORTED,47.1,1785415690.8,1785415737.9
adjacent-y,-3.55,-7.03,1,ABORTED,38.2,1785415740.9,1785415779.1
adjacent-y,-3.55,-7.03,2,ABORTED,28.1,1785415797.3,1785415825.4
diagonal,8.43,-6.58,1,ABORTED,28.1,1785415828.5,1785415856.6
diagonal,8.43,-6.58,2,ABORTED,40.0,1785415874.9,1785415914.9
home,0.00,0.00,1,ABORTED,40.2,1785415917.9,1785415958.1
home,0.00,0.00,2,ABORTED,49.1,1785415976.3,1785416025.4
