mission,goal_x,goal_y,attempt,result,wall_s,epoch_start,epoch_end
adjacent-x,-7.01,-2.92,1,ABORTED,12.5,1785488771.3,1785488784.0
adjacent-x,-7.01,-2.92,2,ABORTED,27.0,1785488804.0,1785488830.9
adjacent-y,2.69,6.26,1,ABORTED,3.3,1785488834.0,1785488837.2
adjacent-y,2.69,6.26,2,TIMEOUT,240.0,1785488857.2,1785489097.2
diagonal,-6.41,6.78,1,ABORTED,2.5,1785489100.2,1785489102.7
diagonal,-6.41,6.78,2,ABORTED,94.7,1785489122.7,1785489217.4
home,0.00,0.00,1,ABORTED,55.0,1785489220.4,1785489275.4
home,0.00,0.00,2,ABORTED,46.1,1785489295.4,1785489341.5
