# seed=20260723016 wall_start=2026-07-24 00:37:17
sim_t,x,y,yaw_deg
0.100,-0.000,-0.000,0.0
0.200,-0.000,-0.000,0.0
0.300,0.010,-0.003,-1.5
0.400,0.038,-0.006,-2.8
0.500,0.068,-0.010,-3.8
0.600,0.098,-0.014,-4.7
0.700,0.126,-0.018,-5.6
0.800,0.154,-0.022,-6.4
0.900,0.181,-0.027,-7.2
1.000,0.204,-0.030,-7.5
1.100,0.222,-0.032,-7.0
1.200,0.241,-0.033,-6.7
1.300,0.256,-0.033,-5.7
1.400,0.270,-0.032,-4.2
1.500,0.283,-0.030,-2.7
1.600,0.296,-0.028,-1.4
1.700,0.309,-0.026,0.0
1.800,0.324,-0.023,1.3
1.900,0.341,-0.021,2.3
2.000,0.358,-0.018,3.3
2.100,0.377,-0.016,4.1
2.200,0.396,-0.013,4.8
2.300,0.417,-0.010,5.4
2.400,0.438,-0.007,5.9
2.500,0.460,-0.004,6.3
2.600,0.482,-0.001,6.6
2.700,0.505,0.002,6.9
2.800,0.528,0.006,7.1
2.900,0.552,0.009,7.4
3.000,0.577,0.012,7.1
3.100,0.602,0.015,7.0
3.200,0.627,0.018,7.1
3.300,0.651,0.021,7.2
3.400,0.675,0.024,7.3
3.500,0.699,0.028,7.4
3.600,0.724,0.031,7.5
3.700,0.748,0.035,7.6
3.800,0.772,0.038,7.7
3.900,0.796,0.042,7.8
4.000,0.821,0.045,8.0
4.100,0.845,0.049,8.1
4.200,0.869,0.052,8.2
4.300,0.893,0.056,8.3
4.400,0.917,0.060,8.4
4.500,0.942,0.064,8.5
4.600,0.967,0.067,8.5
4.700,0.991,0.071,8.5
4.800,1.017,0.074,8.2
4.900,1.042,0.078,8.2
5.000,1.068,0.081,7.8
5.100,1.093,0.084,7.8
5.200,1.118,0.088,7.8
5.300,1.143,0.091,7.7
5.400,1.167,0.094,7.8
5.500,1.191,0.098,7.8
5.600,1.215,0.101,7.9
5.700,1.239,0.105,8.0
5.800,1.263,0.108,8.0
5.900,1.287,0.112,8.1
6.000,1.311,0.115,8.2
6.100,1.334,0.119,8.2
6.200,1.358,0.122,8.3
6.300,1.382,0.126,8.4
6.400,1.406,0.129,8.4
6.500,1.430,0.133,8.5
6.600,1.454,0.137,8.6
6.700,1.480,0.140,8.1
6.800,1.506,0.143,7.7
6.900,1.530,0.146,7.7
7.000,1.548,0.150,8.6
7.100,1.560,0.155,10.3
7.200,1.571,0.160,12.1
7.300,1.582,0.166,13.8
7.400,1.593,0.172,15.6
7.500,1.604,0.179,17.2
7.600,1.616,0.185,18.8
7.700,1.629,0.193,20.2
7.800,1.642,0.200,21.5
7.900,1.656,0.208,22.5
8.000,1.670,0.215,23.4
8.100,1.684,0.223,24.1
8.200,1.697,0.230,24.6
8.300,1.711,0.237,25.1
8.400,1.731,0.247,25.5
8.500,1.753,0.259,25.8
8.600,1.775,0.270,26.1
8.700,1.798,0.282,26.3
8.800,1.821,0.293,26.5
8.900,1.844,0.305,26.7
9.000,1.867,0.317,26.8
9.100,1.890,0.329,26.9
9.200,1.917,0.341,26.0
9.300,1.940,0.352,26.1
9.400,1.964,0.364,26.2
9.500,1.988,0.376,26.3
9.600,2.010,0.389,27.1
9.700,2.033,0.402,27.9
9.800,2.054,0.421,31.1
9.900,2.074,0.440,34.3
10.000,2.094,0.459,36.3
10.100,2.115,0.475,36.5
10.200,2.134,0.495,38.9
10.300,2.154,0.518,41.3
10.400,2.177,0.543,43.2
10.500,2.198,0.568,45.0
10.600,2.222,0.597,46.7
10.700,2.245,0.626,48.0
10.800,2.268,0.655,49.1
10.900,2.293,0.681,47.9
11.000,2.319,0.704,46.2
11.100,2.346,0.726,44.5
11.200,2.374,0.749,42.7
11.300,2.402,0.770,40.9
11.400,2.431,0.789,39.2
11.500,2.461,0.809,37.3
11.600,2.492,0.828,35.7
11.700,2.525,0.848,34.3
11.800,2.557,0.868,33.3
11.900,2.588,0.886,32.4
12.000,2.619,0.903,31.7
12.100,2.648,0.920,31.1
12.200,2.677,0.937,30.8
12.300,2.706,0.953,30.6
12.400,2.734,0.970,30.5
12.500,2.761,0.986,30.4
12.600,2.788,1.001,30.4
12.700,2.815,1.017,30.4
12.800,2.842,1.033,30.5
12.900,2.868,1.049,30.6
13.000,2.895,1.064,30.6
13.100,2.921,1.080,30.6
13.200,2.947,1.096,30.7
13.300,2.973,1.112,30.8
