mission,goal_x,goal_y,attempt,result,wall_s,epoch_start,epoch_end
adjacent-x,6.31,-2.65,1,ABORTED,41.2,1785416898.2,1785416939.7
adjacent-x,6.31,-2.65,2,ABORTED,40.4,1785416959.7,1785417000.1
adjacent-y,-4.58,6.46,1,ABORTED,37.0,1785417003.2,1785417040.2
adjacent-y,-4.58,6.46,2,ABORTED,40.2,1785417060.3,1785417100.5
diagonal,5.71,7.49,1,ABORTED,29.1,1785417103.6,1785417132.7
diagonal,5.71,7.49,2,ABORTED,41.1,1785417150.8,1785417191.9
home,0.00,0.00,1,ABORTED,41.1,1785417195.0,1785417236.1
home,0.00,0.00,2,ABORTED,8.6,1785417254.3,1785417262.9
