# seed=20260723010 wall_start=2026-07-31 12:53:06 fmt=v2
sim_t,x,y,yaw_deg,p0x,p0y,p1x,p1y,p2x,p2y
0.100,-0.000,-0.000,0.0,-5.499,4.924,7.779,3.263,-3.271,-1.684
0.200,-0.000,-0.000,0.0,-5.450,4.869,7.730,3.314,-3.345,-1.725
0.300,-0.000,-0.000,0.0,-5.401,4.813,7.681,3.365,-3.418,-1.766
0.400,-0.000,-0.000,0.0,-5.352,4.758,7.631,3.416,-3.491,-1.806
0.500,-0.000,-0.000,0.0,-5.302,4.703,7.582,3.467,-3.565,-1.847
0.600,-0.000,-0.000,0.0,-5.253,4.647,7.533,3.518,-3.638,-1.888
0.700,-0.000,-0.000,0.0,-5.204,4.592,7.484,3.570,-3.712,-1.929
0.800,-0.000,-0.000,0.0,-5.155,4.537,7.434,3.621,-3.785,-1.970
0.900,-0.000,-0.000,0.0,-5.106,4.481,7.385,3.672,-3.859,-2.011
1.000,-0.000,-0.000,0.0,-5.056,4.426,7.336,3.723,-3.932,-2.051
1.100,-0.000,-0.000,0.0,-5.007,4.371,7.287,3.774,-4.005,-2.092
1.200,-0.000,-0.000,0.0,-4.958,4.316,7.237,3.825,-4.079,-2.133
1.300,-0.000,-0.000,0.0,-4.909,4.260,7.188,3.877,-4.152,-2.174
1.400,-0.000,-0.000,0.0,-4.860,4.205,7.139,3.928,-4.226,-2.215
1.500,-0.000,-0.000,0.0,-4.811,4.150,7.090,3.979,-4.299,-2.255
1.600,-0.000,-0.000,0.0,-4.761,4.094,7.041,4.030,-4.372,-2.296
1.700,-0.000,-0.000,0.0,-4.712,4.039,6.991,4.081,-4.446,-2.337
1.800,-0.000,-0.000,0.0,-4.663,3.984,6.942,4.132,-4.519,-2.378
1.900,-0.000,-0.000,0.0,-4.614,3.928,6.893,4.183,-4.593,-2.419
2.000,-0.000,-0.000,0.0,-4.565,3.873,6.844,4.235,-4.666,-2.460
2.100,-0.000,-0.000,0.0,-4.516,3.818,6.794,4.286,-4.739,-2.500
2.200,-0.000,-0.000,0.0,-4.466,3.763,6.745,4.337,-4.813,-2.541
2.300,-0.000,-0.000,0.0,-4.417,3.707,6.696,4.388,-4.886,-2.582
2.400,-0.000,-0.000,0.0,-4.368,3.652,6.647,4.439,-4.960,-2.623
2.500,-0.000,-0.000,0.0,-4.319,3.597,6.597,4.490,-5.033,-2.664
2.600,-0.000,-0.000,0.0,-4.270,3.541,6.548,4.542,-5.107,-2.704
2.700,-0.000,-0.000,0.0,-4.221,3.486,6.499,4.593,-5.180,-2.745
2.800,-0.000,-0.000,0.0,-4.171,3.431,6.450,4.644,-5.253,-2.786
2.900,-0.000,-0.000,0.0,-4.122,3.375,6.400,4.695,-5.327,-2.827
3.000,-0.000,-0.000,0.0,-4.073,3.320,6.351,4.746,-5.400,-2.868
