# noise_v=0.03 noise_w=0.05 bias_w=0.0
ox,oy,oyaw,tx,ty,tyaw
0.000,0.000,0.000,-0.000,-0.000,0.000
-0.000,0.000,0.000,-0.000,-0.000,0.000
0.003,-0.000,-0.001,0.003,-0.000,-0.001
0.030,0.003,0.024,0.031,0.003,0.025
0.062,0.009,0.070,0.062,0.009,0.070
0.094,0.016,0.113,0.094,0.016,0.112
0.125,0.025,0.155,0.126,0.025,0.154
0.157,0.035,0.195,0.158,0.035,0.194
0.191,0.046,0.230,0.193,0.046,0.229
0.226,0.058,0.260,0.228,0.058,0.258
0.262,0.070,0.281,0.264,0.070,0.278
0.296,0.081,0.294,0.298,0.081,0.292
0.327,0.093,0.310,0.330,0.093,0.308
0.361,0.102,0.299,0.363,0.102,0.297
0.388,0.111,0.298,0.391,0.110,0.296
0.398,0.113,0.293,0.400,0.113,0.291
0.406,0.116,0.299,0.409,0.116,0.297
0.414,0.118,0.290,0.417,0.118,0.288
0.423,0.121,0.294,0.426,0.121,0.292
0.431,0.122,0.285,0.434,0.122,0.283
0.441,0.122,0.256,0.444,0.122,0.253
0.449,0.124,0.255,0.452,0.124,0.252
0.459,0.128,0.271,0.462,0.128,0.268
0.478,0.133,0.264,0.481,0.133,0.261
0.499,0.136,0.243,0.503,0.136,0.240
0.519,0.139,0.229,0.523,0.139,0.225
0.538,0.143,0.225,0.542,0.143,0.222
0.559,0.147,0.217,0.563,0.147,0.213
0.582,0.150,0.198,0.585,0.149,0.194
0.604,0.154,0.194,0.607,0.153,0.190
0.632,0.160,0.200,0.636,0.159,0.196
0.668,0.167,0.201,0.673,0.167,0.197
0.706,0.176,0.211,0.710,0.176,0.208
0.743,0.183,0.198,0.748,0.182,0.195
0.781,0.189,0.183,0.785,0.188,0.180
0.819,0.194,0.169,0.823,0.193,0.165
0.857,0.198,0.154,0.861,0.197,0.150
0.895,0.202,0.140,0.899,0.201,0.137
0.931,0.206,0.128,0.935,0.205,0.125
0.967,0.209,0.118,0.972,0.208,0.115
1.001,0.213,0.110,1.007,0.211,0.107
1.037,0.216,0.102,1.042,0.214,0.098
1.071,0.218,0.095,1.076,0.216,0.092
