# noise_v=0.03 noise_w=0.05 bias_w=0.0
ox,oy,oyaw,tx,ty,tyaw
-0.000,0.000,0.000,-0.000,-0.000,0.000
0.000,-0.000,0.000,-0.000,-0.000,0.000
0.000,-0.000,0.000,-0.000,-0.000,0.000
0.000,-0.000,0.000,-0.000,-0.000,0.000
0.000,-0.000,0.000,-0.000,-0.000,0.000
0.000,-0.000,0.000,-0.000,-0.000,0.000
0.000,-0.000,0.000,-0.000,-0.000,0.000
0.000,-0.000,0.000,-0.000,-0.000,0.000
0.019,-0.001,-0.006,0.019,-0.001,-0.006
0.042,-0.001,-0.011,0.043,-0.001,-0.011
0.067,-0.002,-0.016,0.067,-0.002,-0.016
0.085,-0.003,-0.019,0.085,-0.003,-0.019
0.106,-0.004,-0.022,0.106,-0.004,-0.022
0.126,-0.004,-0.024,0.126,-0.004,-0.024
0.143,-0.005,-0.026,0.144,-0.005,-0.025
0.160,-0.005,-0.026,0.161,-0.005,-0.026
0.177,-0.006,-0.027,0.177,-0.006,-0.027
0.191,-0.005,-0.019,0.191,-0.005,-0.019
0.207,-0.006,-0.019,0.208,-0.006,-0.018
0.223,-0.006,-0.018,0.224,-0.006,-0.018
0.238,-0.005,-0.011,0.238,-0.005,-0.011
0.255,-0.006,-0.013,0.256,-0.006,-0.012
0.268,-0.005,-0.002,0.268,-0.005,-0.001
0.284,-0.004,0.001,0.284,-0.004,0.001
0.301,-0.005,-0.000,0.302,-0.005,0.000
0.319,-0.005,-0.003,0.319,-0.005,-0.002
0.336,-0.002,0.028,0.337,-0.002,0.028
0.354,0.007,0.101,0.354,0.007,0.100
0.371,0.011,0.125,0.371,0.011,0.124
0.381,0.015,0.143,0.381,0.014,0.142
0.391,0.018,0.164,0.391,0.018,0.163
0.411,0.028,0.224,0.411,0.028,0.223
0.433,0.040,0.282,0.433,0.040,0.281
0.450,0.050,0.319,0.449,0.049,0.319
0.472,0.061,0.356,0.472,0.061,0.355
0.497,0.077,0.401,0.498,0.077,0.403
0.524,0.094,0.445,0.524,0.094,0.448
0.556,0.113,0.475,0.556,0.113,0.480
0.586,0.133,0.507,0.587,0.133,0.510
