mission,goal_x,goal_y,attempt,result,wall_s,epoch_start,epoch_end
adjacent-x,7.05,3.58,1,ABORTED,35.9,1785404160.6,1785404196.8
adjacent-x,7.05,3.58,2,ABORTED,57.6,1785404216.8,1785404274.3
adjacent-y,-2.65,-6.42,1,ABORTED,40.8,1785404277.3,1785404318.2
adjacent-y,-2.65,-6.42,2,ABORTED,40.7,1785404338.2,1785404378.8
diagonal,7.35,-6.12,1,ABORTED,37.2,1785404381.8,1785404419.1
diagonal,7.35,-6.12,2,ABORTED,40.4,1785404437.5,1785404477.8
home,0.00,0.00,1,SUCCEEDED,15.5,1785404480.8,1785404496.3
