mission,goal_x,goal_y,attempt,result,wall_s,epoch_start,epoch_end
adjacent-x,6.20,3.64,1,TIMEOUT,240.0,1785408077.8,1785408317.9
adjacent-x,6.20,3.64,2,TIMEOUT,240.0,1785408338.0,1785408578.0
adjacent-y,-4.84,-5.76,1,ABORTED,113.7,1785408581.0,1785408694.7
adjacent-y,-4.84,-5.76,2,ABORTED,73.3,1785408712.9,1785408786.3
diagonal,6.20,-6.36,1,TIMEOUT,240.0,1785408789.3,1785409029.3
diagonal,6.20,-6.36,2,TIMEOUT,240.0,1785409047.6,1785409287.6
home,0.00,0.00,1,ABORTED,61.9,1785409290.7,1785409352.5
home,0.00,0.00,2,ABORTED,31.1,1785409372.6,1785409403.7
