mission,goal_x,goal_y,attempt,result,wall_s,epoch_start,epoch_end
adjacent-x,7.21,-3.79,1,ABORTED,77.1,1785500868.6,1785500945.9
adjacent-x,7.21,-3.79,2,TIMEOUT,240.0,1785500965.9,1785501205.9
adjacent-y,-2.27,6.51,1,TIMEOUT,240.0,1785501208.9,1785501449.0
adjacent-y,-2.27,6.51,2,TIMEOUT,240.0,1785501469.0,1785501709.0
diagonal,6.62,7.25,1,TIMEOUT,240.0,1785501712.0,1785501952.0
diagonal,6.62,7.25,2,TIMEOUT,240.0,1785501972.0,1785502212.1
home,0.00,0.00,1,TIMEOUT,240.0,1785502215.1,1785502455.1
home,0.00,0.00,2,TIMEOUT,240.0,1785502475.1,1785502715.2
