mission,goal_x,goal_y,attempt,result,wall_s,epoch_start,epoch_end
adjacent-x,-6.96,3.19,1,SUCCEEDED,100.0,1785412097.6,1785412197.9
adjacent-y,2.00,-6.21,1,TIMEOUT,240.0,1785412200.9,1785412440.9
adjacent-y,2.00,-6.21,2,TIMEOUT,240.0,1785412459.3,1785412699.3
diagonal,-5.76,-6.81,1,TIMEOUT,240.0,1785412702.4,1785412942.4
diagonal,-5.76,-6.81,2,TIMEOUT,240.0,1785412962.5,1785413202.5
home,0.00,0.00,1,ABORTED,88.8,1785413205.5,1785413294.3
home,0.00,0.00,2,ABORTED,44.4,1785413312.6,1785413357.0
