mission,goal_x,goal_y,attempt,result,wall_s,epoch_start,epoch_end
adjacent-x,6.84,3.03,1,SUCCEEDED,64.8,1785411255.0,1785411320.0
adjacent-y,-2.56,-6.97,1,ABORTED,11.0,1785411323.0,1785411334.1
adjacent-y,-2.56,-6.97,2,ABORTED,23.2,1785411354.1,1785411377.3
diagonal,7.14,-6.45,1,ABORTED,4.6,1785411380.3,1785411384.9
diagonal,7.14,-6.45,2,ABORTED,2.7,1785411403.6,1785411406.2
home,0.00,0.00,1,ABORTED,76.0,1785411409.2,1785411485.2
home,0.00,0.00,2,TIMEOUT,240.0,1785411503.9,1785411743.9
