# seed=20260723017 wall_start=2026-07-30 20:13:50 fmt=v2
sim_t,x,y,yaw_deg,p0x,p0y,p1x,p1y,p2x,p2y
0.100,-0.000,-0.000,0.0,-8.384,-0.632,6.350,-1.940,-6.858,-8.134
0.200,-0.000,-0.000,0.0,-8.292,-0.587,6.422,-1.965,-6.796,-8.079
0.300,-0.000,-0.000,0.0,-8.201,-0.542,6.494,-1.989,-6.734,-8.024
0.400,-0.000,-0.000,0.0,-8.110,-0.497,6.566,-2.013,-6.672,-7.969
0.500,-0.000,-0.000,0.0,-8.018,-0.451,6.638,-2.037,-6.610,-7.914
0.600,-0.000,-0.000,0.0,-7.927,-0.406,6.710,-2.062,-6.548,-7.859
0.700,-0.000,-0.000,0.0,-7.835,-0.361,6.782,-2.086,-6.486,-7.804
0.800,-0.000,-0.000,0.0,-7.744,-0.316,6.854,-2.110,-6.424,-7.749
0.900,-0.000,-0.000,0.0,-7.652,-0.271,6.926,-2.135,-6.362,-7.693
1.000,-0.000,-0.000,0.0,-7.561,-0.225,6.998,-2.159,-6.299,-7.638
1.100,-0.000,-0.000,0.0,-7.470,-0.180,7.070,-2.183,-6.237,-7.583
1.200,-0.000,-0.000,0.0,-7.378,-0.135,7.142,-2.208,-6.175,-7.528
1.300,-0.000,-0.000,0.0,-7.287,-0.090,7.214,-2.232,-6.113,-7.473
1.400,-0.000,-0.000,0.0,-7.195,-0.044,7.286,-2.256,-6.051,-7.418
1.500,-0.000,-0.000,0.0,-7.104,0.001,7.358,-2.281,-5.989,-7.363
1.600,-0.000,-0.000,0.0,-7.012,0.046,7.430,-2.305,-5.927,-7.308
1.700,-0.000,-0.000,0.0,-6.921,0.091,7.502,-2.329,-5.865,-7.253
1.800,-0.000,-0.000,0.0,-6.830,0.136,7.574,-2.353,-5.803,-7.198
1.900,-0.000,-0.000,0.0,-6.738,0.182,7.646,-2.378,-5.741,-7.143
2.000,-0.000,-0.000,0.0,-6.647,0.227,7.718,-2.402,-5.679,-7.088
2.100,-0.000,-0.000,0.0,-6.555,0.272,7.790,-2.426,-5.617,-7.032
2.200,-0.000,-0.000,0.0,-6.464,0.317,7.862,-2.451,-5.554,-6.977
2.300,-0.000,-0.000,0.0,-6.372,0.362,7.934,-2.475,-5.492,-6.922
2.400,-0.000,-0.000,0.0,-6.281,0.408,8.006,-2.499,-5.430,-6.867
2.500,-0.000,-0.000,0.0,-6.190,0.453,8.078,-2.524,-5.368,-6.812
2.600,-0.000,-0.000,0.0,-6.098,0.498,8.150,-2.548,-5.306,-6.757
2.700,-0.000,-0.000,0.0,-6.007,0.543,8.222,-2.572,-5.244,-6.702
2.800,-0.000,-0.000,0.0,-5.915,0.589,8.294,-2.597,-5.182,-6.647
2.900,-0.000,-0.000,0.0,-5.824,0.634,8.366,-2.621,-5.120,-6.592
3.000,-0.000,-0.000,0.0,-5.732,0.679,8.438,-2.645,-5.058,-6.537
3.100,-0.000,-0.000,0.0,-5.641,0.724,8.510,-2.669,-5.002,-6.500
3.200,-0.000,-0.000,0.0,-5.549,0.769,8.582,-2.694,-4.920,-6.497
3.300,-0.000,-0.000,0.0,-5.458,0.815,8.594,-2.698,-4.837,-6.495
3.400,-0.000,-0.000,0.0,-5.367,0.860,8.594,-2.698,-4.754,-6.493
3.500,-0.000,-0.000,0.0,-5.275,0.905,8.594,-2.698,-4.671,-6.491
3.600,-0.000,-0.000,0.0,-5.184,0.950,8.594,-2.698,-4.588,-6.488
3.700,-0.000,-0.000,0.0,-5.092,0.996,8.594,-2.698,-4.505,-6.486
3.800,-0.000,-0.000,0.0,-5.001,1.041,8.594,-2.698,-4.422,-6.484
3.900,-0.000,-0.000,0.0,-4.909,1.086,8.594,-2.698,-4.339,-6.482
4.000,-0.000,-0.000,0.0,-4.849,1.116,8.594,-2.698,-4.256,-6.479
4.100,-0.000,-0.000,0.0,-4.849,1.116,8.594,-2.698,-4.173,-6.477
4.200,-0.000,-0.000,0.0,-4.849,1.116,8.594,-2.698,-4.090,-6.475
4.300,-0.000,-0.000,0.0,-4.849,1.116,8.594,-2.698,-4.007,-6.473
4.400,-0.000,-0.000,0.0,-4.849,1.116,8.594,-2.698,-3.924,-6.471
4.500,-0.000,-0.000,0.0,-4.849,1.116,8.594,-2.698,-3.841,-6.468
4.600,-0.000,-0.000,0.0,-4.849,1.116,8.594,-2.698,-3.758,-6.466
4.700,-0.000,-0.000,0.0,-4.849,1.116,8.594,-2.698,-3.675,-6.464
4.800,-0.000,-0.000,0.0,-4.849,1.116,8.594,-2.698,-3.592,-6.462
4.900,-0.000,-0.000,0.0,-4.849,1.116,8.594,-2.698,-3.509,-6.459
5.000,-0.000,-0.000,0.0,-4.849,1.116,8.594,-2.698,-3.426,-6.457
5.100,-0.000,-0.000,0.0,-4.849,1.116,8.594,-2.698,-3.343,-6.455
5.200,-0.000,0.000,0.0,-4.849,1.116,8.594,-2.698,-3.260,-6.453
5.300,-0.000,0.003,1.8,-4.849,1.116,8.594,-2.698,-3.198,-6.475
5.400,-0.000,0.006,3.5,-4.849,1.116,8.594,-2.698,-3.130,-6.523
5.500,-0.000,0.006,3.5,-4.849,1.116,8.594,-2.698,-3.062,-6.570
5.600,-0.000,0.006,3.5,-4.849,1.116,8.594,-2.698,-2.993,-6.617
5.700,-0.000,0.006,3.5,-4.849,1.116,8.594,-2.698,-2.925,-6.664
5.800,-0.000,0.006,3.5,-4.849,1.116,8.594,-2.698,-2.856,-6.711
5.900,-0.000,0.006,3.5,-4.849,1.116,8.594,-2.698,-2.788,-6.758
6.000,-0.000,0.006,3.5,-4.849,1.116,8.594,-2.698,-2.720,-6.805
6.100,-0.001,0.007,4.0,-4.849,1.116,8.594,-2.698,-2.651,-6.852
6.200,-0.002,0.015,8.8,-4.849,1.116,8.594,-2.698,-2.583,-6.899
6.300,-0.004,0.025,14.4,-4.849,1.116,8.544,-2.694,-2.515,-6.946
6.400,-0.001,0.027,15.0,-4.849,1.116,8.468,-2.690,-2.446,-6.993
6.500,0.016,0.025,11.7,-4.849,1.116,8.392,-2.685,-2.378,-7.040
6.600,0.031,0.018,6.5,-4.849,1.116,8.316,-2.680,-2.310,-7.087
6.700,0.059,0.009,0.8,-4.849,1.116,8.240,-2.675,-2.241,-7.135
6.800,0.087,-0.001,-4.6,-4.849,1.116,8.165,-2.670,-2.173,-7.182
6.900,0.113,-0.013,-9.4,-4.849,1.116,8.089,-2.665,-2.105,-7.229
7.000,0.139,-0.026,-13.6,-4.864,1.109,8.013,-2.660,-2.036,-7.276
7.100,0.165,-0.040,-17.5,-4.955,1.063,7.937,-2.655,-1.968,-7.323
7.200,0.189,-0.055,-20.8,-5.047,1.018,7.861,-2.650,-1.899,-7.370
7.300,0.214,-0.071,-23.8,-5.138,0.973,7.785,-2.645,-1.831,-7.417
7.400,0.237,-0.088,-26.7,-5.229,0.928,7.710,-2.640,-1.763,-7.464
7.500,0.259,-0.105,-29.5,-5.321,0.882,7.634,-2.635,-1.694,-7.511
7.600,0.280,-0.123,-32.2,-5.412,0.837,7.558,-2.630,-1.626,-7.558
7.700,0.301,-0.142,-34.6,-5.504,0.792,7.482,-2.625,-1.558,-7.605
7.800,0.322,-0.162,-36.8,-5.595,0.747,7.406,-2.620,-1.489,-7.652
7.900,0.342,-0.182,-38.7,-5.687,0.702,7.330,-2.615,-1.421,-7.699
8.000,0.361,-0.202,-40.4,-5.778,0.656,7.254,-2.610,-1.353,-7.747
8.100,0.381,-0.223,-41.9,-5.869,0.611,7.179,-2.605,-1.284,-7.794
8.200,0.400,-0.244,-43.4,-5.961,0.566,7.103,-2.600,-1.216,-7.841
8.300,0.418,-0.265,-44.9,-6.052,0.521,7.027,-2.595,-1.148,-7.888
8.400,0.436,-0.287,-46.3,-6.144,0.476,6.951,-2.590,-1.079,-7.935
8.500,0.453,-0.310,-47.8,-6.235,0.430,6.875,-2.585,-1.034,-7.966
8.600,0.471,-0.332,-48.8,-6.327,0.385,6.799,-2.580,-1.034,-7.966
