# seed=20260723018 wall_start=2026-07-24 00:46:35
sim_t,x,y,yaw_deg
0.033,-0.000,-0.000,0.0
0.133,-0.000,-0.000,0.0
0.233,0.002,-0.000,-0.3
0.333,0.011,-0.007,-3.6
0.433,0.019,-0.015,-7.7
0.533,0.027,-0.023,-11.8
0.633,0.035,-0.032,-15.6
0.733,0.042,-0.041,-19.0
0.833,0.049,-0.049,-22.0
0.933,0.055,-0.056,-24.4
1.033,0.062,-0.065,-27.4
1.133,0.067,-0.075,-31.0
1.233,0.072,-0.085,-34.1
1.333,0.076,-0.095,-37.1
1.433,0.080,-0.104,-39.7
1.533,0.085,-0.113,-41.9
1.633,0.089,-0.121,-43.8
1.733,0.094,-0.130,-45.4
1.833,0.098,-0.138,-46.8
1.933,0.103,-0.146,-47.9
2.033,0.108,-0.154,-48.9
2.133,0.114,-0.164,-49.7
2.233,0.120,-0.173,-50.5
2.333,0.128,-0.184,-51.1
2.433,0.135,-0.195,-51.6
2.533,0.144,-0.207,-52.1
2.633,0.159,-0.226,-52.0
2.733,0.182,-0.251,-50.4
2.833,0.207,-0.276,-48.8
2.933,0.232,-0.299,-47.0
3.033,0.258,-0.321,-45.3
3.133,0.277,-0.338,-44.5
3.233,0.287,-0.349,-45.0
3.333,0.294,-0.358,-45.7
3.433,0.301,-0.367,-46.5
3.533,0.306,-0.375,-47.5
3.633,0.311,-0.384,-48.4
3.733,0.317,-0.392,-49.3
3.833,0.323,-0.402,-50.1
3.933,0.329,-0.412,-50.9
4.033,0.336,-0.422,-51.5
4.133,0.344,-0.433,-52.1
4.233,0.352,-0.445,-52.5
4.333,0.371,-0.468,-51.9
4.433,0.396,-0.495,-50.4
4.533,0.422,-0.521,-48.9
4.633,0.448,-0.545,-47.3
4.733,0.474,-0.569,-45.8
4.833,0.502,-0.594,-44.4
4.933,0.515,-0.607,-44.4
5.033,0.522,-0.616,-45.1
5.133,0.528,-0.624,-46.0
5.233,0.533,-0.632,-47.0
5.333,0.538,-0.640,-48.1
5.433,0.543,-0.647,-49.1
5.533,0.547,-0.656,-50.0
5.633,0.553,-0.664,-50.8
5.733,0.558,-0.673,-51.5
5.833,0.565,-0.684,-52.2
5.933,0.584,-0.708,-52.1
6.033,0.609,-0.736,-50.9
6.133,0.635,-0.764,-49.6
6.233,0.662,-0.791,-48.2
6.333,0.689,-0.817,-46.8
6.433,0.717,-0.842,-45.6
6.533,0.738,-0.862,-45.1
6.633,0.748,-0.875,-45.8
6.733,0.754,-0.883,-46.7
6.833,0.759,-0.890,-47.7
6.933,0.763,-0.898,-48.7
7.033,0.767,-0.906,-49.8
7.133,0.772,-0.914,-50.8
7.233,0.776,-0.922,-51.7
7.333,0.784,-0.934,-52.5
7.433,0.798,-0.954,-52.8
7.533,0.818,-0.979,-52.4
7.633,0.843,-1.007,-51.3
7.733,0.868,-1.035,-50.2
7.833,0.894,-1.062,-49.1
7.933,0.920,-1.089,-48.0
8.033,0.947,-1.115,-46.9
8.133,0.972,-1.140,-46.0
8.233,0.998,-1.164,-45.3
8.333,1.009,-1.177,-45.8
8.433,1.014,-1.185,-46.7
8.533,1.022,-1.195,-47.6
8.633,1.032,-1.208,-48.5
8.733,1.042,-1.223,-49.4
8.833,1.053,-1.238,-50.1
8.933,1.065,-1.254,-50.8
9.033,1.077,-1.270,-51.3
9.133,1.089,-1.287,-51.8
9.233,1.101,-1.304,-52.3
9.333,1.114,-1.322,-52.7
9.433,1.127,-1.340,-53.0
9.533,1.140,-1.358,-53.3
9.633,1.153,-1.376,-53.6
9.733,1.166,-1.395,-53.9
9.833,1.179,-1.414,-54.1
9.933,1.193,-1.433,-54.2
10.033,1.206,-1.452,-54.4
10.133,1.219,-1.471,-54.6
10.233,1.232,-1.490,-54.8
10.333,1.246,-1.510,-54.9
10.433,1.259,-1.529,-55.0
10.533,1.273,-1.549,-55.1
10.633,1.286,-1.569,-55.2
10.733,1.300,-1.588,-55.3
10.833,1.313,-1.608,-55.4
10.933,1.326,-1.627,-55.6
11.033,1.339,-1.647,-55.7
11.133,1.352,-1.666,-55.8
11.233,1.365,-1.686,-55.9
11.333,1.377,-1.705,-56.2
11.433,1.388,-1.722,-56.5
11.533,1.408,-1.748,-55.2
11.633,1.431,-1.774,-53.4
11.733,1.455,-1.800,-51.7
11.833,1.479,-1.825,-50.0
11.933,1.503,-1.849,-48.6
12.033,1.516,-1.865,-48.9
12.133,1.523,-1.875,-49.8
12.233,1.527,-1.883,-50.7
12.333,1.531,-1.891,-51.9
12.433,1.535,-1.900,-53.2
12.533,1.538,-1.908,-54.4
12.633,1.542,-1.916,-55.3
12.733,1.547,-1.927,-56.3
12.833,1.551,-1.935,-57.2
12.933,1.565,-1.958,-57.6
13.033,1.586,-1.988,-56.6
13.133,1.608,-2.017,-55.5
13.233,1.631,-2.046,-54.2
13.333,1.655,-2.075,-52.9
13.433,1.678,-2.102,-51.8
13.533,1.701,-2.127,-51.0
13.633,1.723,-2.152,-50.3
13.733,1.743,-2.175,-49.8
13.833,1.757,-2.191,-50.0
13.933,1.762,-2.201,-51.1
14.033,1.767,-2.210,-52.3
14.133,1.772,-2.220,-53.5
14.233,1.776,-2.231,-54.9
14.333,1.781,-2.241,-56.1
14.433,1.785,-2.252,-57.4
14.533,1.792,-2.265,-58.3
14.633,1.799,-2.280,-58.9
14.733,1.807,-2.295,-59.6
14.833,1.814,-2.311,-60.3
14.933,1.822,-2.326,-60.8
15.033,1.830,-2.343,-61.3
15.133,1.839,-2.360,-61.7
15.233,1.848,-2.378,-62.0
15.333,1.856,-2.395,-62.4
15.433,1.865,-2.414,-62.6
15.533,1.874,-2.432,-62.8
15.633,1.883,-2.450,-63.1
15.733,1.892,-2.468,-63.4
15.833,1.900,-2.487,-63.6
15.933,1.909,-2.506,-63.8
16.033,1.918,-2.525,-63.9
16.133,1.927,-2.544,-64.1
16.233,1.936,-2.563,-64.3
16.333,1.945,-2.582,-64.4
16.433,1.954,-2.601,-64.6
16.533,1.963,-2.620,-64.7
16.633,1.971,-2.639,-64.9
16.733,1.980,-2.657,-65.0
16.833,1.988,-2.675,-65.0
16.933,1.995,-2.692,-65.1
17.033,2.003,-2.707,-65.1
17.133,2.009,-2.722,-65.2
17.233,2.015,-2.735,-65.2
17.333,2.021,-2.748,-65.3
17.433,2.026,-2.760,-65.3
17.533,2.031,-2.771,-65.4
17.633,2.036,-2.781,-65.4
17.733,2.040,-2.790,-65.4
17.833,2.044,-2.799,-65.5
17.933,2.048,-2.807,-65.5
18.033,2.051,-2.815,-65.6
18.133,2.054,-2.822,-65.6
18.233,2.057,-2.829,-65.6
18.333,2.060,-2.835,-65.6
18.433,2.062,-2.840,-65.7
18.533,2.065,-2.845,-65.7
18.633,2.067,-2.850,-65.7
18.733,2.069,-2.854,-65.7
18.833,2.070,-2.858,-65.8
18.933,2.072,-2.862,-65.8
19.033,2.074,-2.866,-65.8
19.133,2.075,-2.870,-65.8
19.233,2.077,-2.873,-65.9
19.333,2.078,-2.875,-65.9
19.433,2.079,-2.878,-65.9
19.533,2.080,-2.880,-65.9
19.633,2.081,-2.883,-65.9
19.733,2.082,-2.885,-65.9
19.833,2.083,-2.887,-65.9
19.933,2.084,-2.889,-66.0
20.033,2.084,-2.890,-66.0
20.133,2.085,-2.891,-66.0
20.233,2.085,-2.893,-66.0
20.333,2.086,-2.894,-66.0
20.433,2.086,-2.895,-66.0
20.533,2.087,-2.897,-66.0
20.633,2.087,-2.898,-66.0
20.733,2.088,-2.899,-66.0
20.833,2.088,-2.900,-66.0
20.933,2.089,-2.901,-66.0
21.033,2.089,-2.901,-66.0
21.133,2.089,-2.902,-66.1
21.233,2.090,-2.902,-66.1
21.333,2.090,-2.903,-66.1
21.433,2.090,-2.904,-66.1
21.533,2.090,-2.904,-66.1
21.633,2.090,-2.905,-66.1
21.733,2.091,-2.905,-66.1
21.833,2.091,-2.906,-66.1
21.933,2.091,-2.906,-66.1
22.033,2.091,-2.906,-66.1
22.133,2.091,-2.907,-66.1
22.233,2.092,-2.907,-66.1
22.333,2.092,-2.908,-66.1
22.433,2.092,-2.908,-66.1
22.533,2.092,-2.909,-66.1
22.633,2.092,-2.909,-66.1
22.733,2.092,-2.909,-66.1
22.833,2.093,-2.910,-66.1
22.933,2.093,-2.910,-66.1
23.033,2.093,-2.910,-66.1
23.133,2.093,-2.911,-66.1
23.233,2.093,-2.911,-66.1
23.333,2.093,-2.911,-66.1
23.433,2.093,-2.911,-66.1
23.533,2.093,-2.911,-66.1
23.633,2.093,-2.911,-66.1
23.733,2.093,-2.911,-66.1
23.833,2.093,-2.911,-66.1
23.933,2.093,-2.911,-66.1
