mission,goal_x,goal_y,attempt,result,wall_s,epoch_start,epoch_end
adjacent-x,7.49,-2.92,1,ABORTED,46.2,1785491947.3,1785491995.5
adjacent-x,7.49,-2.92,2,ABORTED,46.0,1785492015.5,1785492061.5
adjacent-y,-2.96,6.90,1,ABORTED,46.0,1785492064.5,1785492110.5
adjacent-y,-2.96,6.90,2,ABORTED,45.0,1785492130.5,1785492175.5
diagonal,7.04,6.30,1,ABORTED,45.0,1785492178.5,1785492223.5
diagonal,7.04,6.30,2,ABORTED,46.0,1785492243.5,1785492289.5
home,0.00,0.00,1,SUCCEEDED,8.0,1785492292.5,1785492300.5
