# seed=20260723010 wall_start=2026-07-28 17:09:40 fmt=v2
sim_t,x,y,yaw_deg,p0x,p0y,p1x,p1y,p2x,p2y
0.067,-0.000,-0.000,0.0,-5.515,4.942,7.795,3.246,-3.247,-1.670
0.167,-0.000,-0.000,0.0,-5.466,4.887,7.746,3.297,-3.320,-1.711
0.267,0.022,-0.001,-0.5,-5.417,4.832,7.697,3.348,-3.394,-1.752
0.367,0.054,-0.002,-0.9,-5.368,4.776,7.648,3.399,-3.467,-1.793
0.467,0.086,-0.004,-1.4,-5.319,4.721,7.598,3.450,-3.540,-1.834
0.567,0.103,0.000,1.1,-5.270,4.666,7.549,3.501,-3.614,-1.875
0.667,0.112,0.010,6.0,-5.220,4.611,7.500,3.553,-3.687,-1.915
0.767,0.120,0.020,10.9,-5.171,4.555,7.451,3.604,-3.761,-1.956
0.867,0.128,0.031,16.1,-5.122,4.500,7.402,3.655,-3.834,-1.997
0.967,0.133,0.043,21.5,-5.073,4.445,7.352,3.706,-3.907,-2.038
1.067,0.139,0.052,25.2,-5.024,4.389,7.303,3.757,-3.981,-2.079
1.167,0.145,0.062,28.4,-4.975,4.334,7.254,3.808,-4.054,-2.119
1.267,0.159,0.074,30.7,-4.925,4.279,7.205,3.859,-4.128,-2.160
1.367,0.189,0.090,29.5,-4.876,4.223,7.155,3.911,-4.201,-2.201
1.467,0.223,0.104,27.4,-4.827,4.168,7.106,3.962,-4.275,-2.242
1.567,0.255,0.123,28.8,-4.778,4.113,7.057,4.013,-4.348,-2.283
1.667,0.289,0.139,27.5,-4.729,4.058,7.008,4.064,-4.421,-2.324
1.767,0.324,0.153,25.7,-4.680,4.002,6.958,4.115,-4.495,-2.364
1.867,0.358,0.165,23.8,-4.630,3.947,6.909,4.166,-4.568,-2.405
1.967,0.386,0.173,21.8,-4.581,3.892,6.860,4.218,-4.642,-2.446
2.067,0.407,0.178,20.1,-4.532,3.836,6.811,4.269,-4.715,-2.487
2.167,0.426,0.181,18.7,-4.483,3.781,6.762,4.320,-4.788,-2.528
2.267,0.443,0.185,17.4,-4.434,3.726,6.712,4.371,-4.862,-2.568
2.367,0.466,0.190,16.3,-4.385,3.670,6.663,4.422,-4.935,-2.609
2.467,0.494,0.196,15.5,-4.335,3.615,6.614,4.473,-5.009,-2.650
2.567,0.521,0.202,14.9,-4.286,3.560,6.565,4.525,-5.082,-2.691
2.667,0.546,0.208,14.4,-4.237,3.504,6.515,4.576,-5.156,-2.732
2.767,0.571,0.214,14.1,-4.188,3.449,6.466,4.627,-5.229,-2.773
2.867,0.595,0.219,13.9,-4.139,3.394,6.417,4.678,-5.302,-2.813
2.967,0.618,0.225,13.8,-4.089,3.339,6.368,4.729,-5.376,-2.854
3.067,0.640,0.231,14.2,-4.040,3.283,6.318,4.780,-5.449,-2.895
3.167,0.663,0.238,14.7,-3.991,3.228,6.269,4.832,-5.523,-2.936
3.267,0.685,0.245,15.3,-3.942,3.173,6.220,4.883,-5.596,-2.977
3.367,0.707,0.252,15.8,-3.893,3.117,6.171,4.934,-5.645,-3.018
3.467,0.728,0.259,16.4,-3.844,3.062,6.122,4.985,-5.648,-3.102
3.567,0.751,0.267,16.9,-3.794,3.007,6.072,5.036,-5.651,-3.186
3.667,0.773,0.275,17.4,-3.745,2.951,6.023,5.087,-5.654,-3.270
3.767,0.796,0.282,17.8,-3.696,2.896,5.974,5.138,-5.657,-3.354
3.867,0.818,0.291,18.2,-3.647,2.841,5.925,5.190,-5.660,-3.438
3.967,0.840,0.299,18.7,-3.598,2.786,5.875,5.241,-5.663,-3.522
4.067,0.864,0.307,18.9,-3.549,2.730,5.826,5.292,-5.666,-3.605
4.167,0.889,0.316,19.0,-3.499,2.675,5.777,5.343,-5.669,-3.689
4.267,0.914,0.325,18.9,-3.450,2.620,5.728,5.394,-5.672,-3.773
4.367,0.940,0.332,18.1,-3.401,2.564,5.678,5.445,-5.675,-3.857
4.467,0.966,0.339,17.3,-3.352,2.509,5.629,5.497,-5.678,-3.941
4.567,0.992,0.345,16.6,-3.303,2.454,5.580,5.548,-5.681,-4.025
4.667,1.017,0.351,16.0,-3.254,2.398,5.531,5.599,-5.684,-4.109
4.767,1.042,0.357,15.4,-3.204,2.343,5.482,5.650,-5.687,-4.193
4.867,1.065,0.363,15.0,-3.155,2.288,5.432,5.701,-5.690,-4.277
4.967,1.089,0.368,14.6,-3.106,2.233,5.383,5.752,-5.693,-4.361
5.067,1.111,0.374,14.3,-3.057,2.177,5.334,5.804,-5.696,-4.445
5.167,1.134,0.379,14.0,-3.008,2.122,5.285,5.855,-5.699,-4.529
5.267,1.155,0.384,13.8,-2.959,2.067,5.235,5.906,-5.702,-4.613
5.367,1.177,0.389,13.6,-2.909,2.011,5.186,5.957,-5.705,-4.697
5.467,1.198,0.393,13.5,-2.860,1.956,5.137,6.008,-5.707,-4.767
5.567,1.218,0.398,13.5,-2.811,1.901,5.088,6.059,-5.790,-4.783
5.667,1.239,0.403,13.4,-2.762,1.845,5.038,6.110,-5.872,-4.800
5.767,1.259,0.408,13.4,-2.713,1.790,4.989,6.162,-5.954,-4.816
5.867,1.279,0.413,13.4,-2.664,1.735,4.940,6.213,-6.037,-4.833
5.967,1.299,0.417,13.5,-2.614,1.680,4.891,6.264,-6.119,-4.849
