mission,goal_x,goal_y,attempt,result,wall_s,epoch_start,epoch_end
adjacent-x,7.52,4.13,1,ABORTED,117.3,1785406963.0,1785407081.8
adjacent-x,7.52,4.13,2,ABORTED,9.7,1785407100.0,1785407109.6
adjacent-y,-3.03,-6.54,1,ABORTED,59.1,1785407112.6,1785407171.8
adjacent-y,-3.03,-6.54,2,ABORTED,2.6,1785407190.0,1785407192.6
diagonal,5.93,-5.63,1,ABORTED,4.7,1785407195.6,1785407200.3
diagonal,5.93,-5.63,2,ABORTED,41.5,1785407218.5,1785407260.0
home,0.00,0.00,1,ABORTED,35.4,1785407263.0,1785407298.5
home,0.00,0.00,2,ABORTED,76.2,1785407316.7,1785407392.9
