mission,goal_x,goal_y,attempt,result,wall_s,epoch_start,epoch_end
adjacent-x,-6.75,3.60,1,ABORTED,135.9,1785414873.6,1785415009.8
adjacent-x,-6.75,3.60,2,ABORTED,39.2,1785415028.0,1785415067.2
adjacent-y,3.09,-6.65,1,ABORTED,38.2,1785415070.2,1785415108.4
adjacent-y,3.09,-6.65,2,ABORTED,38.2,1785415126.6,1785415164.7
diagonal,-6.50,-6.24,1,ABORTED,13.2,1785415167.8,1785415181.1
diagonal,-6.50,-6.24,2,TIMEOUT,240.0,1785415201.2,1785415441.3
home,0.00,0.00,1,ABORTED,45.5,1785415444.3,1785415489.8
home,0.00,0.00,2,ABORTED,43.1,1785415508.0,1785415551.1
