mission,goal_x,goal_y,attempt,result,wall_s,epoch_start,epoch_end
adjacent-x,-5.77,3.34,1,TIMEOUT,240.0,1785502745.7,1785502986.0
adjacent-x,-5.77,3.34,2,TIMEOUT,240.0,1785503006.0,1785503246.0
adjacent-y,4.83,-6.66,1,TIMEOUT,240.0,1785503249.0,1785503489.0
adjacent-y,4.83,-6.66,2,TIMEOUT,240.0,1785503509.0,1785503749.0
diagonal,-6.46,-6.36,1,TIMEOUT,240.0,1785503752.0,1785503992.1
diagonal,-6.46,-6.36,2,TIMEOUT,240.0,1785504012.1,1785504252.1
home,0.00,0.00,1,ABORTED,40.9,1785504255.1,1785504296.0
home,0.00,0.00,2,ABORTED,217.2,1785504316.0,1785504533.2
