# seed=20260723018 wall_start=2026-07-31 14:45:34 fmt=v2
sim_t,x,y,yaw_deg,p0x,p0y,p1x,p1y,p2x,p2y
0.033,-0.000,-0.000,0.0,-7.343,0.275,8.367,0.984,-4.003,-6.471
0.133,-0.000,-0.000,0.0,-7.240,0.244,8.292,1.006,-4.003,-6.471
0.233,-0.000,-0.000,0.0,-7.138,0.213,8.216,1.029,-4.003,-6.471
0.333,-0.000,-0.000,0.0,-7.036,0.182,8.140,1.052,-4.003,-6.471
0.433,-0.000,-0.000,0.0,-6.933,0.152,8.065,1.074,-4.003,-6.471
0.533,-0.000,-0.000,0.0,-6.831,0.121,7.989,1.097,-4.003,-6.471
0.633,-0.000,-0.000,0.0,-6.728,0.090,7.913,1.119,-4.003,-6.471
0.733,-0.000,-0.000,0.0,-6.626,0.059,7.837,1.142,-4.003,-6.471
0.833,-0.000,-0.000,0.0,-6.523,0.029,7.762,1.165,-4.003,-6.471
0.933,-0.000,-0.000,0.0,-6.421,-0.002,7.686,1.187,-4.003,-6.471
1.033,-0.000,-0.000,0.0,-6.318,-0.033,7.610,1.210,-4.003,-6.471
1.133,-0.000,-0.000,0.0,-6.216,-0.064,7.535,1.232,-4.003,-6.471
1.233,-0.000,-0.000,0.0,-6.113,-0.095,7.459,1.255,-4.003,-6.471
1.333,-0.000,-0.000,0.0,-6.011,-0.125,7.383,1.278,-4.003,-6.471
1.433,-0.000,-0.000,0.0,-5.908,-0.156,7.308,1.300,-4.003,-6.471
1.533,-0.000,-0.000,0.0,-5.806,-0.187,7.232,1.323,-4.003,-6.471
1.633,-0.000,-0.000,0.0,-5.703,-0.218,7.156,1.345,-4.003,-6.471
1.733,-0.000,-0.000,0.0,-5.601,-0.249,7.081,1.368,-4.003,-6.471
1.833,-0.000,-0.000,0.0,-5.498,-0.279,7.005,1.391,-4.003,-6.471
1.933,-0.000,-0.000,0.0,-5.396,-0.310,6.929,1.413,-4.003,-6.471
2.033,-0.000,-0.000,0.0,-5.293,-0.341,6.853,1.436,-4.003,-6.471
2.133,-0.000,-0.000,0.0,-5.191,-0.372,6.778,1.458,-4.003,-6.471
2.233,-0.000,-0.000,0.0,-5.089,-0.403,6.702,1.481,-4.003,-6.471
2.333,-0.000,-0.000,0.0,-4.986,-0.433,6.626,1.504,-4.003,-6.471
2.433,-0.000,-0.000,0.0,-4.884,-0.464,6.551,1.526,-4.003,-6.471
2.533,-0.000,-0.000,0.0,-4.781,-0.495,6.475,1.549,-4.003,-6.471
2.633,-0.000,-0.000,0.0,-4.679,-0.526,6.399,1.571,-4.003,-6.471
2.733,-0.000,-0.000,0.0,-4.576,-0.557,6.324,1.594,-4.003,-6.471
2.833,-0.000,-0.000,0.0,-4.474,-0.587,6.248,1.617,-4.003,-6.471
2.933,-0.000,-0.000,0.0,-4.371,-0.618,6.172,1.639,-4.003,-6.471
3.033,-0.000,-0.000,0.0,-4.269,-0.649,6.096,1.662,-4.003,-6.471
3.133,-0.000,-0.000,0.0,-4.166,-0.680,6.021,1.684,-4.003,-6.471
3.233,-0.000,-0.000,0.0,-4.064,-0.711,5.945,1.707,-4.003,-6.471
3.333,-0.000,-0.000,0.0,-3.961,-0.741,5.869,1.730,-4.003,-6.471
3.433,-0.000,-0.000,0.0,-3.859,-0.772,5.794,1.752,-4.003,-6.471
3.533,-0.000,-0.000,0.0,-3.756,-0.803,5.718,1.775,-4.003,-6.471
3.633,-0.000,-0.000,0.0,-3.654,-0.834,5.642,1.797,-4.003,-6.471
