# seed=20260723007 wall_start=2026-07-24 16:55:21 fmt=v2
sim_t,x,y,yaw_deg,p0x,p0y,p1x,p1y,p2x,p2y
0.033,-0.000,-0.000,0.0,4.627,-7.972,5.016,8.021,8.094,8.263
0.133,-0.000,-0.000,0.0,4.666,-7.866,4.989,7.909,7.995,8.218
0.233,0.002,0.000,0.0,4.705,-7.760,4.963,7.797,7.897,8.174
0.333,0.011,0.004,2.2,4.744,-7.654,4.937,7.685,7.798,8.130
0.433,0.020,0.010,5.2,4.783,-7.548,4.910,7.574,7.700,8.085
0.533,0.028,0.016,8.2,4.822,-7.442,4.884,7.462,7.601,8.041
0.633,0.036,0.023,11.1,4.861,-7.336,4.858,7.350,7.503,7.997
0.733,0.044,0.030,14.2,4.900,-7.230,4.832,7.238,7.404,7.952
0.833,0.051,0.041,19.0,4.939,-7.124,4.805,7.126,7.306,7.908
0.933,0.057,0.052,23.5,4.978,-7.018,4.779,7.014,7.207,7.864
1.033,0.062,0.062,27.7,5.017,-6.912,4.753,6.902,7.109,7.819
1.133,0.067,0.073,31.4,5.056,-6.806,4.727,6.790,7.010,7.775
1.233,0.072,0.083,34.7,5.095,-6.700,4.700,6.678,6.912,7.731
1.333,0.076,0.092,37.4,5.134,-6.594,4.674,6.566,6.813,7.686
1.433,0.081,0.101,39.7,5.173,-6.488,4.648,6.454,6.715,7.642
1.533,0.086,0.109,41.7,5.212,-6.382,4.621,6.342,6.616,7.598
1.633,0.091,0.119,43.4,5.251,-6.276,4.595,6.230,6.518,7.553
1.733,0.099,0.129,44.8,5.290,-6.170,4.569,6.118,6.419,7.509
1.833,0.108,0.142,46.1,5.329,-6.063,4.543,6.006,6.321,7.464
1.933,0.118,0.155,47.1,5.368,-5.957,4.516,5.894,6.222,7.420
2.033,0.129,0.170,48.0,5.407,-5.851,4.490,5.782,6.124,7.376
2.133,0.141,0.185,48.7,5.446,-5.745,4.464,5.670,6.026,7.331
2.233,0.154,0.202,49.3,5.485,-5.639,4.437,5.558,5.927,7.287
2.333,0.167,0.218,49.9,5.524,-5.533,4.411,5.446,5.829,7.243
2.433,0.180,0.236,50.3,5.563,-5.427,4.385,5.334,5.730,7.198
2.533,0.194,0.253,50.7,5.602,-5.321,4.359,5.222,5.632,7.154
