# noise_v=0.03 noise_w=0.05 bias_w=0.0
ox,oy,oyaw,tx,ty,tyaw
0.016,-0.008,0.012,0.022,0.019,-0.011
0.016,-0.010,0.003,0.022,0.017,-0.019
0.025,-0.013,-0.032,0.031,0.014,-0.054
0.034,-0.023,-0.129,0.039,0.004,-0.145
0.042,-0.034,-0.222,0.047,-0.007,-0.237
0.049,-0.045,-0.309,0.054,-0.019,-0.330
0.055,-0.057,-0.399,0.060,-0.031,-0.418
0.060,-0.067,-0.470,0.065,-0.041,-0.490
0.065,-0.078,-0.538,0.070,-0.052,-0.556
0.070,-0.087,-0.595,0.074,-0.061,-0.611
0.074,-0.097,-0.639,0.079,-0.071,-0.657
0.079,-0.105,-0.677,0.083,-0.079,-0.694
0.085,-0.113,-0.707,0.088,-0.087,-0.724
0.089,-0.121,-0.734,0.093,-0.095,-0.751
0.094,-0.129,-0.756,0.098,-0.103,-0.773
0.100,-0.137,-0.773,0.104,-0.112,-0.791
0.107,-0.146,-0.790,0.110,-0.121,-0.808
0.120,-0.161,-0.799,0.123,-0.136,-0.818
0.132,-0.175,-0.809,0.135,-0.150,-0.828
0.144,-0.188,-0.817,0.146,-0.164,-0.836
0.154,-0.201,-0.826,0.156,-0.176,-0.845
0.164,-0.213,-0.833,0.166,-0.188,-0.852
0.174,-0.225,-0.839,0.176,-0.201,-0.859
0.191,-0.244,-0.841,0.192,-0.219,-0.860
0.202,-0.257,-0.845,0.202,-0.233,-0.865
0.213,-0.270,-0.850,0.213,-0.246,-0.871
0.223,-0.283,-0.856,0.224,-0.260,-0.876
0.234,-0.297,-0.860,0.235,-0.273,-0.880
0.245,-0.310,-0.863,0.246,-0.287,-0.883
0.262,-0.330,-0.862,0.262,-0.307,-0.882
0.274,-0.344,-0.866,0.273,-0.321,-0.885
0.285,-0.358,-0.869,0.284,-0.335,-0.889
0.296,-0.372,-0.873,0.295,-0.349,-0.893
0.308,-0.386,-0.876,0.306,-0.364,-0.896
0.319,-0.400,-0.878,0.317,-0.378,-0.898
0.331,-0.414,-0.880,0.329,-0.393,-0.900
0.343,-0.429,-0.882,0.340,-0.407,-0.902
0.355,-0.444,-0.884,0.352,-0.422,-0.904
0.366,-0.458,-0.885,0.363,-0.437,-0.905
0.378,-0.473,-0.887,0.374,-0.452,-0.907
0.390,-0.487,-0.889,0.386,-0.467,-0.909
0.401,-0.502,-0.891,0.397,-0.482,-0.911
0.413,-0.517,-0.893,0.409,-0.497,-0.913
0.425,-0.532,-0.895,0.420,-0.512,-0.915
0.437,-0.547,-0.897,0.431,-0.527,-0.917
0.448,-0.562,-0.897,0.443,-0.542,-0.917
0.460,-0.577,-0.897,0.455,-0.558,-0.917
0.472,-0.591,-0.897,0.466,-0.573,-0.917
0.484,-0.606,-0.897,0.478,-0.588,-0.917
0.496,-0.622,-0.897,0.490,-0.604,-0.917
0.509,-0.638,-0.897,0.502,-0.619,-0.917
0.521,-0.653,-0.897,0.513,-0.634,-0.917
0.534,-0.668,-0.897,0.525,-0.650,-0.917
0.545,-0.683,-0.897,0.537,-0.665,-0.918
0.557,-0.698,-0.899,0.548,-0.680,-0.920
0.568,-0.713,-0.901,0.559,-0.695,-0.922
0.580,-0.727,-0.903,0.570,-0.709,-0.924
0.591,-0.742,-0.905,0.581,-0.724,-0.926
0.602,-0.756,-0.907,0.592,-0.739,-0.928
0.613,-0.771,-0.910,0.603,-0.754,-0.930
0.624,-0.786,-0.910,0.614,-0.770,-0.930
0.636,-0.801,-0.910,0.625,-0.785,-0.930
0.648,-0.816,-0.910,0.637,-0.800,-0.930
0.659,-0.831,-0.910,0.648,-0.815,-0.931
0.671,-0.846,-0.911,0.660,-0.831,-0.931
0.683,-0.861,-0.911,0.671,-0.846,-0.931
0.695,-0.876,-0.911,0.682,-0.861,-0.931
0.706,-0.891,-0.911,0.694,-0.877,-0.931
0.718,-0.907,-0.911,0.705,-0.892,-0.931
0.729,-0.921,-0.911,0.716,-0.907,-0.931
0.741,-0.936,-0.911,0.728,-0.922,-0.932
0.752,-0.951,-0.911,0.739,-0.937,-0.932
0.763,-0.965,-0.914,0.749,-0.952,-0.934
0.774,-0.980,-0.916,0.760,-0.967,-0.936
0.785,-0.994,-0.918,0.771,-0.982,-0.938
0.796,-1.009,-0.920,0.781,-0.997,-0.940
0.810,-1.030,-0.932,0.795,-1.018,-0.952
0.827,-1.056,-0.951,0.810,-1.043,-0.972
0.837,-1.071,-0.951,0.821,-1.059,-0.972
0.848,-1.087,-0.952,0.832,-1.075,-0.972
0.866,-1.111,-0.945,0.849,-1.099,-0.965
0.886,-1.136,-0.934,0.870,-1.126,-0.954
0.906,-1.160,-0.924,0.888,-1.150,-0.944
0.918,-1.176,-0.923,0.900,-1.166,-0.943
0.938,-1.201,-0.915,0.919,-1.191,-0.935
0.950,-1.217,-0.914,0.931,-1.207,-0.934
0.961,-1.231,-0.916,0.942,-1.222,-0.936
0.972,-1.245,-0.918,0.952,-1.237,-0.938
0.982,-1.260,-0.921,0.963,-1.251,-0.941
0.993,-1.274,-0.923,0.973,-1.266,-0.943
1.004,-1.288,-0.925,0.983,-1.280,-0.945
1.016,-1.305,-0.926,0.995,-1.297,-0.946
1.033,-1.327,-0.921,1.012,-1.319,-0.941
1.044,-1.341,-0.924,1.022,-1.334,-0.944
1.054,-1.355,-0.926,1.032,-1.348,-0.946
1.064,-1.369,-0.928,1.043,-1.363,-0.948
1.074,-1.383,-0.930,1.053,-1.377,-0.950
1.085,-1.398,-0.932,1.063,-1.392,-0.952
1.096,-1.413,-0.935,1.073,-1.406,-0.955
1.106,-1.427,-0.937,1.083,-1.421,-0.957
1.116,-1.441,-0.939,1.093,-1.436,-0.959
1.126,-1.456,-0.942,1.103,-1.450,-0.961
1.136,-1.470,-0.944,1.113,-1.465,-0.964
1.146,-1.484,-0.946,1.123,-1.480,-0.966
1.157,-1.501,-0.952,1.134,-1.497,-0.971
1.170,-1.521,-0.960,1.146,-1.517,-0.980
1.181,-1.535,-0.961,1.156,-1.532,-0.981
1.191,-1.550,-0.961,1.166,-1.547,-0.981
1.203,-1.568,-0.967,1.178,-1.566,-0.987
1.213,-1.583,-0.968,1.188,-1.581,-0.988
1.224,-1.599,-0.969,1.198,-1.596,-0.988
1.234,-1.614,-0.969,1.208,-1.612,-0.989
1.245,-1.630,-0.968,1.219,-1.627,-0.988
1.256,-1.645,-0.967,1.229,-1.643,-0.987
1.266,-1.660,-0.966,1.239,-1.659,-0.986
1.282,-1.682,-0.961,1.254,-1.680,-0.981
1.300,-1.706,-0.952,1.272,-1.705,-0.972
1.311,-1.721,-0.952,1.283,-1.720,-0.972
1.321,-1.736,-0.953,1.293,-1.735,-0.973
1.339,-1.760,-0.946,1.310,-1.760,-0.966
1.350,-1.776,-0.947,1.322,-1.776,-0.967
1.360,-1.790,-0.949,1.331,-1.790,-0.969
1.370,-1.804,-0.952,1.341,-1.805,-0.972
1.380,-1.818,-0.955,1.350,-1.819,-0.975
1.389,-1.832,-0.958,1.360,-1.834,-0.978
1.399,-1.846,-0.960,1.369,-1.848,-0.980
1.408,-1.860,-0.963,1.378,-1.863,-0.983
1.418,-1.875,-0.966,1.388,-1.877,-0.986
1.428,-1.889,-0.968,1.397,-1.892,-0.988
1.437,-1.903,-0.971,1.406,-1.906,-0.991
1.446,-1.918,-0.974,1.415,-1.921,-0.994
1.456,-1.932,-0.976,1.425,-1.936,-0.996
1.465,-1.946,-0.977,1.434,-1.951,-0.997
1.475,-1.961,-0.978,1.444,-1.966,-0.998
1.486,-1.977,-0.977,1.455,-1.982,-0.998
1.503,-2.001,-0.971,1.470,-2.006,-0.991
1.520,-2.024,-0.965,1.486,-2.029,-0.985
1.537,-2.048,-0.959,1.503,-2.052,-0.979
1.550,-2.066,-0.957,1.515,-2.070,-0.977
1.566,-2.087,-0.953,1.530,-2.092,-0.973
1.582,-2.109,-0.949,1.546,-2.114,-0.969
1.598,-2.130,-0.945,1.562,-2.136,-0.965
1.613,-2.151,-0.943,1.577,-2.157,-0.963
1.629,-2.172,-0.940,1.592,-2.179,-0.960
1.644,-2.193,-0.938,1.607,-2.200,-0.958
1.659,-2.214,-0.937,1.622,-2.221,-0.957
1.674,-2.234,-0.936,1.637,-2.241,-0.956
1.689,-2.254,-0.936,1.651,-2.262,-0.956
1.705,-2.275,-0.936,1.666,-2.282,-0.956
1.719,-2.295,-0.936,1.680,-2.303,-0.956
1.734,-2.315,-0.937,1.694,-2.323,-0.957
1.748,-2.335,-0.938,1.708,-2.342,-0.958
1.762,-2.354,-0.940,1.721,-2.362,-0.960
1.776,-2.374,-0.941,1.735,-2.382,-0.961
1.791,-2.394,-0.943,1.749,-2.402,-0.963
1.805,-2.413,-0.945,1.762,-2.421,-0.964
1.819,-2.433,-0.946,1.776,-2.441,-0.966
1.832,-2.452,-0.948,1.789,-2.461,-0.968
1.846,-2.472,-0.950,1.802,-2.480,-0.970
1.860,-2.491,-0.952,1.815,-2.500,-0.971
1.873,-2.511,-0.953,1.829,-2.520,-0.973
1.887,-2.530,-0.955,1.842,-2.540,-0.975
1.900,-2.549,-0.957,1.855,-2.559,-0.977
1.913,-2.568,-0.959,1.868,-2.579,-0.979
1.927,-2.588,-0.961,1.881,-2.598,-0.981
1.940,-2.607,-0.963,1.893,-2.618,-0.983
1.953,-2.627,-0.965,1.906,-2.637,-0.985
1.966,-2.645,-0.968,1.919,-2.657,-0.987
1.979,-2.664,-0.970,1.931,-2.676,-0.990
1.991,-2.683,-0.972,1.944,-2.696,-0.992
2.003,-2.701,-0.974,1.956,-2.715,-0.994
2.016,-2.720,-0.976,1.969,-2.735,-0.996
2.029,-2.740,-0.978,1.981,-2.755,-0.998
2.037,-2.755,-0.996,1.989,-2.770,-1.016
2.038,-2.766,-1.042,1.990,-2.782,-1.064
2.039,-2.778,-1.090,1.991,-2.794,-1.112
2.040,-2.791,-1.139,1.991,-2.806,-1.160
2.042,-2.805,-1.182,1.992,-2.821,-1.204
2.050,-2.827,-1.187,2.000,-2.843,-1.209
2.052,-2.844,-1.226,2.002,-2.859,-1.247
2.054,-2.862,-1.262,2.004,-2.878,-1.283
2.063,-2.891,-1.261,2.013,-2.906,-1.281
2.068,-2.914,-1.281,2.017,-2.929,-1.301
2.073,-2.938,-1.307,2.021,-2.953,-1.326
2.085,-2.972,-1.284,2.032,-2.987,-1.304
2.097,-3.005,-1.259,2.044,-3.020,-1.278
2.112,-3.039,-1.228,2.059,-3.055,-1.247
2.129,-3.074,-1.196,2.074,-3.090,-1.215
2.146,-3.108,-1.166,2.091,-3.123,-1.185
2.165,-3.141,-1.135,2.108,-3.157,-1.154
2.180,-3.169,-1.116,2.123,-3.185,-1.135
2.186,-3.188,-1.144,2.129,-3.205,-1.164
2.190,-3.207,-1.176,2.133,-3.222,-1.197
2.193,-3.224,-1.211,2.135,-3.239,-1.234
2.195,-3.240,-1.250,2.136,-3.255,-1.273
2.199,-3.260,-1.268,2.140,-3.276,-1.291
2.204,-3.283,-1.286,2.145,-3.299,-1.309
2.207,-3.304,-1.314,2.147,-3.321,-1.337
2.216,-3.333,-1.299,2.156,-3.351,-1.322
2.228,-3.365,-1.279,2.167,-3.382,-1.302
2.240,-3.395,-1.256,2.178,-3.413,-1.279
2.253,-3.425,-1.231,2.190,-3.444,-1.255
2.266,-3.456,-1.210,2.203,-3.475,-1.233
2.280,-3.485,-1.188,2.216,-3.505,-1.211
2.293,-3.513,-1.172,2.229,-3.533,-1.194
2.306,-3.540,-1.156,2.242,-3.560,-1.179
2.318,-3.564,-1.149,2.253,-3.584,-1.172
2.329,-3.587,-1.149,2.263,-3.609,-1.172
2.340,-3.611,-1.140,2.274,-3.633,-1.163
2.348,-3.630,-1.152,2.281,-3.652,-1.175
2.349,-3.645,-1.195,2.282,-3.667,-1.219
2.351,-3.661,-1.232,2.284,-3.683,-1.255
2.360,-3.685,-1.228,2.292,-3.706,-1.251
2.366,-3.707,-1.243,2.298,-3.728,-1.266
2.377,-3.735,-1.228,2.308,-3.757,-1.251
2.389,-3.763,-1.211,2.320,-3.785,-1.235
2.403,-3.793,-1.191,2.333,-3.815,-1.214
2.418,-3.823,-1.171,2.346,-3.845,-1.194
2.432,-3.850,-1.154,2.360,-3.874,-1.177
2.444,-3.876,-1.143,2.372,-3.899,-1.166
2.456,-3.900,-1.135,2.383,-3.923,-1.157
2.469,-3.924,-1.125,2.395,-3.948,-1.148
2.481,-3.948,-1.118,2.407,-3.972,-1.141
2.493,-3.970,-1.113,2.418,-3.994,-1.136
2.505,-3.993,-1.107,2.430,-4.018,-1.130
2.515,-4.014,-1.105,2.440,-4.039,-1.128
2.526,-4.035,-1.103,2.450,-4.060,-1.127
2.537,-4.055,-1.103,2.460,-4.080,-1.126
2.546,-4.075,-1.103,2.470,-4.101,-1.126
2.556,-4.094,-1.102,2.479,-4.120,-1.125
2.565,-4.112,-1.103,2.487,-4.138,-1.126
2.573,-4.128,-1.105,2.495,-4.154,-1.128
2.581,-4.143,-1.106,2.502,-4.169,-1.129
2.588,-4.158,-1.107,2.509,-4.184,-1.130
2.594,-4.170,-1.108,2.514,-4.197,-1.131
2.600,-4.182,-1.109,2.520,-4.209,-1.132
2.605,-4.194,-1.110,2.525,-4.220,-1.133
2.610,-4.204,-1.111,2.530,-4.230,-1.134
2.615,-4.213,-1.112,2.534,-4.239,-1.135
2.619,-4.222,-1.112,2.538,-4.249,-1.136
2.623,-4.230,-1.113,2.542,-4.257,-1.137
2.627,-4.238,-1.114,2.545,-4.265,-1.137
2.630,-4.245,-1.115,2.549,-4.272,-1.138
2.633,-4.252,-1.116,2.552,-4.279,-1.139
2.636,-4.258,-1.116,2.554,-4.285,-1.140
2.639,-4.264,-1.117,2.557,-4.290,-1.140
2.641,-4.269,-1.118,2.559,-4.296,-1.141
2.644,-4.274,-1.118,2.562,-4.301,-1.142
2.646,-4.279,-1.119,2.564,-4.306,-1.142
2.648,-4.283,-1.120,2.566,-4.310,-1.143
2.650,-4.287,-1.120,2.567,-4.314,-1.144
2.652,-4.291,-1.121,2.569,-4.318,-1.144
2.652,-4.294,-1.126,2.570,-4.321,-1.149
2.647,-4.297,-1.188,2.564,-4.324,-1.211
2.639,-4.299,-1.266,2.557,-4.326,-1.290
2.632,-4.302,-1.349,2.549,-4.328,-1.370
2.626,-4.306,-1.407,2.544,-4.333,-1.430
2.628,-4.313,-1.405,2.545,-4.340,-1.428
2.629,-4.332,-1.426,2.546,-4.359,-1.448
2.631,-4.364,-1.446,2.547,-4.390,-1.469
2.634,-4.399,-1.457,2.549,-4.426,-1.480
2.637,-4.436,-1.467,2.551,-4.462,-1.490
2.639,-4.473,-1.476,2.553,-4.499,-1.499
2.642,-4.510,-1.481,2.555,-4.537,-1.505
2.645,-4.547,-1.485,2.557,-4.576,-1.509
2.648,-4.585,-1.488,2.559,-4.614,-1.511
2.651,-4.624,-1.489,2.561,-4.652,-1.512
2.654,-4.661,-1.490,2.564,-4.690,-1.513
2.657,-4.700,-1.490,2.566,-4.728,-1.514
2.660,-4.737,-1.491,2.568,-4.766,-1.514
