# noise_v=0.03 noise_w=0.05 bias_w=0.0
ox,oy,oyaw,tx,ty,tyaw
0.000,-0.000,0.000,-0.000,-0.000,0.000
-0.000,-0.000,0.000,-0.000,-0.000,0.000
0.000,0.000,0.000,-0.000,-0.000,0.000
0.000,0.000,0.000,-0.000,-0.000,0.000
0.000,-0.000,0.000,-0.000,-0.000,0.000
0.000,-0.000,0.000,-0.000,-0.000,0.000
0.000,-0.000,0.000,-0.000,-0.000,0.000
0.000,-0.000,0.000,-0.000,-0.000,0.000
0.000,-0.000,0.000,-0.000,-0.000,0.000
0.000,-0.000,0.000,-0.000,-0.000,0.000
0.000,-0.000,0.000,-0.000,-0.000,0.000
0.000,-0.000,0.000,-0.000,-0.000,0.000
0.000,-0.000,0.000,-0.000,-0.000,0.000
0.000,-0.000,0.000,-0.000,-0.000,0.000
0.000,-0.000,0.000,-0.000,-0.000,0.000
0.000,-0.000,0.000,-0.000,-0.000,0.000
0.000,-0.000,0.000,-0.000,-0.000,0.000
0.000,-0.000,0.000,-0.000,-0.000,0.000
0.000,-0.000,0.000,-0.000,-0.000,0.000
0.000,-0.000,0.000,-0.000,-0.000,0.000
0.000,-0.000,0.000,-0.000,-0.000,0.000
0.000,-0.000,0.000,-0.000,-0.000,0.000
0.000,-0.000,0.000,-0.000,-0.000,0.000
0.000,-0.000,0.000,-0.000,-0.000,0.000
0.000,-0.000,0.000,-0.000,-0.000,0.000
-0.000,-0.000,0.000,-0.000,-0.000,0.000
0.000,-0.002,-0.016,0.000,-0.002,-0.017
0.000,-0.003,-0.030,0.000,-0.003,-0.030
0.000,-0.004,-0.038,0.000,-0.004,-0.038
-0.000,-0.004,-0.041,-0.000,-0.004,-0.041
-0.000,-0.004,-0.041,-0.000,-0.004,-0.041
-0.000,-0.004,-0.041,-0.000,-0.004,-0.041
-0.000,-0.004,-0.041,-0.000,-0.004,-0.041
-0.000,-0.004,-0.041,-0.000,-0.004,-0.041
-0.000,-0.004,-0.041,-0.000,-0.004,-0.041
-0.000,-0.004,-0.041,-0.000,-0.004,-0.041
-0.000,-0.004,-0.041,-0.000,-0.004,-0.041
-0.000,-0.004,-0.041,-0.000,-0.004,-0.041
-0.000,-0.004,-0.041,-0.000,-0.004,-0.041
-0.000,-0.004,-0.041,-0.000,-0.004,-0.041
