# seed=20260723006 wall_start=2026-07-24 16:36:48 fmt=v2
sim_t,x,y,yaw_deg,p0x,p0y,p1x,p1y,p2x,p2y
0.067,-0.000,-0.000,0.0,-6.355,-7.542,3.320,1.424,8.434,-7.929
0.167,-0.000,-0.000,0.0,-6.446,-7.505,3.401,1.431,8.341,-7.886
0.267,0.011,0.000,0.0,-6.537,-7.468,3.482,1.439,8.248,-7.843
0.367,0.041,0.005,2.3,-6.628,-7.431,3.562,1.446,8.156,-7.801
0.467,0.073,0.011,4.8,-6.719,-7.394,3.643,1.454,8.063,-7.758
0.567,0.105,0.019,7.3,-6.809,-7.357,3.724,1.462,7.970,-7.715
0.667,0.136,0.028,9.8,-6.900,-7.321,3.804,1.469,7.878,-7.673
0.767,0.169,0.039,12.1,-6.991,-7.284,3.885,1.477,7.785,-7.630
0.867,0.203,0.051,14.2,-7.082,-7.247,3.965,1.484,7.692,-7.587
0.967,0.238,0.063,15.9,-7.173,-7.210,4.046,1.492,7.600,-7.545
1.067,0.272,0.076,17.3,-7.264,-7.173,4.127,1.499,7.507,-7.502
1.167,0.301,0.088,18.5,-7.354,-7.136,4.207,1.507,7.415,-7.459
1.267,0.310,0.093,19.3,-7.445,-7.100,4.288,1.514,7.322,-7.417
1.367,0.318,0.096,19.9,-7.536,-7.063,4.369,1.522,7.229,-7.374
1.467,0.326,0.100,20.0,-7.627,-7.026,4.449,1.530,7.137,-7.331
1.567,0.335,0.100,18.7,-7.718,-6.989,4.530,1.537,7.044,-7.289
1.667,0.344,0.101,17.3,-7.808,-6.952,4.611,1.545,6.951,-7.246
1.767,0.353,0.101,15.7,-7.899,-6.915,4.691,1.552,6.859,-7.203
1.867,0.363,0.100,14.2,-7.990,-6.879,4.772,1.560,6.766,-7.161
1.967,0.372,0.100,12.7,-8.081,-6.842,4.853,1.567,6.673,-7.118
2.067,0.381,0.099,11.4,-8.172,-6.805,4.933,1.575,6.581,-7.075
2.167,0.390,0.099,10.1,-8.262,-6.768,5.014,1.582,6.488,-7.033
2.267,0.399,0.100,9.8,-8.353,-6.731,5.095,1.590,6.395,-6.990
2.367,0.407,0.102,10.5,-8.444,-6.694,5.175,1.598,6.303,-6.947
2.467,0.415,0.105,11.2,-8.535,-6.658,5.256,1.605,6.210,-6.905
2.567,0.424,0.108,12.0,-8.626,-6.621,5.336,1.613,6.117,-6.862
2.667,0.432,0.112,12.8,-8.717,-6.584,5.417,1.620,6.025,-6.819
2.767,0.440,0.115,13.6,-8.732,-6.578,5.498,1.628,5.932,-6.777
2.867,0.448,0.118,14.2,-8.732,-6.578,5.578,1.635,5.840,-6.734
2.967,0.461,0.121,13.9,-8.732,-6.578,5.659,1.643,5.747,-6.691
3.067,0.480,0.123,12.5,-8.732,-6.578,5.740,1.650,5.654,-6.649
3.167,0.499,0.124,11.0,-8.732,-6.578,5.820,1.658,5.562,-6.606
3.267,0.518,0.125,9.6,-8.732,-6.578,5.901,1.666,5.500,-6.578
3.367,0.537,0.127,9.2,-8.732,-6.578,5.982,1.673,5.500,-6.578
3.467,0.556,0.132,9.9,-8.732,-6.578,6.062,1.681,5.500,-6.578
3.567,0.575,0.137,10.7,-8.732,-6.578,6.143,1.688,5.500,-6.578
3.667,0.596,0.142,11.5,-8.732,-6.578,6.224,1.696,5.500,-6.578
3.767,0.617,0.148,12.5,-8.732,-6.578,6.304,1.703,5.500,-6.578
3.867,0.638,0.155,13.4,-8.732,-6.578,6.385,1.711,5.500,-6.578
3.967,0.658,0.161,14.1,-8.732,-6.578,6.466,1.718,5.500,-6.578
4.067,0.677,0.167,14.8,-8.732,-6.578,6.546,1.726,5.500,-6.578
4.167,0.695,0.171,14.2,-8.732,-6.578,6.627,1.734,5.500,-6.578
4.267,0.713,0.175,13.7,-8.732,-6.578,6.707,1.741,5.500,-6.578
4.367,0.732,0.177,12.4,-8.732,-6.578,6.788,1.749,5.500,-6.578
4.467,0.751,0.178,11.0,-8.732,-6.578,6.869,1.756,5.500,-6.578
4.567,0.771,0.179,9.5,-8.732,-6.578,6.949,1.764,5.500,-6.578
4.667,0.791,0.179,8.0,-8.732,-6.578,7.030,1.771,5.500,-6.578
4.767,0.809,0.180,6.9,-8.732,-6.578,7.111,1.779,5.500,-6.578
4.867,0.827,0.180,5.8,-8.732,-6.578,7.191,1.786,5.500,-6.578
4.967,0.847,0.182,6.0,-8.732,-6.578,7.272,1.794,5.500,-6.578
5.067,0.869,0.185,6.5,-8.732,-6.578,7.353,1.802,5.500,-6.578
5.167,0.892,0.189,7.0,-8.732,-6.578,7.433,1.809,5.500,-6.578
5.267,0.915,0.193,7.4,-8.732,-6.578,7.514,1.817,5.500,-6.578
5.367,0.938,0.196,7.9,-8.732,-6.578,7.595,1.824,5.500,-6.578
5.467,0.961,0.200,8.2,-8.732,-6.578,7.675,1.832,5.500,-6.578
5.567,0.985,0.204,8.4,-8.732,-6.578,7.756,1.839,5.500,-6.578
5.667,1.007,0.208,8.5,-8.732,-6.578,7.796,1.843,5.500,-6.578
5.767,1.030,0.211,8.4,-8.674,-6.608,7.796,1.843,5.500,-6.578
5.867,1.052,0.214,8.3,-8.587,-6.653,7.796,1.843,5.500,-6.578
5.967,1.074,0.217,8.2,-8.500,-6.698,7.796,1.843,5.500,-6.578
6.067,1.096,0.219,7.7,-8.413,-6.743,7.796,1.843,5.500,-6.578
6.167,1.118,0.222,7.5,-8.326,-6.789,7.796,1.843,5.500,-6.578
6.267,1.140,0.224,7.3,-8.239,-6.834,7.796,1.843,5.517,-6.576
6.367,1.163,0.227,7.2,-8.152,-6.879,7.796,1.843,5.619,-6.570
6.467,1.185,0.229,6.8,-8.065,-6.924,7.796,1.843,5.720,-6.563
6.567,1.208,0.231,6.6,-7.978,-6.969,7.796,1.843,5.822,-6.556
6.667,1.231,0.233,6.3,-7.891,-7.015,7.796,1.843,5.924,-6.549
6.767,1.254,0.236,6.2,-7.804,-7.060,7.796,1.843,6.026,-6.543
6.867,1.277,0.238,6.0,-7.717,-7.105,7.796,1.843,6.127,-6.536
6.967,1.301,0.240,5.9,-7.630,-7.150,7.796,1.843,6.229,-6.529
7.067,1.324,0.242,5.8,-7.543,-7.195,7.796,1.843,6.331,-6.522
7.167,1.348,0.245,5.8,-7.456,-7.240,7.796,1.843,6.433,-6.516
7.267,1.371,0.247,5.7,-7.369,-7.286,7.796,1.843,6.535,-6.509
7.367,1.394,0.249,5.6,-7.282,-7.331,7.796,1.843,6.636,-6.502
7.467,1.417,0.251,5.5,-7.195,-7.376,7.796,1.843,6.738,-6.495
7.567,1.440,0.253,5.5,-7.108,-7.421,7.796,1.843,6.840,-6.489
7.667,1.463,0.255,5.5,-7.021,-7.466,7.796,1.843,6.942,-6.482
7.767,1.486,0.258,5.5,-6.935,-7.512,7.796,1.843,7.043,-6.475
7.867,1.508,0.260,5.5,-6.848,-7.557,7.796,1.843,7.145,-6.468
7.967,1.531,0.262,5.5,-6.761,-7.602,7.796,1.843,7.247,-6.462
8.067,1.554,0.264,5.5,-6.674,-7.647,7.796,1.843,7.349,-6.455
8.167,1.577,0.266,5.5,-6.587,-7.692,7.796,1.843,7.451,-6.448
8.267,1.599,0.269,5.5,-6.500,-7.738,7.796,1.843,7.552,-6.441
8.367,1.622,0.271,5.4,-6.413,-7.783,7.796,1.843,7.654,-6.435
8.467,1.645,0.273,5.4,-6.326,-7.828,7.796,1.843,7.756,-6.428
8.567,1.668,0.275,5.4,-6.239,-7.873,7.796,1.843,7.858,-6.421
8.667,1.690,0.277,5.3,-6.152,-7.918,7.769,1.846,7.959,-6.415
8.767,1.713,0.279,5.3,-6.065,-7.964,7.689,1.854,8.061,-6.408
8.867,1.736,0.281,5.2,-5.978,-8.009,7.608,1.862,8.163,-6.401
8.967,1.759,0.283,5.2,-5.891,-8.054,7.528,1.871,8.265,-6.394
9.067,1.781,0.285,5.1,-5.804,-8.099,7.447,1.879,8.367,-6.388
9.167,1.804,0.287,5.3,-5.717,-8.144,7.366,1.887,8.400,-6.385
9.267,1.826,0.289,5.4,-5.630,-8.189,7.286,1.896,8.400,-6.385
9.367,1.848,0.292,5.6,-5.543,-8.235,7.205,1.904,8.400,-6.385
9.467,1.878,0.295,5.9,-5.456,-8.280,7.125,1.912,8.400,-6.385
9.567,1.915,0.300,6.3,-5.369,-8.325,7.044,1.921,8.400,-6.385
9.667,1.952,0.305,6.8,-5.282,-8.370,6.964,1.929,8.400,-6.385
9.767,1.989,0.311,7.4,-5.195,-8.415,6.883,1.937,8.400,-6.385
9.867,2.026,0.317,8.0,-5.108,-8.461,6.802,1.945,8.400,-6.385
