# seed=20260723025 wall_start=2026-07-24 01:14:28
sim_t,x,y,yaw_deg
0.100,-0.000,-0.000,0.0
0.200,-0.000,-0.000,0.0
0.300,0.003,-0.000,0.0
0.400,0.021,0.001,0.4
0.500,0.039,0.002,0.9
0.600,0.058,0.003,1.3
0.700,0.077,0.004,1.8
0.800,0.090,0.005,1.7
0.900,0.099,-0.002,-2.0
1.000,0.108,-0.010,-6.1
1.100,0.116,-0.019,-10.5
1.200,0.131,-0.024,-11.8
1.300,0.147,-0.026,-11.1
1.400,0.161,-0.026,-9.7
1.500,0.176,-0.033,-11.7
1.600,0.190,-0.041,-14.7
1.700,0.197,-0.049,-17.7
1.800,0.204,-0.057,-20.7
1.900,0.211,-0.065,-23.6
2.000,0.217,-0.073,-26.2
2.100,0.223,-0.081,-28.6
2.200,0.229,-0.089,-30.7
2.300,0.236,-0.096,-32.4
2.400,0.241,-0.103,-33.8
2.500,0.251,-0.112,-35.1
2.600,0.275,-0.132,-36.2
2.700,0.300,-0.153,-37.1
2.800,0.326,-0.174,-37.9
2.900,0.353,-0.197,-38.6
3.000,0.381,-0.220,-39.1
3.100,0.409,-0.245,-39.4
3.200,0.438,-0.269,-39.7
3.300,0.468,-0.294,-39.8
3.400,0.497,-0.319,-39.9
3.500,0.526,-0.343,-40.0
3.600,0.554,-0.367,-40.0
3.700,0.583,-0.391,-40.0
3.800,0.611,-0.415,-40.1
3.900,0.640,-0.439,-40.1
4.000,0.668,-0.463,-40.1
4.100,0.697,-0.487,-40.1
4.200,0.725,-0.511,-40.0
4.300,0.754,-0.534,-39.9
4.400,0.782,-0.558,-39.8
4.500,0.810,-0.581,-39.7
4.600,0.839,-0.605,-39.6
4.700,0.867,-0.628,-39.6
4.800,0.896,-0.651,-39.4
4.900,0.925,-0.674,-39.3
5.000,0.953,-0.697,-39.1
5.100,0.982,-0.720,-39.0
5.200,1.011,-0.743,-38.8
5.300,1.039,-0.765,-38.6
5.400,1.068,-0.788,-38.4
5.500,1.097,-0.811,-38.3
5.600,1.126,-0.833,-38.2
5.700,1.156,-0.856,-38.1
5.800,1.184,-0.878,-37.7
5.900,1.212,-0.898,-37.3
6.000,1.240,-0.918,-36.9
6.100,1.269,-0.939,-36.6
6.200,1.296,-0.958,-36.1
6.300,1.323,-0.977,-35.8
6.400,1.350,-0.996,-35.5
6.500,1.377,-1.014,-35.2
6.600,1.404,-1.032,-34.9
6.700,1.431,-1.050,-34.7
6.800,1.457,-1.068,-34.5
6.900,1.483,-1.086,-34.4
7.000,1.509,-1.103,-34.3
7.100,1.534,-1.120,-34.3
7.200,1.559,-1.137,-34.2
7.300,1.584,-1.154,-34.2
7.400,1.608,-1.171,-34.3
7.500,1.633,-1.188,-34.3
7.600,1.657,-1.205,-34.3
7.700,1.681,-1.221,-34.4
7.800,1.706,-1.238,-34.5
7.900,1.730,-1.255,-34.6
8.000,1.753,-1.271,-34.7
8.100,1.777,-1.288,-34.8
8.200,1.800,-1.304,-34.9
8.300,1.824,-1.321,-35.0
8.400,1.847,-1.338,-35.2
8.500,1.870,-1.354,-35.3
8.600,1.893,-1.371,-35.4
8.700,1.916,-1.388,-35.5
8.800,1.940,-1.405,-35.6
8.900,1.963,-1.422,-35.8
9.000,1.985,-1.438,-36.0
9.100,2.008,-1.455,-36.1
9.200,2.030,-1.472,-36.2
9.300,2.053,-1.489,-36.4
9.400,2.076,-1.506,-36.5
9.500,2.098,-1.523,-36.6
9.600,2.120,-1.540,-36.8
9.700,2.142,-1.556,-37.0
9.800,2.165,-1.574,-37.1
9.900,2.187,-1.591,-37.2
10.000,2.208,-1.608,-37.5
10.100,2.229,-1.624,-37.7
10.200,2.251,-1.641,-37.9
10.300,2.272,-1.658,-38.1
10.400,2.293,-1.675,-38.3
10.500,2.314,-1.693,-38.5
10.600,2.323,-1.702,-39.6
10.700,2.329,-1.711,-41.2
10.800,2.335,-1.720,-42.9
10.900,2.341,-1.730,-44.3
11.000,2.349,-1.741,-45.7
11.100,2.357,-1.753,-46.9
11.200,2.366,-1.765,-47.9
11.300,2.375,-1.778,-49.0
11.400,2.385,-1.792,-49.9
11.500,2.395,-1.806,-50.7
11.600,2.405,-1.821,-51.5
11.700,2.418,-1.839,-52.1
11.800,2.435,-1.861,-52.0
11.900,2.457,-1.887,-51.5
12.000,2.482,-1.915,-50.2
12.100,2.509,-1.942,-48.8
