# seed=20260723012 wall_start=2026-07-25 02:35:40 fmt=v2
sim_t,x,y,yaw_deg,p0x,p0y,p1x,p1y,p2x,p2y
0.033,-0.000,-0.000,0.0,-1.769,2.333,8.265,7.633,7.506,5.396
0.133,-0.000,-0.000,0.0,-1.704,2.291,8.176,7.652,7.506,5.396
0.233,0.004,-0.000,-0.1,-1.640,2.250,8.087,7.671,7.506,5.396
0.333,0.030,0.000,0.2,-1.575,2.208,7.998,7.689,7.506,5.396
0.433,0.058,0.001,0.7,-1.510,2.166,7.909,7.708,7.506,5.396
0.533,0.088,0.003,1.5,-1.445,2.125,7.820,7.727,7.506,5.396
0.633,0.118,0.006,2.3,-1.381,2.083,7.731,7.745,7.506,5.396
0.733,0.147,0.008,2.9,-1.316,2.041,7.642,7.764,7.506,5.396
0.833,0.177,0.012,3.8,-1.251,2.000,7.553,7.783,7.506,5.396
0.933,0.206,0.015,4.5,-1.187,1.958,7.464,7.801,7.506,5.396
1.033,0.233,0.018,4.9,-1.122,1.916,7.375,7.820,7.506,5.396
1.133,0.260,0.021,5.3,-1.057,1.875,7.286,7.839,7.506,5.396
1.233,0.284,0.024,5.4,-0.992,1.833,7.196,7.858,7.506,5.396
1.333,0.311,0.027,5.8,-0.928,1.791,7.107,7.876,7.506,5.396
1.433,0.335,0.029,5.7,-0.863,1.750,7.018,7.895,7.506,5.396
1.533,0.359,0.031,5.7,-0.798,1.708,6.929,7.914,7.506,5.396
1.633,0.382,0.034,5.6,-0.733,1.666,6.840,7.932,7.506,5.396
1.733,0.407,0.036,5.5,-0.669,1.625,6.751,7.951,7.506,5.396
1.833,0.432,0.038,5.3,-0.604,1.583,6.662,7.970,7.506,5.396
1.933,0.456,0.040,5.2,-0.539,1.541,6.573,7.988,7.506,5.396
2.033,0.480,0.042,5.2,-0.474,1.499,6.484,8.007,7.506,5.396
2.133,0.504,0.044,5.1,-0.410,1.458,6.395,8.026,7.506,5.396
2.233,0.527,0.046,5.1,-0.345,1.416,6.306,8.044,7.506,5.396
2.333,0.551,0.048,5.0,-0.280,1.374,6.217,8.063,7.506,5.396
2.433,0.575,0.050,4.9,-0.215,1.333,6.128,8.082,7.506,5.396
2.533,0.598,0.052,5.0,-0.151,1.291,6.039,8.101,7.506,5.396
2.633,0.621,0.054,5.0,-0.086,1.249,5.950,8.119,7.506,5.396
2.733,0.644,0.056,5.0,-0.021,1.208,5.861,8.138,7.506,5.396
2.833,0.667,0.058,5.1,0.044,1.166,5.772,8.157,7.506,5.396
2.933,0.690,0.060,5.1,0.108,1.124,5.682,8.175,7.506,5.396
3.033,0.713,0.063,5.1,0.173,1.083,5.593,8.194,7.506,5.396
3.133,0.736,0.065,5.2,0.238,1.041,5.534,8.207,7.506,5.396
3.233,0.759,0.067,5.2,0.303,0.999,5.534,8.207,7.506,5.396
3.333,0.782,0.069,5.2,0.367,0.958,5.534,8.207,7.506,5.396
3.433,0.805,0.071,5.3,0.432,0.916,5.534,8.207,7.506,5.396
3.533,0.828,0.073,5.3,0.497,0.874,5.534,8.207,7.506,5.396
3.633,0.851,0.076,5.3,0.562,0.833,5.534,8.207,7.506,5.396
3.733,0.874,0.078,5.4,0.626,0.791,5.534,8.207,7.506,5.396
3.833,0.897,0.080,5.4,0.691,0.749,5.534,8.207,7.506,5.396
3.933,0.919,0.082,5.4,0.756,0.708,5.534,8.207,7.506,5.396
4.033,0.942,0.084,5.5,0.821,0.666,5.534,8.207,7.506,5.396
4.133,0.965,0.087,5.5,0.885,0.624,5.534,8.207,7.506,5.396
4.233,0.988,0.089,5.5,0.950,0.583,5.534,8.207,7.506,5.396
4.333,1.011,0.091,5.5,1.015,0.541,5.534,8.207,7.506,5.396
4.433,1.033,0.093,6.0,1.080,0.499,5.534,8.207,7.506,5.396
4.533,1.034,0.067,2.7,1.144,0.457,5.534,8.207,7.506,5.396
4.633,1.026,0.042,-5.0,1.209,0.416,5.534,8.207,7.506,5.396
4.733,1.020,0.028,-11.8,1.274,0.374,5.534,8.207,7.506,5.396
4.833,1.020,0.018,-17.0,1.339,0.332,5.534,8.207,7.506,5.396
4.933,1.022,0.008,-22.0,1.403,0.291,5.534,8.207,7.506,5.396
5.033,1.023,-0.003,-27.6,1.468,0.249,5.534,8.207,7.506,5.396
5.133,1.022,-0.014,-33.2,1.533,0.207,5.534,8.207,7.506,5.396
5.233,1.020,-0.024,-38.8,1.598,0.166,5.534,8.207,7.506,5.396
5.333,1.018,-0.035,-44.4,1.662,0.124,5.534,8.207,7.506,5.396
5.433,1.014,-0.045,-50.0,1.727,0.082,5.534,8.207,7.506,5.396
5.533,1.009,-0.055,-55.6,1.792,0.041,5.534,8.207,7.506,5.396
5.633,1.014,-0.073,-58.5,1.856,-0.001,5.534,8.207,7.506,5.396
5.733,1.026,-0.091,-58.0,1.921,-0.043,5.534,8.207,7.506,5.396
5.833,1.037,-0.104,-57.0,1.986,-0.084,5.534,8.207,7.506,5.396
5.933,1.046,-0.114,-55.6,2.051,-0.126,5.534,8.207,7.506,5.396
6.033,1.056,-0.126,-55.0,2.115,-0.168,5.534,8.207,7.506,5.396
6.133,1.062,-0.144,-57.7,2.180,-0.209,5.549,8.205,7.506,5.396
6.233,1.067,-0.162,-60.8,2.245,-0.251,5.640,8.197,7.506,5.396
6.333,1.069,-0.180,-64.0,2.310,-0.293,5.730,8.188,7.506,5.396
6.433,1.070,-0.197,-67.4,2.374,-0.334,5.821,8.179,7.506,5.396
6.533,1.071,-0.216,-70.7,2.439,-0.376,5.912,8.171,7.506,5.396
6.633,1.072,-0.236,-73.8,2.504,-0.418,6.002,8.162,7.506,5.396
6.733,1.073,-0.259,-76.3,2.569,-0.459,6.093,8.154,7.506,5.396
6.833,1.075,-0.284,-78.6,2.633,-0.501,6.183,8.145,7.506,5.396
6.933,1.076,-0.311,-80.8,2.698,-0.543,6.274,8.137,7.506,5.396
7.033,1.077,-0.341,-82.6,2.763,-0.584,6.365,8.128,7.506,5.396
7.133,1.078,-0.374,-84.0,2.828,-0.626,6.455,8.120,7.506,5.396
7.233,1.080,-0.409,-85.1,2.892,-0.668,6.546,8.111,7.506,5.396
7.333,1.081,-0.446,-85.8,2.957,-0.710,6.636,8.102,7.506,5.396
7.433,1.083,-0.484,-86.2,2.957,-0.710,6.727,8.094,7.506,5.396
