# seed=20260723003 wall_start=2026-07-23 11:17:05
sim_t,x,y,yaw_deg
0.067,-0.000,-0.000,0.0
0.167,-0.000,-0.000,0.0
0.267,0.002,-0.000,-0.1
0.367,0.025,-0.001,-0.6
0.467,0.049,-0.002,-0.8
0.567,0.073,-0.003,-1.1
0.667,0.098,-0.004,-1.4
0.767,0.118,-0.005,-1.6
0.867,0.135,-0.005,-1.7
0.967,0.152,-0.006,-1.7
1.067,0.169,-0.007,-1.7
1.167,0.185,-0.007,-1.7
1.267,0.201,-0.007,-1.7
1.367,0.218,-0.008,-1.7
1.467,0.234,-0.008,-1.7
1.567,0.251,-0.009,-1.7
1.667,0.267,-0.009,-1.6
1.767,0.283,-0.010,-1.6
1.867,0.300,-0.010,-1.6
1.967,0.316,-0.011,-1.6
2.067,0.333,-0.011,-1.6
2.167,0.349,-0.011,-1.6
2.267,0.361,-0.010,-0.8
2.367,0.370,-0.008,0.4
2.467,0.379,-0.006,1.7
2.567,0.388,-0.003,3.0
2.667,0.400,-0.001,3.6
2.767,0.418,0.004,6.1
2.867,0.433,0.013,9.9
2.967,0.442,0.017,11.2
3.067,0.453,0.022,12.5
3.167,0.466,0.029,14.4
3.267,0.487,0.041,17.9
3.367,0.509,0.055,21.1
3.467,0.533,0.071,24.1
3.567,0.558,0.088,26.7
3.667,0.586,0.107,28.9
3.767,0.614,0.128,31.1
3.867,0.643,0.150,32.9
3.967,0.672,0.174,34.9
4.067,0.700,0.197,36.2
4.167,0.726,0.219,37.2
4.267,0.752,0.240,38.1
4.367,0.776,0.261,38.7
4.467,0.799,0.280,39.1
4.567,0.821,0.299,39.6
4.667,0.842,0.318,39.9
4.767,0.863,0.335,40.0
4.867,0.883,0.353,40.1
4.967,0.904,0.371,40.4
5.067,0.924,0.388,40.4
5.167,0.944,0.406,40.7
5.267,0.965,0.425,41.1
5.367,0.984,0.442,41.1
5.467,1.003,0.458,41.0
5.567,1.022,0.474,40.9
5.667,1.042,0.491,40.9
5.767,1.060,0.507,40.7
5.867,1.079,0.523,40.6
5.967,1.098,0.538,40.4
6.067,1.117,0.554,40.2
6.167,1.136,0.570,40.1
6.267,1.155,0.585,39.9
6.367,1.174,0.601,39.7
6.467,1.193,0.616,39.6
6.567,1.212,0.631,39.4
6.667,1.231,0.647,39.3
6.767,1.251,0.662,39.2
6.867,1.270,0.678,39.0
6.967,1.289,0.693,38.9
7.067,1.309,0.709,38.8
7.167,1.328,0.724,38.7
7.267,1.348,0.740,38.7
7.367,1.368,0.756,38.6
7.467,1.388,0.771,38.6
7.567,1.408,0.787,38.5
7.667,1.427,0.803,38.5
7.767,1.447,0.818,38.4
7.867,1.467,0.834,38.4
7.967,1.487,0.850,38.4
8.067,1.507,0.865,38.3
8.167,1.527,0.881,38.3
8.267,1.547,0.897,38.2
8.367,1.567,0.912,38.2
8.467,1.587,0.928,38.1
8.567,1.606,0.943,38.0
8.667,1.626,0.958,37.9
8.767,1.645,0.973,37.9
8.867,1.665,0.988,37.8
8.967,1.685,1.003,37.7
9.067,1.704,1.018,37.6
9.167,1.724,1.033,37.5
9.267,1.744,1.048,37.4
9.367,1.764,1.063,37.4
9.467,1.783,1.078,37.3
9.567,1.803,1.093,37.2
9.667,1.823,1.107,37.2
9.767,1.843,1.122,37.1
9.867,1.863,1.137,37.0
9.967,1.882,1.152,37.0
10.067,1.902,1.167,36.9
10.167,1.922,1.181,36.8
10.267,1.942,1.196,36.8
10.367,1.962,1.211,36.7
10.467,1.982,1.225,36.6
10.567,2.002,1.240,36.6
10.667,2.022,1.255,36.5
10.767,2.041,1.269,36.5
10.867,2.061,1.284,36.4
10.967,2.081,1.299,36.4
11.067,2.101,1.313,36.3
11.167,2.121,1.328,36.3
11.267,2.141,1.342,36.2
11.367,2.161,1.357,36.2
11.467,2.181,1.371,36.1
11.567,2.201,1.386,36.1
11.667,2.221,1.400,36.0
11.767,2.241,1.415,36.0
11.867,2.261,1.429,35.9
11.967,2.281,1.444,35.9
12.067,2.301,1.458,35.8
12.167,2.322,1.472,35.8
12.267,2.342,1.487,35.8
12.367,2.362,1.501,35.7
12.467,2.382,1.515,35.7
12.567,2.402,1.530,35.7
12.667,2.422,1.544,35.6
12.767,2.442,1.558,35.6
12.867,2.462,1.573,35.5
12.967,2.482,1.587,35.5
13.067,2.503,1.601,35.5
13.167,2.523,1.616,35.4
13.267,2.543,1.630,35.4
13.367,2.563,1.644,35.4
13.467,2.583,1.658,35.3
13.567,2.602,1.671,35.2
13.667,2.622,1.685,35.1
13.767,2.641,1.698,34.9
13.867,2.661,1.712,34.8
13.967,2.681,1.725,34.7
14.067,2.700,1.739,34.6
14.167,2.720,1.752,34.5
14.267,2.740,1.765,34.4
14.367,2.759,1.778,34.3
14.467,2.779,1.792,34.3
14.567,2.800,1.806,34.3
14.667,2.820,1.819,34.2
14.767,2.840,1.833,34.2
14.867,2.860,1.847,34.2
14.967,2.880,1.860,34.1
15.067,2.895,1.865,31.7
15.167,2.910,1.865,27.5
15.267,2.925,1.864,23.4
15.367,2.940,1.862,19.3
15.467,2.961,1.862,15.6
15.567,2.992,1.872,16.7
15.667,3.020,1.886,19.0
15.767,3.045,1.900,21.5
15.867,3.070,1.914,23.2
15.967,3.098,1.921,21.4
16.067,3.124,1.927,19.1
16.167,3.149,1.930,16.5
16.267,3.172,1.931,13.6
16.367,3.195,1.930,10.5
16.467,3.219,1.929,7.8
16.567,3.250,1.930,6.4
16.667,3.287,1.937,7.8
16.767,3.320,1.943,8.3
16.867,3.353,1.944,6.7
16.967,3.387,1.945,5.2
17.067,3.422,1.946,4.1
17.167,3.456,1.945,2.7
17.267,3.490,1.944,1.2
17.367,3.525,1.942,-0.1
17.467,3.561,1.939,-1.3
17.567,3.599,1.937,-2.2
17.667,3.637,1.933,-3.2
17.767,3.674,1.929,-3.9
17.867,3.710,1.926,-4.5
17.967,3.746,1.922,-4.8
18.067,3.780,1.919,-5.2
18.167,3.814,1.915,-5.4
18.267,3.847,1.911,-5.7
18.367,3.879,1.908,-5.9
18.467,3.911,1.904,-6.0
18.567,3.943,1.901,-6.1
18.667,3.975,1.897,-6.1
18.767,4.006,1.894,-6.1
18.867,4.037,1.890,-6.1
18.967,4.068,1.887,-6.3
19.067,4.101,1.882,-6.9
19.167,4.132,1.878,-6.9
19.267,4.166,1.872,-7.9
19.367,4.199,1.865,-8.9
19.467,4.230,1.861,-8.8
19.567,4.259,1.856,-8.7
19.667,4.289,1.852,-8.5
19.767,4.318,1.848,-8.3
19.867,4.346,1.845,-8.0
19.967,4.374,1.841,-7.7
20.067,4.402,1.838,-7.4
20.167,4.430,1.835,-7.1
20.267,4.458,1.832,-6.7
20.367,4.490,1.828,-6.8
20.467,4.518,1.826,-6.6
20.567,4.547,1.823,-6.4
20.667,4.576,1.820,-6.2
20.767,4.605,1.817,-6.1
20.867,4.635,1.814,-5.9
20.967,4.664,1.811,-5.8
21.067,4.693,1.809,-5.5
21.167,4.725,1.806,-5.6
21.267,4.758,1.800,-6.6
21.367,4.787,1.797,-6.5
21.467,4.817,1.794,-6.3
21.567,4.846,1.791,-6.2
21.667,4.875,1.788,-6.0
21.767,4.904,1.786,-5.7
21.867,4.937,1.781,-6.5
21.967,4.975,1.772,-8.6
22.067,5.007,1.765,-9.6
22.167,5.036,1.761,-9.5
22.267,5.066,1.757,-8.7
22.367,5.094,1.756,-7.1
22.467,5.122,1.757,-5.1
22.567,5.149,1.758,-3.4
22.667,5.176,1.760,-1.3
22.767,5.204,1.764,0.9
22.867,5.233,1.769,3.1
22.967,5.262,1.775,5.2
23.067,5.293,1.782,7.0
23.167,5.326,1.789,8.6
23.267,5.361,1.797,9.9
23.367,5.397,1.806,10.9
23.467,5.434,1.815,11.7
23.567,5.470,1.823,12.2
23.667,5.505,1.832,12.7
23.767,5.538,1.840,12.9
23.867,5.570,1.847,13.0
23.967,5.602,1.855,13.1
24.067,5.633,1.862,13.0
24.167,5.663,1.869,12.8
24.267,5.694,1.875,12.7
24.367,5.724,1.881,12.4
24.467,5.754,1.887,12.1
24.567,5.785,1.893,11.9
24.667,5.815,1.899,11.6
24.767,5.845,1.905,11.3
24.867,5.876,1.910,10.9
24.967,5.907,1.915,10.6
25.067,5.937,1.920,10.2
25.167,5.968,1.925,9.8
25.267,5.999,1.930,9.5
25.367,6.031,1.934,9.2
25.467,6.062,1.939,8.8
25.567,6.094,1.943,8.4
25.667,6.126,1.947,8.1
25.767,6.158,1.951,7.8
25.867,6.191,1.955,7.5
25.967,6.223,1.958,7.2
26.067,6.256,1.962,6.9
26.167,6.289,1.965,6.6
26.267,6.323,1.968,6.3
26.367,6.357,1.971,6.0
26.467,6.391,1.974,5.8
26.567,6.425,1.977,5.5
26.667,6.462,1.978,3.9
26.767,6.501,1.971,-0.7
26.867,6.536,1.965,-3.0
26.967,6.571,1.963,-2.9
27.067,6.610,1.969,0.8
27.167,6.645,1.978,4.5
27.267,6.658,1.980,5.1
27.367,6.669,1.982,5.6
27.467,6.680,1.984,6.6
27.567,6.693,1.994,10.8
27.667,6.716,2.006,14.3
27.767,6.734,2.016,17.3
27.867,6.755,2.030,20.8
27.967,6.779,2.042,22.1
28.067,6.811,2.054,21.2
28.167,6.850,2.061,17.9
28.267,6.888,2.068,15.6
28.367,6.906,2.071,14.6
28.467,6.916,2.069,12.3
28.567,6.927,2.068,10.2
28.667,6.947,2.069,9.2
28.767,6.967,2.071,8.5
28.867,6.990,2.074,8.1
28.967,7.014,2.076,7.8
29.067,7.040,2.080,7.7
29.167,7.067,2.083,7.6
