mission,goal_x,goal_y,attempt,result,wall_s,epoch_start,epoch_end
adjacent-x,7.23,3.42,1,ABORTED,80.1,1785495541.1,1785495621.4
adjacent-x,7.23,3.42,2,ABORTED,38.0,1785495641.4,1785495679.4
adjacent-y,-3.55,-7.03,1,ABORTED,37.0,1785495682.4,1785495719.4
adjacent-y,-3.55,-7.03,2,ABORTED,49.0,1785495739.4,1785495788.4
diagonal,8.43,-6.58,1,ABORTED,35.0,1785495791.4,1785495826.4
diagonal,8.43,-6.58,2,ABORTED,27.0,1785495846.4,1785495873.4
home,0.00,0.00,1,ABORTED,39.0,1785495876.4,1785495915.4
home,0.00,0.00,2,ABORTED,40.0,1785495935.4,1785495975.4
