# seed=20260723005 wall_start=2026-07-23 11:57:12
sim_t,x,y,yaw_deg
0.100,-0.000,-0.000,0.0
0.200,-0.000,-0.000,0.0
0.300,0.022,0.000,0.1
0.400,0.057,0.003,1.7
0.500,0.091,0.008,3.2
0.600,0.126,0.013,4.9
0.700,0.160,0.019,6.5
0.800,0.193,0.026,7.9
0.900,0.224,0.034,9.2
1.000,0.255,0.041,10.3
1.100,0.284,0.048,11.2
1.200,0.312,0.055,12.0
1.300,0.338,0.062,12.6
1.400,0.364,0.069,13.1
1.500,0.389,0.075,13.5
1.600,0.413,0.082,13.8
1.700,0.437,0.088,14.1
1.800,0.459,0.094,14.2
1.900,0.481,0.100,14.2
2.000,0.503,0.105,14.3
2.100,0.524,0.111,14.3
2.200,0.546,0.116,14.3
2.300,0.567,0.122,14.3
2.400,0.589,0.127,14.3
2.500,0.610,0.133,14.3
2.600,0.632,0.138,14.3
2.700,0.653,0.144,14.3
2.800,0.675,0.149,14.3
2.900,0.696,0.155,14.3
3.000,0.717,0.160,14.3
3.100,0.739,0.166,14.3
3.200,0.760,0.171,14.3
3.300,0.781,0.176,14.2
3.400,0.802,0.181,14.1
3.500,0.822,0.186,14.0
3.600,0.843,0.191,13.9
3.700,0.864,0.196,13.8
3.800,0.884,0.201,13.7
3.900,0.905,0.206,13.7
4.000,0.926,0.211,13.6
4.100,0.946,0.215,13.5
4.200,0.967,0.220,13.4
4.300,0.988,0.225,13.3
4.400,1.008,0.230,13.2
4.500,1.030,0.235,13.2
4.600,1.051,0.240,13.2
4.700,1.072,0.245,13.2
4.800,1.094,0.250,13.2
4.900,1.115,0.255,13.2
5.000,1.136,0.259,13.1
5.100,1.156,0.264,13.0
5.200,1.177,0.268,12.9
5.300,1.197,0.273,12.8
5.400,1.217,0.277,12.7
5.500,1.238,0.282,12.6
5.600,1.258,0.286,12.5
5.700,1.279,0.291,12.4
5.800,1.300,0.295,12.3
5.900,1.320,0.299,12.3
6.000,1.341,0.304,12.2
6.100,1.361,0.308,12.2
6.200,1.380,0.312,12.1
6.300,1.399,0.316,12.0
6.400,1.418,0.320,12.0
6.500,1.437,0.324,11.9
6.600,1.455,0.327,11.8
6.700,1.474,0.331,11.7
6.800,1.493,0.335,11.7
6.900,1.512,0.339,11.5
7.000,1.530,0.342,11.4
7.100,1.549,0.345,11.2
7.200,1.567,0.349,11.1
7.300,1.585,0.352,10.9
7.400,1.604,0.355,10.7
7.500,1.622,0.358,10.6
7.600,1.641,0.361,10.4
7.700,1.659,0.364,10.2
7.800,1.677,0.367,10.1
7.900,1.688,0.367,9.1
8.000,1.697,0.367,7.9
8.100,1.706,0.366,6.8
8.200,1.715,0.365,5.6
8.300,1.723,0.364,4.6
8.400,1.732,0.363,3.7
8.500,1.741,0.362,2.8
8.600,1.750,0.361,2.0
8.700,1.759,0.360,1.3
8.800,1.768,0.357,-0.5
8.900,1.777,0.348,-5.4
9.000,1.786,0.338,-10.3
9.100,1.795,0.327,-15.2
9.200,1.804,0.315,-19.9
9.300,1.814,0.303,-24.2
9.400,1.828,0.288,-28.1
9.500,1.846,0.271,-31.4
9.600,1.878,0.251,-31.5
9.700,1.912,0.232,-30.7
9.800,1.943,0.216,-29.7
9.900,1.952,0.205,-32.7
10.000,1.954,0.192,-38.1
10.100,1.966,0.172,-42.3
10.200,1.988,0.155,-41.0
10.300,2.009,0.145,-37.7
10.400,2.023,0.135,-37.3
10.500,2.035,0.127,-37.0
10.600,2.046,0.119,-36.6
10.700,2.053,0.111,-38.0
10.800,2.057,0.101,-41.1
10.900,2.061,0.086,-45.8
11.000,2.073,0.073,-46.1
11.100,2.084,0.061,-46.0
11.200,2.094,0.052,-45.5
11.300,2.102,0.046,-44.7
11.400,2.110,0.041,-43.8
11.500,2.118,0.035,-43.0
11.600,2.126,0.030,-42.1
11.700,2.134,0.024,-41.3
11.800,2.143,0.018,-40.6
11.900,2.153,0.012,-39.9
12.000,2.163,0.005,-39.3
12.100,2.174,-0.003,-38.8
12.200,2.185,-0.010,-38.3
12.300,2.196,-0.019,-37.9
12.400,2.208,-0.027,-37.5
12.500,2.220,-0.035,-37.2
12.600,2.233,-0.044,-36.9
12.700,2.245,-0.053,-36.6
12.800,2.258,-0.062,-36.4
12.900,2.271,-0.071,-36.1
13.000,2.284,-0.080,-35.8
13.100,2.298,-0.089,-35.6
13.200,2.311,-0.099,-35.5
