# seed=20260723006 wall_start=2026-07-23 21:10:41
sim_t,x,y,yaw_deg
0.067,-0.000,-0.000,0.0
0.167,-0.000,-0.000,0.0
0.267,0.011,0.000,0.0
0.367,0.041,0.005,2.3
0.467,0.073,0.011,4.8
0.567,0.105,0.019,7.3
0.667,0.137,0.028,9.7
0.767,0.169,0.039,12.1
0.867,0.203,0.051,14.1
0.967,0.239,0.063,15.9
1.067,0.273,0.076,17.4
1.167,0.305,0.089,18.7
1.267,0.336,0.102,19.7
1.367,0.365,0.114,20.5
1.467,0.390,0.125,21.2
1.567,0.400,0.128,20.4
1.667,0.411,0.130,19.5
1.767,0.422,0.131,18.0
1.867,0.433,0.131,16.2
1.967,0.445,0.131,14.3
2.067,0.457,0.130,12.6
2.167,0.471,0.130,10.9
2.267,0.486,0.130,9.4
2.367,0.502,0.130,8.0
2.467,0.520,0.130,6.8
2.567,0.538,0.131,5.9
2.667,0.565,0.131,4.9
2.767,0.601,0.133,4.1
2.867,0.635,0.134,3.5
2.967,0.670,0.135,3.0
3.067,0.703,0.136,2.6
3.167,0.735,0.137,2.3
3.267,0.767,0.138,2.1
3.367,0.798,0.138,2.0
3.467,0.829,0.139,1.9
3.567,0.859,0.140,1.9
3.667,0.889,0.141,1.9
3.767,0.919,0.143,2.1
3.867,0.949,0.144,2.3
3.967,0.979,0.146,2.4
4.067,1.008,0.147,2.6
4.167,1.038,0.149,2.7
4.267,1.068,0.151,2.8
4.367,1.098,0.152,3.0
4.467,1.128,0.154,3.1
4.567,1.159,0.156,3.3
4.667,1.189,0.158,3.5
4.767,1.219,0.160,3.6
4.867,1.249,0.163,3.7
4.967,1.280,0.165,3.8
5.067,1.310,0.167,3.8
5.167,1.341,0.169,3.8
5.267,1.372,0.171,3.8
5.367,1.403,0.173,3.8
5.467,1.433,0.175,3.8
5.567,1.464,0.177,3.8
5.667,1.495,0.179,3.8
5.767,1.526,0.181,3.8
5.867,1.556,0.183,3.9
5.967,1.586,0.186,4.0
6.067,1.617,0.188,4.2
6.167,1.647,0.190,4.3
6.267,1.678,0.193,4.4
6.367,1.708,0.195,4.4
6.467,1.739,0.198,4.4
6.567,1.770,0.200,4.3
6.667,1.801,0.202,4.3
6.767,1.832,0.204,4.2
6.867,1.863,0.207,4.2
6.967,1.894,0.209,4.2
7.067,1.925,0.211,4.2
7.167,1.955,0.214,4.3
7.267,1.986,0.216,4.3
7.367,2.016,0.218,4.4
7.467,2.047,0.221,4.4
7.567,2.077,0.223,4.4
7.667,2.108,0.226,4.5
7.767,2.138,0.228,4.5
7.867,2.169,0.230,4.5
7.967,2.199,0.233,4.5
8.067,2.229,0.235,4.6
8.167,2.260,0.238,4.6
8.267,2.290,0.240,4.6
8.367,2.321,0.243,4.5
8.467,2.352,0.245,4.5
8.567,2.382,0.247,4.4
8.667,2.407,0.251,5.4
8.767,2.436,0.254,5.6
8.867,2.466,0.257,5.6
8.967,2.496,0.260,5.7
9.067,2.527,0.263,5.6
9.167,2.550,0.267,6.5
9.267,2.572,0.271,7.4
9.367,2.594,0.276,8.3
9.467,2.616,0.281,9.2
9.567,2.638,0.287,10.1
9.667,2.666,0.292,10.3
9.767,2.691,0.298,10.9
9.867,2.715,0.304,11.5
9.967,2.740,0.310,12.0
10.067,2.765,0.316,12.5
10.167,2.790,0.323,13.0
10.267,2.816,0.330,13.4
10.367,2.842,0.337,13.8
10.467,2.869,0.344,14.1
10.567,2.895,0.351,14.4
10.667,2.922,0.359,14.7
10.767,2.949,0.366,14.9
10.867,2.976,0.374,15.1
10.967,3.004,0.382,15.3
11.067,3.032,0.389,15.4
11.167,3.059,0.397,15.5
11.267,3.087,0.405,15.7
11.367,3.115,0.413,15.8
11.467,3.142,0.421,15.9
11.567,3.170,0.430,16.0
11.667,3.198,0.438,16.2
11.767,3.225,0.446,16.3
11.867,3.253,0.454,16.4
11.967,3.281,0.463,16.5
12.067,3.309,0.471,16.6
12.167,3.337,0.480,16.6
12.267,3.364,0.488,16.7
12.367,3.392,0.497,16.8
12.467,3.420,0.505,16.9
12.567,3.448,0.514,17.0
12.667,3.476,0.523,17.0
12.767,3.504,0.531,17.1
12.867,3.532,0.540,17.1
12.967,3.560,0.549,17.2
13.067,3.588,0.558,17.3
13.167,3.615,0.566,17.3
13.267,3.643,0.575,17.4
13.367,3.670,0.584,17.6
13.467,3.697,0.593,17.7
13.567,3.724,0.602,17.8
13.667,3.752,0.611,17.9
13.767,3.779,0.620,18.0
13.867,3.806,0.629,18.1
13.967,3.834,0.638,18.2
14.067,3.861,0.647,18.3
14.167,3.888,0.656,18.4
14.267,3.916,0.666,18.5
14.367,3.943,0.675,18.5
14.467,3.970,0.684,18.6
14.567,3.998,0.694,18.7
14.667,4.024,0.703,18.8
14.767,4.051,0.712,18.9
14.867,4.078,0.722,19.1
14.967,4.104,0.731,19.2
15.067,4.131,0.741,19.4
15.167,4.158,0.750,19.5
15.267,4.184,0.760,19.6
15.367,4.211,0.770,19.7
15.467,4.237,0.780,19.8
15.567,4.264,0.790,19.9
15.667,4.291,0.799,20.0
15.767,4.317,0.809,20.1
15.867,4.344,0.819,20.2
15.967,4.371,0.829,20.3
16.067,4.397,0.840,20.4
16.167,4.423,0.850,20.6
16.267,4.449,0.860,20.7
16.367,4.475,0.870,20.9
16.467,4.501,0.880,21.0
16.567,4.527,0.890,21.2
16.667,4.553,0.901,21.3
16.767,4.579,0.911,21.5
16.867,4.605,0.921,21.6
16.967,4.630,0.932,21.7
17.067,4.656,0.943,21.9
17.167,4.682,0.953,22.0
17.267,4.708,0.964,22.1
17.367,4.734,0.975,22.2
17.467,4.760,0.985,22.3
17.567,4.786,0.996,22.4
17.667,4.811,1.007,22.6
17.767,4.837,1.019,22.7
17.867,4.863,1.030,22.9
17.967,4.875,1.037,24.0
18.067,4.883,1.044,25.6
18.167,4.890,1.050,27.2
18.267,4.897,1.057,28.8
18.367,4.905,1.065,30.2
18.467,4.914,1.073,31.6
18.567,4.924,1.082,32.8
18.667,4.934,1.091,33.9
18.767,4.946,1.101,34.9
18.867,4.958,1.112,35.8
18.967,4.972,1.123,36.5
19.067,4.986,1.135,37.2
19.167,5.000,1.147,37.7
19.267,5.015,1.160,38.2
19.367,5.030,1.173,38.7
19.467,5.045,1.187,39.1
19.567,5.061,1.200,39.5
19.667,5.077,1.214,39.8
19.767,5.093,1.229,40.1
19.867,5.109,1.243,40.4
19.967,5.125,1.257,40.7
20.067,5.142,1.272,41.0
20.167,5.158,1.287,41.2
20.267,5.175,1.302,41.4
20.367,5.191,1.318,41.9
20.467,5.206,1.337,44.4
20.567,5.219,1.358,47.0
20.667,5.232,1.379,49.5
20.767,5.245,1.402,52.0
20.867,5.259,1.427,54.0
20.967,5.275,1.455,55.8
21.067,5.290,1.483,57.5
21.167,5.305,1.513,59.0
21.267,5.320,1.544,60.4
21.367,5.335,1.576,61.6
21.467,5.351,1.609,62.8
21.567,5.367,1.644,63.6
21.667,5.382,1.679,64.4
21.767,5.397,1.713,65.0
21.867,5.411,1.746,65.5
21.967,5.425,1.779,65.9
22.067,5.439,1.810,66.2
22.167,5.452,1.842,66.4
22.267,5.465,1.872,66.6
22.367,5.477,1.902,66.7
22.467,5.490,1.932,66.7
22.567,5.503,1.961,66.7
22.667,5.515,1.990,66.7
22.767,5.528,2.019,66.7
22.867,5.540,2.047,66.6
22.967,5.553,2.076,66.6
23.067,5.565,2.105,66.6
23.167,5.578,2.134,66.6
23.267,5.590,2.163,66.5
23.367,5.603,2.191,66.5
23.467,5.615,2.220,66.4
23.567,5.628,2.249,66.4
23.667,5.640,2.277,66.3
23.767,5.653,2.305,66.2
23.867,5.666,2.333,66.2
23.967,5.678,2.361,66.1
24.067,5.691,2.389,66.0
24.167,5.703,2.416,65.8
24.267,5.716,2.443,65.7
24.367,5.728,2.471,65.5
24.467,5.741,2.498,65.5
24.567,5.753,2.526,65.6
24.667,5.765,2.553,65.7
24.767,5.778,2.580,65.7
24.867,5.790,2.607,65.8
24.967,5.802,2.634,65.7
25.067,5.814,2.661,65.7
25.167,5.826,2.687,65.6
25.267,5.838,2.713,65.5
25.367,5.850,2.740,65.5
25.467,5.861,2.764,65.5
25.567,5.871,2.786,65.4
25.667,5.880,2.805,65.4
25.767,5.888,2.822,65.3
25.867,5.896,2.838,65.3
25.967,5.902,2.852,65.2
26.067,5.908,2.864,65.2
26.167,5.913,2.875,65.1
26.267,5.918,2.885,65.1
26.367,5.922,2.894,65.1
26.467,5.926,2.901,65.0
26.567,5.929,2.908,65.0
26.667,5.932,2.914,64.9
26.767,5.934,2.920,64.9
26.867,5.937,2.924,64.9
26.967,5.939,2.929,64.8
27.067,5.941,2.933,64.8
27.167,5.942,2.936,64.8
27.267,5.944,2.939,64.7
27.367,5.945,2.941,64.7
27.467,5.946,2.944,64.6
27.567,5.947,2.946,64.6
27.667,5.948,2.948,64.6
27.767,5.949,2.949,64.6
27.867,5.950,2.951,64.5
27.967,5.951,2.952,64.5
28.067,5.951,2.953,64.5
28.167,5.952,2.954,64.5
28.267,5.952,2.955,64.4
28.367,5.952,2.956,64.4
28.467,5.953,2.957,64.4
28.567,5.953,2.957,64.4
28.667,5.954,2.958,64.4
28.767,5.954,2.959,64.3
28.867,5.954,2.959,64.3
28.967,5.954,2.960,64.3
29.067,5.955,2.960,64.3
29.167,5.955,2.961,64.3
29.267,5.955,2.961,64.3
29.367,5.955,2.961,64.3
29.467,5.957,2.961,63.4
29.567,5.959,2.961,62.5
29.667,5.961,2.962,61.5
29.767,5.963,2.962,60.5
29.867,5.964,2.962,59.8
