# seed=20260723009 wall_start=2026-07-23 13:17:24
sim_t,x,y,yaw_deg
0.067,-0.000,-0.000,0.0
0.167,-0.000,-0.000,0.0
0.267,0.012,-0.001,-0.4
0.367,0.044,-0.003,-1.5
0.467,0.076,-0.006,-2.5
0.567,0.108,-0.010,-3.6
0.667,0.139,-0.014,-4.6
0.767,0.170,-0.018,-5.5
0.867,0.200,-0.023,-6.4
0.967,0.229,-0.028,-7.2
1.067,0.257,-0.032,-7.7
1.167,0.284,-0.037,-8.1
1.267,0.310,-0.041,-8.5
1.367,0.335,-0.046,-8.8
1.467,0.361,-0.050,-9.0
1.567,0.385,-0.055,-9.3
1.667,0.410,-0.059,-9.4
1.767,0.436,-0.062,-8.7
1.867,0.463,-0.064,-7.9
1.967,0.489,-0.066,-7.1
2.067,0.517,-0.068,-6.2
2.167,0.543,-0.069,-5.4
2.267,0.569,-0.070,-4.8
2.367,0.594,-0.071,-4.2
2.467,0.617,-0.072,-3.7
2.567,0.641,-0.073,-3.4
2.667,0.663,-0.074,-3.1
2.767,0.685,-0.074,-2.9
2.867,0.706,-0.076,-2.9
2.967,0.727,-0.076,-2.9
3.067,0.747,-0.078,-3.2
3.167,0.767,-0.080,-3.5
3.267,0.786,-0.082,-3.8
3.367,0.806,-0.084,-4.1
3.467,0.826,-0.086,-4.5
3.567,0.846,-0.088,-4.8
3.667,0.866,-0.090,-5.1
3.767,0.886,-0.092,-5.3
3.867,0.907,-0.095,-5.5
3.967,0.928,-0.097,-5.7
4.067,0.949,-0.100,-6.0
4.167,0.970,-0.102,-6.1
4.267,0.991,-0.105,-6.2
4.367,1.013,-0.107,-6.3
4.467,1.034,-0.110,-6.5
4.567,1.055,-0.113,-6.6
4.667,1.077,-0.115,-6.7
4.767,1.098,-0.118,-6.8
4.867,1.120,-0.121,-7.0
4.967,1.141,-0.124,-7.1
5.067,1.163,-0.127,-7.2
5.167,1.185,-0.130,-7.3
5.267,1.206,-0.133,-7.5
5.367,1.228,-0.136,-7.6
5.467,1.249,-0.139,-7.7
5.567,1.271,-0.142,-7.9
5.667,1.292,-0.146,-8.1
5.767,1.313,-0.149,-8.4
5.867,1.334,-0.153,-8.6
5.967,1.355,-0.156,-8.7
6.067,1.377,-0.160,-8.9
6.167,1.398,-0.164,-9.1
6.267,1.420,-0.167,-9.2
6.367,1.442,-0.171,-9.4
6.467,1.463,-0.175,-9.6
6.567,1.484,-0.179,-9.9
6.667,1.506,-0.183,-10.1
6.767,1.527,-0.188,-10.4
6.867,1.548,-0.192,-10.6
6.967,1.570,-0.197,-10.7
7.067,1.592,-0.201,-10.9
7.167,1.614,-0.206,-11.0
7.267,1.636,-0.210,-11.2
7.367,1.658,-0.215,-11.3
7.467,1.680,-0.219,-11.5
7.567,1.702,-0.224,-11.6
7.667,1.724,-0.229,-11.8
7.767,1.746,-0.234,-11.9
7.867,1.768,-0.239,-12.0
7.967,1.790,-0.244,-12.2
8.067,1.813,-0.249,-12.3
8.167,1.835,-0.254,-12.5
8.267,1.857,-0.259,-12.6
8.367,1.879,-0.265,-12.8
8.467,1.901,-0.270,-12.9
8.567,1.924,-0.275,-13.1
8.667,1.946,-0.281,-13.2
8.767,1.968,-0.286,-13.4
8.867,1.990,-0.292,-13.6
8.967,2.011,-0.298,-13.9
9.067,2.033,-0.304,-14.1
9.167,2.055,-0.310,-14.4
9.267,2.076,-0.316,-14.6
9.367,2.098,-0.322,-14.9
9.467,2.120,-0.328,-15.2
9.567,2.142,-0.335,-15.4
9.667,2.163,-0.341,-15.7
9.767,2.185,-0.348,-16.0
9.867,2.207,-0.355,-16.2
9.967,2.229,-0.362,-16.5
10.067,2.251,-0.369,-16.8
10.167,2.273,-0.376,-17.1
10.267,2.295,-0.383,-17.4
10.367,2.317,-0.391,-17.6
10.467,2.339,-0.398,-17.9
10.567,2.361,-0.406,-18.2
10.667,2.383,-0.414,-18.5
10.767,2.406,-0.422,-18.8
10.867,2.428,-0.430,-19.0
10.967,2.451,-0.439,-19.2
11.067,2.474,-0.447,-19.4
11.167,2.497,-0.455,-19.5
11.267,2.520,-0.464,-19.7
11.367,2.543,-0.472,-19.9
11.467,2.565,-0.481,-20.1
11.567,2.588,-0.490,-20.3
11.667,2.611,-0.499,-20.5
11.767,2.634,-0.508,-20.8
11.867,2.656,-0.517,-21.1
11.967,2.678,-0.526,-21.4
12.067,2.701,-0.536,-21.6
12.167,2.723,-0.545,-21.9
12.267,2.746,-0.555,-22.2
12.367,2.768,-0.565,-22.5
12.467,2.791,-0.574,-22.8
12.567,2.813,-0.585,-23.2
12.667,2.835,-0.595,-23.6
12.767,2.857,-0.605,-24.0
12.867,2.879,-0.616,-24.4
12.967,2.901,-0.627,-24.7
13.067,2.924,-0.638,-25.0
13.167,2.947,-0.649,-25.3
13.267,2.969,-0.661,-25.6
13.367,2.992,-0.672,-25.8
13.467,3.015,-0.684,-26.1
13.567,3.038,-0.696,-26.4
13.667,3.060,-0.708,-26.8
13.767,3.082,-0.720,-27.2
13.867,3.105,-0.732,-27.6
13.967,3.127,-0.745,-28.0
14.067,3.150,-0.758,-28.3
14.167,3.173,-0.771,-28.7
14.267,3.195,-0.784,-29.1
14.367,3.218,-0.797,-29.5
14.467,3.240,-0.811,-29.9
14.567,3.262,-0.825,-30.4
14.667,3.284,-0.839,-30.8
14.767,3.307,-0.857,-32.8
14.867,3.331,-0.878,-35.1
14.967,3.353,-0.899,-37.3
15.067,3.374,-0.921,-39.6
15.167,3.395,-0.945,-41.7
15.267,3.418,-0.970,-43.6
15.367,3.440,-0.996,-45.3
15.467,3.464,-1.024,-46.8
15.567,3.487,-1.053,-48.0
15.667,3.510,-1.082,-49.0
15.767,3.532,-1.110,-49.7
15.867,3.553,-1.137,-50.3
15.967,3.573,-1.162,-50.7
16.067,3.593,-1.187,-50.9
16.167,3.612,-1.210,-51.0
16.267,3.631,-1.234,-51.1
16.367,3.652,-1.255,-49.4
16.467,3.674,-1.274,-47.3
16.567,3.687,-1.282,-45.2
16.667,3.697,-1.287,-43.1
16.767,3.718,-1.300,-40.9
16.867,3.744,-1.317,-38.8
16.967,3.773,-1.335,-36.9
17.067,3.802,-1.353,-35.3
17.167,3.835,-1.373,-34.0
17.267,3.867,-1.392,-33.1
17.367,3.897,-1.410,-32.4
17.467,3.928,-1.428,-31.8
17.567,3.955,-1.444,-31.6
17.667,3.981,-1.460,-31.7
17.767,4.006,-1.476,-31.9
17.867,4.029,-1.492,-32.2
17.967,4.052,-1.507,-32.8
18.067,4.072,-1.525,-34.9
18.167,4.091,-1.544,-37.4
18.267,4.109,-1.564,-39.8
18.367,4.126,-1.585,-42.2
18.467,4.142,-1.606,-44.6
18.567,4.160,-1.630,-46.8
18.667,4.177,-1.655,-48.8
18.767,4.195,-1.681,-50.6
18.867,4.214,-1.709,-52.1
18.967,4.233,-1.738,-53.4
19.067,4.254,-1.769,-54.4
19.167,4.275,-1.801,-55.2
19.267,4.295,-1.833,-55.9
19.367,4.314,-1.864,-56.4
19.467,4.334,-1.895,-56.9
19.567,4.352,-1.925,-57.3
19.667,4.371,-1.956,-57.7
19.767,4.385,-1.976,-57.5
19.867,4.392,-1.982,-55.7
19.967,4.400,-1.988,-53.8
20.067,4.408,-1.993,-51.8
20.167,4.417,-1.998,-49.7
20.267,4.426,-2.002,-47.6
20.367,4.435,-2.006,-45.7
20.467,4.443,-2.010,-44.0
20.567,4.451,-2.014,-42.4
20.667,4.459,-2.018,-41.0
20.767,4.467,-2.022,-39.9
20.867,4.475,-2.027,-38.9
20.967,4.483,-2.031,-38.0
21.067,4.498,-2.042,-37.8
21.167,4.520,-2.063,-39.5
21.267,4.541,-2.085,-41.3
21.367,4.561,-2.108,-43.2
21.467,4.579,-2.131,-45.1
21.567,4.598,-2.155,-47.0
21.667,4.617,-2.180,-48.6
21.767,4.626,-2.191,-48.4
21.867,4.634,-2.196,-47.2
21.967,4.642,-2.200,-45.7
22.067,4.650,-2.204,-44.0
22.167,4.659,-2.208,-42.2
22.267,4.668,-2.212,-40.5
22.367,4.676,-2.215,-38.8
22.467,4.685,-2.219,-37.2
22.567,4.701,-2.228,-35.9
22.667,4.728,-2.250,-36.9
22.767,4.755,-2.273,-38.2
22.867,4.780,-2.296,-39.5
22.967,4.804,-2.320,-40.9
23.067,4.828,-2.344,-42.3
23.167,4.853,-2.370,-43.4
23.267,4.878,-2.397,-44.5
23.367,4.904,-2.425,-45.4
23.467,4.929,-2.453,-46.0
23.567,4.953,-2.479,-46.5
23.667,4.977,-2.505,-46.8
23.767,4.999,-2.529,-46.8
23.867,5.020,-2.551,-46.7
23.967,5.040,-2.571,-46.3
24.067,5.060,-2.590,-45.8
24.167,5.078,-2.606,-45.0
24.267,5.095,-2.621,-44.0
24.367,5.112,-2.634,-42.9
24.467,5.129,-2.647,-41.6
24.567,5.144,-2.656,-40.2
24.667,5.159,-2.665,-38.7
24.767,5.173,-2.672,-37.0
24.867,5.187,-2.678,-35.3
24.967,5.201,-2.684,-33.6
25.067,5.215,-2.690,-32.0
25.167,5.230,-2.696,-30.4
25.267,5.244,-2.701,-28.8
25.367,5.259,-2.706,-27.3
25.467,5.275,-2.711,-25.9
25.567,5.291,-2.716,-24.5
25.667,5.307,-2.720,-23.1
25.767,5.324,-2.724,-21.7
25.867,5.342,-2.729,-20.5
25.967,5.360,-2.733,-19.3
26.067,5.378,-2.737,-18.1
26.167,5.397,-2.741,-17.0
26.267,5.416,-2.745,-15.9
26.367,5.434,-2.748,-14.8
26.467,5.454,-2.751,-13.8
26.567,5.474,-2.754,-12.8
