# seed=20260723008 wall_start=2026-07-28 16:29:26 fmt=v2
sim_t,x,y,yaw_deg,p0x,p0y,p1x,p1y,p2x,p2y
0.033,-0.000,-0.000,0.0,7.923,7.537,-8.056,-7.100,8.245,-2.268
0.133,-0.000,-0.000,0.0,7.880,7.456,-7.972,-7.041,8.156,-2.257
0.233,0.010,-0.000,-0.1,7.837,7.376,-7.887,-6.982,8.066,-2.247
0.333,0.031,0.000,0.1,7.794,7.296,-7.803,-6.923,7.977,-2.236
0.433,0.052,0.000,0.2,7.751,7.216,-7.718,-6.864,7.888,-2.225
0.533,0.073,0.001,0.4,7.708,7.135,-7.634,-6.805,7.798,-2.214
0.633,0.094,0.001,0.5,7.665,7.055,-7.550,-6.746,7.709,-2.204
0.733,0.115,0.002,0.7,7.622,6.975,-7.465,-6.687,7.620,-2.193
0.833,0.136,0.002,0.8,7.579,6.895,-7.381,-6.628,7.530,-2.182
0.933,0.158,0.003,0.8,7.537,6.814,-7.297,-6.569,7.441,-2.171
1.033,0.180,0.003,0.9,7.494,6.734,-7.212,-6.509,7.352,-2.160
1.133,0.201,0.003,0.9,7.451,6.654,-7.128,-6.450,7.262,-2.150
1.233,0.223,0.004,0.9,7.408,6.574,-7.043,-6.391,7.173,-2.139
1.333,0.245,0.004,1.0,7.365,6.494,-6.959,-6.332,7.084,-2.128
1.433,0.267,0.005,1.0,7.322,6.413,-6.875,-6.273,6.994,-2.117
1.533,0.289,0.005,1.0,7.279,6.333,-6.790,-6.214,6.905,-2.107
1.633,0.310,0.006,1.1,7.236,6.253,-6.706,-6.155,6.815,-2.096
1.733,0.332,0.006,1.1,7.193,6.173,-6.621,-6.096,6.726,-2.085
1.833,0.354,0.007,1.2,7.150,6.092,-6.537,-6.037,6.637,-2.074
1.933,0.376,0.007,1.2,7.107,6.012,-6.453,-5.978,6.547,-2.063
2.033,0.397,0.008,1.2,7.064,5.932,-6.368,-5.919,6.458,-2.053
2.133,0.419,0.008,1.3,7.021,5.852,-6.284,-5.860,6.369,-2.042
2.233,0.441,0.009,1.3,6.978,5.771,-6.200,-5.801,6.279,-2.031
2.333,0.463,0.009,1.3,6.936,5.691,-6.115,-5.742,6.190,-2.020
2.433,0.485,0.010,1.4,6.893,5.611,-6.031,-5.683,6.101,-2.010
2.533,0.506,0.011,1.4,6.850,5.531,-5.946,-5.623,6.011,-1.999
2.633,0.528,0.011,1.5,6.807,5.450,-5.862,-5.564,5.922,-1.988
2.733,0.549,0.012,1.7,6.764,5.370,-5.778,-5.505,5.833,-1.977
2.833,0.570,0.013,1.8,6.721,5.290,-5.693,-5.446,5.743,-1.967
2.933,0.591,0.014,1.9,6.678,5.210,-5.623,-5.397,5.654,-1.956
3.033,0.613,0.015,1.9,6.635,5.129,-5.620,-5.294,5.565,-1.945
3.133,0.635,0.015,2.0,6.592,5.049,-5.617,-5.191,5.475,-1.934
3.233,0.656,0.016,2.0,6.549,4.969,-5.614,-5.088,5.386,-1.923
3.333,0.678,0.017,2.0,6.506,4.889,-5.611,-4.985,5.296,-1.913
3.433,0.700,0.018,2.1,6.463,4.808,-5.608,-4.882,5.207,-1.902
3.533,0.722,0.019,2.1,6.435,4.755,-5.605,-4.779,5.118,-1.891
3.633,0.743,0.020,2.1,6.435,4.755,-5.602,-4.676,5.028,-1.880
3.733,0.765,0.021,2.2,6.435,4.755,-5.599,-4.573,4.939,-1.870
3.833,0.787,0.021,2.2,6.435,4.755,-5.596,-4.470,4.939,-1.870
3.933,0.809,0.022,2.2,6.435,4.755,-5.593,-4.367,4.939,-1.870
4.033,0.831,0.023,2.3,6.435,4.755,-5.590,-4.265,4.939,-1.870
4.133,0.852,0.024,2.3,6.435,4.755,-5.587,-4.162,4.939,-1.870
4.233,0.873,0.025,2.5,6.435,4.755,-5.584,-4.059,4.939,-1.870
4.333,0.894,0.027,2.6,6.435,4.755,-5.581,-3.956,4.939,-1.870
4.433,0.915,0.028,2.7,6.435,4.755,-5.578,-3.853,4.939,-1.870
4.533,0.936,0.029,2.8,6.435,4.755,-5.575,-3.750,4.939,-1.870
4.633,0.958,0.030,2.9,6.435,4.755,-5.573,-3.647,4.939,-1.870
4.733,0.980,0.031,2.9,6.435,4.755,-5.623,-3.584,4.939,-1.870
4.833,1.002,0.032,2.9,6.435,4.755,-5.699,-3.514,4.939,-1.870
4.933,1.023,0.034,2.9,6.435,4.755,-5.776,-3.445,4.939,-1.870
5.033,1.045,0.035,3.0,6.435,4.755,-5.852,-3.376,4.939,-1.870
5.133,1.067,0.036,3.0,6.435,4.755,-5.929,-3.307,4.939,-1.870
5.233,1.089,0.037,3.0,6.435,4.755,-6.005,-3.238,4.939,-1.870
5.333,1.110,0.038,3.1,6.435,4.755,-6.081,-3.169,4.939,-1.870
5.433,1.132,0.040,3.1,6.435,4.755,-6.158,-3.100,4.939,-1.870
5.533,1.154,0.041,3.1,6.435,4.755,-6.234,-3.031,4.939,-1.870
5.633,1.175,0.042,3.2,6.435,4.755,-6.310,-2.962,4.939,-1.870
5.733,1.196,0.044,3.3,6.435,4.755,-6.387,-2.893,4.939,-1.870
5.833,1.217,0.045,3.5,6.435,4.755,-6.463,-2.824,4.939,-1.870
5.933,1.238,0.047,3.6,6.435,4.755,-6.540,-2.755,4.939,-1.870
6.033,1.258,0.049,4.1,6.435,4.755,-6.616,-2.685,4.939,-1.870
6.133,1.274,0.057,7.6,6.435,4.755,-6.692,-2.616,4.939,-1.870
6.233,1.290,0.065,10.9,6.435,4.755,-6.769,-2.547,4.939,-1.870
6.333,1.311,0.070,11.0,6.435,4.755,-6.845,-2.478,4.939,-1.870
6.433,1.334,0.074,10.9,6.435,4.755,-6.922,-2.409,4.939,-1.870
6.533,1.360,0.078,10.4,6.437,4.770,-6.998,-2.340,4.939,-1.870
6.633,1.387,0.081,9.7,6.449,4.860,-7.074,-2.271,4.939,-1.870
6.733,1.415,0.085,9.0,6.461,4.950,-7.151,-2.202,4.939,-1.870
6.833,1.442,0.088,8.4,6.474,5.040,-7.227,-2.133,4.870,-1.900
6.933,1.467,0.091,8.2,6.486,5.131,-7.304,-2.064,4.788,-1.936
7.033,1.492,0.095,8.4,6.498,5.221,-7.380,-1.995,4.706,-1.972
7.133,1.517,0.098,8.0,6.511,5.311,-7.456,-1.925,4.623,-2.009
7.233,1.542,0.102,8.2,6.523,5.401,-7.533,-1.856,4.541,-2.045
7.333,1.567,0.105,7.8,6.535,5.491,-7.609,-1.787,4.459,-2.081
7.433,1.589,0.110,8.8,6.548,5.581,-7.686,-1.718,4.376,-2.117
7.533,1.608,0.118,11.5,6.560,5.672,-7.762,-1.649,4.294,-2.154
7.633,1.631,0.123,11.8,6.572,5.762,-7.838,-1.580,4.211,-2.190
7.733,1.656,0.128,11.4,6.585,5.852,-7.902,-1.522,4.129,-2.226
7.833,1.680,0.134,12.1,6.597,5.942,-7.902,-1.522,4.047,-2.263
7.933,1.707,0.139,11.4,6.609,6.032,-7.902,-1.522,3.964,-2.299
8.033,1.733,0.143,11.1,6.622,6.122,-7.902,-1.522,3.882,-2.335
8.133,1.759,0.149,11.3,6.634,6.213,-7.902,-1.522,3.800,-2.371
8.233,1.780,0.158,13.8,6.646,6.303,-7.902,-1.522,3.717,-2.408
8.333,1.804,0.165,14.3,6.659,6.393,-7.902,-1.522,3.635,-2.444
8.433,1.826,0.173,15.4,6.671,6.483,-7.902,-1.522,3.553,-2.480
8.533,1.848,0.183,17.3,6.683,6.573,-7.902,-1.522,3.470,-2.516
8.633,1.874,0.192,17.7,6.696,6.663,-7.902,-1.522,3.388,-2.553
8.733,1.903,0.199,16.7,6.708,6.754,-7.902,-1.522,3.305,-2.589
8.833,1.934,0.206,15.5,6.720,6.844,-7.902,-1.522,3.223,-2.625
8.933,1.962,0.213,15.5,6.733,6.934,-7.902,-1.522,3.141,-2.662
