mission,goal_x,goal_y,attempt,result,wall_s,epoch_start,epoch_end
adjacent-x,7.24,-3.84,1,ABORTED,66.1,1785504563.7,1785504630.1
adjacent-x,7.24,-3.84,2,ABORTED,46.0,1785504650.1,1785504696.1
adjacent-y,-2.16,7.36,1,ABORTED,55.0,1785504699.1,1785504754.1
adjacent-y,-2.16,7.36,2,ABORTED,55.0,1785504774.1,1785504829.1
diagonal,7.24,7.36,1,ABORTED,55.0,1785504832.1,1785504887.1
diagonal,7.24,7.36,2,ABORTED,55.0,1785504907.1,1785504962.1
home,0.00,0.00,1,ABORTED,55.0,1785504965.1,1785505020.1
home,0.00,0.00,2,ABORTED,55.0,1785505040.1,1785505095.1
