mission,goal_x,goal_y,attempt,result,wall_s,epoch_start,epoch_end
adjacent-x,6.34,3.12,1,TIMEOUT,240.0,1785413388.1,1785413628.3
adjacent-x,6.34,3.12,2,TIMEOUT,240.0,1785413646.8,1785413886.8
adjacent-y,-2.46,-5.85,1,TIMEOUT,240.0,1785413889.8,1785414129.9
adjacent-y,-2.46,-5.85,2,TIMEOUT,240.0,1785414149.9,1785414390.0
diagonal,7.39,-6.11,1,ABORTED,125.2,1785414393.0,1785414518.2
diagonal,7.39,-6.11,2,TIMEOUT,240.0,1785414536.5,1785414776.6
home,0.00,0.00,1,SUCCEEDED,67.0,1785414777.8,1785414844.9
