# noise_v=0.03 noise_w=0.05 bias_w=0.0
ox,oy,oyaw,tx,ty,tyaw
-0.000,-0.000,0.000,-0.000,-0.000,0.000
0.000,-0.000,0.000,-0.000,-0.000,0.000
0.018,-0.001,-0.005,0.018,-0.001,-0.005
0.041,-0.001,-0.008,0.042,-0.001,-0.008
0.065,-0.002,-0.011,0.065,-0.002,-0.011
0.089,-0.002,-0.015,0.089,-0.002,-0.014
0.112,-0.003,-0.017,0.112,-0.003,-0.017
0.134,-0.003,-0.019,0.135,-0.003,-0.019
0.157,-0.004,-0.020,0.158,-0.004,-0.020
0.179,-0.005,-0.022,0.181,-0.005,-0.022
0.201,-0.005,-0.023,0.203,-0.005,-0.023
0.223,-0.006,-0.024,0.226,-0.006,-0.024
0.245,-0.006,-0.024,0.248,-0.006,-0.024
0.267,-0.007,-0.024,0.270,-0.007,-0.024
0.288,-0.007,-0.024,0.291,-0.007,-0.023
0.309,-0.008,-0.024,0.313,-0.008,-0.023
0.331,-0.008,-0.024,0.335,-0.008,-0.023
0.353,-0.009,-0.023,0.357,-0.009,-0.023
0.375,-0.009,-0.023,0.378,-0.009,-0.023
0.396,-0.010,-0.023,0.400,-0.010,-0.023
0.419,-0.010,-0.022,0.422,-0.010,-0.022
0.441,-0.011,-0.022,0.444,-0.011,-0.022
0.463,-0.011,-0.022,0.465,-0.011,-0.021
0.485,-0.012,-0.021,0.487,-0.012,-0.021
0.507,-0.012,-0.021,0.509,-0.012,-0.020
0.529,-0.012,-0.019,0.530,-0.012,-0.019
0.550,-0.013,-0.017,0.551,-0.012,-0.017
0.570,-0.013,-0.015,0.572,-0.013,-0.015
0.591,-0.013,-0.013,0.593,-0.013,-0.013
0.612,-0.013,-0.012,0.614,-0.013,-0.011
0.632,-0.013,-0.010,0.634,-0.013,-0.010
0.653,-0.013,-0.008,0.655,-0.013,-0.008
0.674,-0.013,-0.006,0.676,-0.013,-0.006
0.695,-0.013,-0.004,0.697,-0.013,-0.004
0.716,-0.013,-0.002,0.718,-0.012,-0.002
0.736,-0.013,-0.002,0.737,-0.012,-0.002
0.746,-0.022,-0.093,0.747,-0.022,-0.090
