# seed=20260723017 wall_start=2026-07-23 15:57:50
sim_t,x,y,yaw_deg
0.033,-0.000,-0.000,0.0
0.133,-0.000,-0.000,0.0
0.233,-0.000,-0.000,0.0
0.333,0.023,0.000,0.1
0.433,0.059,0.004,2.0
0.533,0.095,0.009,3.9
0.633,0.127,0.014,5.0
0.733,0.162,0.021,6.8
0.833,0.196,0.028,8.4
0.933,0.228,0.036,9.9
1.033,0.259,0.045,11.3
1.133,0.289,0.053,12.4
1.233,0.315,0.060,13.3
1.333,0.340,0.066,13.0
1.433,0.368,0.071,12.6
1.533,0.396,0.077,12.1
1.633,0.425,0.082,11.6
1.733,0.455,0.087,11.0
1.833,0.485,0.091,10.4
1.933,0.514,0.096,9.9
2.033,0.542,0.099,9.4
2.133,0.571,0.103,9.0
2.233,0.598,0.107,8.6
2.333,0.625,0.110,8.3
2.433,0.652,0.114,8.1
2.533,0.678,0.117,7.9
2.633,0.704,0.120,7.8
2.733,0.729,0.124,7.7
2.833,0.754,0.127,7.7
2.933,0.779,0.130,7.6
3.033,0.804,0.134,7.6
3.133,0.829,0.140,9.1
3.233,0.855,0.150,11.9
3.333,0.880,0.161,14.8
3.433,0.904,0.174,17.8
3.533,0.928,0.188,20.8
3.633,0.952,0.203,23.6
3.733,0.978,0.220,26.2
3.833,1.006,0.239,28.4
3.933,1.035,0.260,30.4
4.033,1.065,0.281,31.9
4.133,1.094,0.302,33.1
4.233,1.122,0.323,34.1
4.333,1.148,0.342,34.7
4.433,1.172,0.360,35.2
4.533,1.196,0.378,35.5
4.633,1.219,0.394,35.7
4.733,1.241,0.410,35.7
4.833,1.263,0.426,35.7
4.933,1.284,0.441,35.6
5.033,1.305,0.455,35.3
5.133,1.326,0.470,35.1
5.233,1.347,0.484,34.9
5.333,1.368,0.498,34.7
5.433,1.389,0.512,34.5
5.533,1.410,0.526,34.3
5.633,1.431,0.540,34.1
5.733,1.453,0.554,33.9
5.833,1.474,0.568,33.7
5.933,1.496,0.582,33.5
6.033,1.517,0.596,33.4
6.133,1.539,0.610,33.2
6.233,1.561,0.624,33.0
6.333,1.583,0.637,32.8
6.433,1.605,0.651,32.6
6.533,1.627,0.665,32.4
6.633,1.649,0.678,32.3
6.733,1.671,0.692,32.1
6.833,1.693,0.706,31.9
6.933,1.716,0.719,31.7
7.033,1.738,0.732,31.5
7.133,1.760,0.745,31.3
7.233,1.783,0.758,31.0
7.333,1.805,0.771,30.8
7.433,1.828,0.784,30.5
7.533,1.850,0.797,30.3
7.633,1.873,0.809,30.0
7.733,1.896,0.822,29.8
7.833,1.918,0.835,29.5
7.933,1.942,0.847,29.2
8.033,1.966,0.859,28.6
8.133,1.990,0.871,28.0
8.233,2.014,0.882,27.4
8.333,2.038,0.894,27.2
8.433,2.062,0.906,26.8
8.533,2.088,0.918,26.4
8.633,2.113,0.930,26.1
8.733,2.139,0.942,25.7
8.833,2.165,0.953,25.3
8.933,2.192,0.965,25.0
9.033,2.219,0.977,24.7
9.133,2.246,0.989,24.4
9.233,2.274,1.001,24.1
9.333,2.302,1.013,23.9
9.433,2.330,1.025,23.8
9.533,2.358,1.037,23.6
9.633,2.386,1.049,23.5
9.733,2.415,1.061,23.3
9.833,2.443,1.073,23.2
9.933,2.472,1.085,23.0
10.033,2.501,1.097,22.9
10.133,2.530,1.109,22.9
10.233,2.559,1.122,22.9
10.333,2.588,1.134,22.9
10.433,2.617,1.146,22.8
10.533,2.646,1.158,22.7
10.633,2.675,1.170,22.7
10.733,2.705,1.182,22.6
10.833,2.734,1.194,22.6
10.933,2.763,1.206,22.5
11.033,2.792,1.218,22.5
11.133,2.821,1.230,22.4
11.233,2.850,1.242,22.4
11.333,2.879,1.254,22.3
11.433,2.909,1.266,22.3
11.533,2.938,1.277,22.2
11.633,2.967,1.289,22.2
11.733,2.996,1.301,22.2
11.833,3.026,1.313,22.2
11.933,3.055,1.325,22.2
12.033,3.084,1.337,22.2
12.133,3.114,1.349,22.2
12.233,3.143,1.361,22.1
12.333,3.172,1.373,22.1
12.433,3.201,1.384,22.0
12.533,3.229,1.396,21.9
12.633,3.258,1.407,21.9
12.733,3.287,1.419,21.8
12.833,3.317,1.430,21.8
12.933,3.346,1.442,21.8
13.033,3.375,1.454,21.8
13.133,3.404,1.465,21.7
13.233,3.433,1.477,21.7
13.333,3.462,1.488,21.7
13.433,3.491,1.500,21.6
13.533,3.520,1.511,21.5
13.633,3.549,1.522,21.5
13.733,3.577,1.533,21.4
13.833,3.606,1.544,21.3
13.933,3.635,1.556,21.3
14.033,3.664,1.567,21.2
14.133,3.694,1.578,20.9
14.233,3.729,1.588,19.5
14.333,3.763,1.597,18.2
14.433,3.798,1.605,16.8
14.533,3.833,1.613,15.4
14.633,3.869,1.620,14.2
14.733,3.906,1.627,13.1
14.833,3.943,1.633,12.1
14.933,3.980,1.639,11.3
15.033,4.015,1.645,10.7
15.133,4.048,1.651,10.3
15.233,4.080,1.656,10.0
15.333,4.112,1.661,9.8
15.433,4.144,1.666,9.7
15.533,4.174,1.671,9.6
15.633,4.204,1.676,9.6
15.733,4.234,1.681,9.6
15.833,4.264,1.687,9.7
15.933,4.293,1.692,9.7
16.033,4.322,1.697,9.8
16.133,4.351,1.702,10.0
16.233,4.380,1.708,10.1
16.333,4.409,1.713,10.2
16.433,4.437,1.718,10.4
16.533,4.466,1.724,10.5
16.633,4.495,1.730,10.6
16.733,4.526,1.736,11.0
16.833,4.557,1.743,11.3
16.933,4.587,1.750,11.7
17.033,4.618,1.757,12.0
17.133,4.649,1.764,12.3
17.233,4.681,1.772,12.7
17.333,4.713,1.780,13.0
17.433,4.746,1.788,13.4
17.533,4.776,1.795,13.5
17.633,4.807,1.803,13.6
17.733,4.840,1.812,13.8
17.833,4.873,1.820,14.0
17.933,4.906,1.829,14.1
18.033,4.939,1.837,14.3
18.133,4.972,1.846,14.4
18.233,5.005,1.855,14.5
18.333,5.038,1.863,14.6
18.433,5.071,1.872,14.6
18.533,5.104,1.881,14.7
18.633,5.137,1.890,14.7
18.733,5.171,1.898,14.7
18.833,5.203,1.907,14.7
18.933,5.236,1.915,14.7
19.033,5.271,1.925,14.9
19.133,5.308,1.935,15.2
19.233,5.345,1.946,15.5
19.333,5.381,1.957,15.8
19.433,5.417,1.968,16.1
19.533,5.454,1.979,16.3
19.633,5.491,1.990,16.5
19.733,5.527,2.001,16.7
19.833,5.563,2.013,16.8
19.933,5.599,2.024,16.9
20.033,5.635,2.035,17.0
20.133,5.671,2.046,17.0
20.233,5.706,2.057,17.0
20.333,5.742,2.067,17.0
20.433,5.777,2.078,16.9
20.533,5.813,2.089,16.8
20.633,5.848,2.099,16.7
20.733,5.883,2.109,16.7
20.833,5.918,2.120,16.6
20.933,5.953,2.130,16.5
21.033,5.988,2.140,16.4
21.133,6.023,2.150,16.2
21.233,6.058,2.160,16.2
21.333,6.094,2.170,16.1
21.433,6.129,2.180,16.0
21.533,6.165,2.190,15.9
21.633,6.200,2.200,15.8
21.733,6.235,2.210,15.7
21.833,6.270,2.219,15.6
21.933,6.305,2.229,15.5
22.033,6.341,2.239,15.4
22.133,6.376,2.248,15.2
22.233,6.411,2.257,15.1
22.333,6.446,2.267,15.0
22.433,6.478,2.275,15.0
22.533,6.490,2.281,16.4
22.633,6.520,2.292,17.2
22.733,6.552,2.301,17.2
22.833,6.572,2.310,18.2
22.933,6.604,2.320,18.3
23.033,6.616,2.327,19.4
23.133,6.627,2.333,20.7
23.233,6.634,2.338,22.0
23.333,6.641,2.344,23.3
23.433,6.648,2.349,24.6
23.533,6.656,2.355,25.7
23.633,6.663,2.361,26.7
23.733,6.670,2.366,27.6
23.833,6.678,2.372,28.3
23.933,6.687,2.378,29.0
24.033,6.697,2.385,29.6
24.133,6.707,2.392,30.2
24.233,6.718,2.400,30.7
24.333,6.730,2.407,31.0
24.433,6.742,2.415,31.4
24.533,6.754,2.423,31.7
24.633,6.767,2.432,32.0
24.733,6.780,2.440,32.2
24.833,6.793,2.449,32.4
24.933,6.806,2.458,32.6
25.033,6.819,2.466,32.8
25.133,6.832,2.475,33.0
25.233,6.845,2.484,33.1
25.333,6.858,2.493,33.2
25.433,6.872,2.502,33.4
25.533,6.885,2.512,33.5
25.633,6.899,2.521,33.6
25.733,6.912,2.530,33.7
25.833,6.926,2.539,33.8
25.933,6.939,2.548,33.9
26.033,6.953,2.558,34.0
26.133,6.966,2.567,34.1
26.233,6.979,2.576,34.3
26.333,6.993,2.586,34.4
26.433,7.006,2.595,34.5
26.533,7.019,2.604,34.6
26.633,7.032,2.614,34.7
26.733,7.045,2.623,34.8
26.833,7.058,2.632,35.0
26.933,7.072,2.642,35.1
