mission,goal_x,goal_y,attempt,result,wall_s,epoch_start,epoch_end
adjacent-x,6.34,3.12,1,TIMEOUT,240.0,1785493118.0,1785493358.3
adjacent-x,6.34,3.12,2,TIMEOUT,240.0,1785493378.3,1785493618.4
adjacent-y,-2.46,-5.85,1,TIMEOUT,240.0,1785493621.4,1785493861.4
adjacent-y,-2.46,-5.85,2,TIMEOUT,240.0,1785493881.4,1785494121.4
diagonal,7.39,-6.11,1,TIMEOUT,240.0,1785494124.4,1785494364.5
diagonal,7.39,-6.11,2,TIMEOUT,240.0,1785494384.5,1785494624.5
home,0.00,0.00,1,SUCCEEDED,64.9,1785494627.5,1785494692.4
