mission,goal_x,goal_y,attempt,result,wall_s,epoch_start,epoch_end
adjacent-x,6.84,3.03,1,SUCCEEDED,149.0,1785491608.8,1785491758.0
adjacent-y,-2.56,-6.97,1,ABORTED,16.9,1785491761.0,1785491777.9
adjacent-y,-2.56,-6.97,2,ABORTED,9.7,1785491797.9,1785491807.6
diagonal,7.14,-6.45,1,ABORTED,5.4,1785491810.6,1785491815.9
diagonal,7.14,-6.45,2,ABORTED,16.7,1785491835.9,1785491852.6
home,0.00,0.00,1,ABORTED,4.1,1785491855.6,1785491859.6
home,0.00,0.00,2,ABORTED,34.2,1785491879.6,1785491913.8
