# seed=20260723010 wall_start=2026-07-23 22:30:55
sim_t,x,y,yaw_deg
0.033,-0.000,-0.000,0.0
0.133,-0.000,-0.000,0.0
0.233,-0.000,-0.000,0.0
0.333,0.012,-0.001,-0.3
0.433,0.043,-0.002,-0.8
0.533,0.075,-0.003,-1.2
0.633,0.107,-0.005,-1.7
0.733,0.121,-0.002,0.0
0.833,0.131,0.007,4.8
0.933,0.139,0.017,9.9
1.033,0.146,0.028,14.9
1.133,0.153,0.039,19.9
1.233,0.159,0.050,24.5
1.333,0.164,0.061,28.7
1.433,0.168,0.071,32.3
1.533,0.176,0.082,35.3
1.633,0.200,0.100,35.6
1.733,0.230,0.119,34.6
1.833,0.262,0.138,33.2
1.933,0.294,0.154,31.5
2.033,0.325,0.169,29.6
2.133,0.357,0.183,27.8
2.233,0.391,0.196,26.1
2.333,0.426,0.210,24.5
2.433,0.461,0.222,23.2
2.533,0.495,0.235,22.1
2.633,0.528,0.246,21.2
2.733,0.559,0.257,20.5
2.833,0.590,0.267,20.0
2.933,0.620,0.277,19.5
3.033,0.649,0.286,19.1
3.133,0.677,0.295,18.9
3.233,0.705,0.304,18.8
3.333,0.731,0.313,18.8
3.433,0.758,0.322,18.7
3.533,0.784,0.331,18.7
3.633,0.810,0.340,18.7
3.733,0.836,0.349,18.8
3.833,0.861,0.358,18.9
3.933,0.887,0.367,18.9
4.033,0.913,0.376,18.9
4.133,0.940,0.383,18.1
4.233,0.967,0.390,17.2
4.333,0.993,0.397,16.4
4.433,1.020,0.403,15.5
4.533,1.046,0.408,14.8
4.633,1.072,0.414,14.1
4.733,1.097,0.419,13.6
4.833,1.121,0.424,13.1
4.933,1.144,0.428,12.7
5.033,1.167,0.433,12.4
5.133,1.189,0.437,12.2
5.233,1.210,0.442,12.0
5.333,1.231,0.446,12.0
5.433,1.251,0.450,12.0
5.533,1.271,0.454,12.0
5.633,1.291,0.459,12.1
5.733,1.310,0.463,12.1
5.833,1.330,0.467,12.2
5.933,1.349,0.472,12.3
6.033,1.368,0.476,12.5
6.133,1.386,0.481,12.7
6.233,1.405,0.485,12.8
6.333,1.424,0.490,13.0
6.433,1.443,0.494,13.1
6.533,1.461,0.499,13.3
6.633,1.480,0.504,13.5
6.733,1.499,0.509,13.6
6.833,1.518,0.513,13.8
6.933,1.536,0.518,13.9
7.033,1.555,0.523,14.1
7.133,1.574,0.528,14.3
7.233,1.592,0.533,14.4
7.333,1.610,0.541,15.8
7.433,1.626,0.549,17.8
7.533,1.642,0.562,21.4
7.633,1.653,0.573,25.2
7.733,1.658,0.584,29.3
7.833,1.662,0.595,33.3
7.933,1.666,0.606,36.9
8.033,1.670,0.616,40.0
8.133,1.674,0.625,42.7
8.233,1.678,0.634,45.0
8.333,1.681,0.643,46.8
8.433,1.685,0.652,48.4
8.533,1.689,0.659,49.6
8.633,1.694,0.668,50.6
8.733,1.699,0.677,51.5
8.833,1.706,0.687,52.2
8.933,1.713,0.698,52.8
9.033,1.721,0.710,53.3
9.133,1.729,0.723,53.8
9.233,1.738,0.736,54.1
9.333,1.747,0.749,54.4
9.433,1.756,0.763,54.7
9.533,1.765,0.776,55.0
9.633,1.774,0.791,55.1
9.733,1.784,0.805,55.3
9.833,1.793,0.819,55.5
9.933,1.803,0.834,55.5
10.033,1.814,0.849,55.6
10.133,1.824,0.864,55.6
10.233,1.834,0.879,55.7
10.333,1.844,0.894,55.8
10.433,1.854,0.909,55.8
10.533,1.864,0.924,55.9
10.633,1.874,0.939,56.0
10.733,1.884,0.954,56.1
10.833,1.894,0.969,56.2
10.933,1.904,0.984,56.2
11.033,1.913,0.999,56.3
11.133,1.923,1.014,56.4
11.233,1.933,1.029,56.5
11.333,1.943,1.045,56.6
11.433,1.953,1.060,56.7
11.533,1.963,1.075,56.8
11.633,1.972,1.090,56.9
11.733,1.982,1.105,57.0
11.833,1.992,1.121,56.9
11.933,2.002,1.136,56.8
12.033,2.013,1.152,56.7
12.133,2.028,1.174,56.4
12.233,2.043,1.195,56.1
12.333,2.053,1.210,56.1
12.433,2.063,1.226,56.3
12.533,2.076,1.245,56.2
12.633,2.092,1.267,55.9
12.733,2.107,1.289,55.7
12.833,2.122,1.311,55.5
12.933,2.137,1.332,55.4
13.033,2.152,1.353,55.3
13.133,2.167,1.374,55.3
13.233,2.181,1.395,55.2
13.333,2.195,1.415,55.2
13.433,2.210,1.436,55.2
13.533,2.224,1.456,55.2
13.633,2.238,1.477,55.2
13.733,2.252,1.497,55.2
13.833,2.267,1.518,55.2
13.933,2.281,1.538,55.2
14.033,2.294,1.558,55.3
14.133,2.308,1.578,55.4
14.233,2.321,1.598,55.4
14.333,2.335,1.617,55.5
14.433,2.348,1.637,55.6
14.533,2.361,1.657,55.7
14.633,2.374,1.677,55.8
14.733,2.387,1.696,55.9
14.833,2.400,1.716,56.1
14.933,2.413,1.735,56.2
15.033,2.426,1.755,56.3
15.133,2.439,1.775,56.4
15.233,2.452,1.794,56.5
15.333,2.465,1.814,56.6
15.433,2.477,1.833,56.8
15.533,2.490,1.853,56.9
15.633,2.502,1.873,57.0
15.733,2.515,1.892,57.1
15.833,2.525,1.910,57.5
15.933,2.533,1.925,58.1
16.033,2.542,1.941,58.7
16.133,2.550,1.957,59.4
16.233,2.558,1.971,59.6
16.333,2.565,1.986,60.2
16.433,2.573,2.000,60.4
16.533,2.580,2.015,60.9
16.633,2.589,2.030,61.0
16.733,2.597,2.046,61.4
16.833,2.606,2.064,61.7
16.933,2.615,2.081,61.6
17.033,2.623,2.097,61.6
17.133,2.633,2.114,61.7
17.233,2.642,2.132,62.0
17.333,2.650,2.149,62.3
17.433,2.659,2.168,62.5
17.533,2.669,2.187,62.7
17.633,2.677,2.203,63.1
17.733,2.684,2.219,63.4
17.833,2.692,2.236,63.3
17.933,2.702,2.254,63.3
18.033,2.711,2.274,63.4
18.133,2.720,2.291,63.6
18.233,2.728,2.309,63.9
18.333,2.737,2.329,64.0
18.433,2.747,2.349,64.1
18.533,2.754,2.365,64.4
18.633,2.763,2.385,64.5
18.733,2.773,2.405,64.5
18.833,2.783,2.426,64.5
18.933,2.793,2.446,64.5
19.033,2.803,2.467,64.4
19.133,2.812,2.487,64.4
19.233,2.822,2.508,64.4
19.333,2.832,2.528,64.4
19.433,2.842,2.549,64.4
19.533,2.852,2.569,64.4
19.633,2.862,2.589,64.4
19.733,2.871,2.610,64.4
19.833,2.881,2.630,64.4
19.933,2.891,2.651,64.4
20.033,2.900,2.671,64.4
20.133,2.910,2.691,64.5
20.233,2.919,2.710,64.6
20.333,2.928,2.730,64.7
20.433,2.937,2.750,64.7
20.533,2.947,2.770,64.8
20.633,2.956,2.790,64.9
20.733,2.965,2.810,65.0
20.833,2.974,2.829,65.0
20.933,2.983,2.849,65.1
21.033,2.992,2.869,65.2
21.133,3.001,2.889,65.2
21.233,3.010,2.909,65.3
21.333,3.019,2.929,65.4
21.433,3.028,2.949,65.4
21.533,3.037,2.967,65.5
21.633,3.045,2.985,65.6
21.733,3.052,3.001,65.6
21.833,3.058,3.016,65.7
21.933,3.065,3.030,65.7
22.033,3.071,3.044,65.8
22.133,3.076,3.056,65.8
22.233,3.081,3.067,65.9
22.333,3.086,3.078,65.9
22.433,3.090,3.088,66.0
22.533,3.094,3.097,66.0
22.633,3.098,3.105,66.0
22.733,3.101,3.113,66.1
22.833,3.104,3.120,66.1
22.933,3.107,3.126,66.2
23.033,3.109,3.132,66.2
23.133,3.112,3.138,66.2
23.233,3.114,3.143,66.3
23.333,3.116,3.148,66.3
23.433,3.118,3.153,66.3
23.533,3.120,3.157,66.4
23.633,3.122,3.161,66.3
23.733,3.123,3.165,66.3
23.833,3.125,3.168,66.3
23.933,3.126,3.171,66.3
24.033,3.128,3.174,66.2
24.133,3.129,3.177,66.2
24.233,3.130,3.180,66.2
24.333,3.131,3.182,66.2
24.433,3.132,3.184,66.2
24.533,3.133,3.186,66.3
24.633,3.133,3.187,66.3
24.733,3.134,3.189,66.3
24.833,3.134,3.190,66.3
24.933,3.135,3.191,66.3
25.033,3.136,3.192,66.3
25.133,3.136,3.194,66.3
25.233,3.137,3.195,66.3
25.333,3.137,3.196,66.4
25.433,3.137,3.197,66.4
25.533,3.138,3.197,66.4
25.633,3.138,3.198,66.4
25.733,3.138,3.198,66.4
25.833,3.138,3.199,66.4
25.933,3.138,3.200,66.4
26.033,3.139,3.200,66.4
26.133,3.139,3.201,66.4
26.233,3.139,3.201,66.4
26.333,3.139,3.202,66.4
26.433,3.140,3.202,66.4
26.533,3.140,3.203,66.4
26.633,3.140,3.203,66.4
26.733,3.140,3.204,66.4
26.833,3.140,3.204,66.4
