mission,goal_x,goal_y,attempt,result,wall_s,epoch_start,epoch_end
adjacent-x,-6.96,3.19,1,ABORTED,141.0,1785492331.9,1785492473.1
adjacent-x,-6.96,3.19,2,ABORTED,75.0,1785492493.1,1785492568.1
adjacent-y,2.00,-6.21,1,ABORTED,75.0,1785492571.1,1785492646.1
adjacent-y,2.00,-6.21,2,ABORTED,75.0,1785492666.1,1785492741.1
diagonal,-5.76,-6.81,1,ABORTED,75.0,1785492744.1,1785492819.1
diagonal,-5.76,-6.81,2,ABORTED,75.0,1785492839.1,1785492914.1
home,0.00,0.00,1,ABORTED,75.0,1785492917.1,1785492992.1
home,0.00,0.00,2,ABORTED,75.0,1785493012.1,1785493087.1
