mission,goal_x,goal_y,attempt,result,wall_s,epoch_start,epoch_end
adjacent-x,7.21,-3.79,1,ABORTED,77.0,1785419391.8,1785419469.1
adjacent-x,7.21,-3.79,2,ABORTED,49.9,1785419487.4,1785419537.3
adjacent-y,-2.27,6.51,1,ABORTED,24.9,1785419538.5,1785419563.4
adjacent-y,-2.27,6.51,2,ABORTED,24.1,1785419581.6,1785419605.7
diagonal,6.62,7.25,1,ABORTED,25.1,1785419608.7,1785419633.8
diagonal,6.62,7.25,2,ABORTED,25.1,1785419653.8,1785419678.9
home,0.00,0.00,1,ABORTED,25.2,1785419681.9,1785419707.1
home,0.00,0.00,2,ABORTED,24.9,1785419725.2,1785419750.2
