mission,goal_x,goal_y,attempt,result,wall_s,epoch_start,epoch_end
adjacent-x,-6.58,2.63,1,SUCCEEDED,90.4,1785405332.0,1785405422.7
adjacent-y,4.92,-7.37,1,TIMEOUT,240.0,1785405425.7,1785405665.7
adjacent-y,4.92,-7.37,2,TIMEOUT,240.0,1785405685.7,1785405925.8
diagonal,-4.78,-7.37,1,TIMEOUT,240.0,1785405928.8,1785406168.8
diagonal,-4.78,-7.37,2,TIMEOUT,240.0,1785406187.1,1785406427.1
home,0.00,0.00,1,TIMEOUT,240.0,1785406430.1,1785406670.2
home,0.00,0.00,2,TIMEOUT,240.0,1785406690.2,1785406930.2
