mission,goal_x,goal_y,attempt,result,wall_s,epoch_start,epoch_end
adjacent-x,7.49,-2.92,1,ABORTED,37.4,1785411773.5,1785411811.1
adjacent-x,7.49,-2.92,2,ABORTED,39.4,1785411831.1,1785411870.6
adjacent-y,-2.96,6.90,1,ABORTED,37.7,1785411872.2,1785411909.9
adjacent-y,-2.96,6.90,2,ABORTED,35.8,1785411929.9,1785411965.7
diagonal,7.04,6.30,1,ABORTED,36.2,1785411968.7,1785412004.9
diagonal,7.04,6.30,2,ABORTED,38.4,1785412024.9,1785412063.3
home,0.00,0.00,1,SUCCEEDED,0.1,1785412066.3,1785412066.3
