# seed=759639 wall_start=2026-07-22 14:59:06
sim_t,x,y,yaw_deg
0.067,-0.000,-0.000,0.0
0.167,-0.000,-0.000,0.0
0.267,0.011,-0.001,-0.4
0.367,0.039,-0.003,-1.5
0.467,0.068,-0.006,-2.5
0.567,0.096,-0.009,-3.5
0.667,0.123,-0.013,-4.5
0.767,0.150,-0.017,-5.4
0.867,0.176,-0.021,-6.3
0.967,0.201,-0.025,-7.0
1.067,0.225,-0.029,-7.5
1.167,0.249,-0.034,-8.0
1.267,0.272,-0.038,-8.4
1.367,0.294,-0.042,-8.8
1.467,0.316,-0.046,-9.1
1.567,0.337,-0.049,-9.3
1.667,0.357,-0.053,-9.5
1.767,0.387,-0.056,-8.6
1.867,0.419,-0.058,-7.4
1.967,0.451,-0.060,-6.2
2.067,0.483,-0.061,-5.0
2.167,0.515,-0.061,-3.8
2.267,0.546,-0.061,-2.7
2.367,0.576,-0.061,-1.7
2.467,0.604,-0.060,-1.0
2.567,0.632,-0.059,-0.3
2.667,0.658,-0.058,0.2
2.767,0.683,-0.058,0.3
2.867,0.708,-0.059,-0.5
2.967,0.734,-0.061,-1.3
3.067,0.760,-0.063,-2.2
3.167,0.787,-0.066,-3.1
3.267,0.814,-0.070,-4.1
3.367,0.840,-0.073,-4.9
3.467,0.865,-0.077,-5.6
3.567,0.889,-0.080,-6.2
3.667,0.912,-0.084,-6.6
3.767,0.933,-0.087,-6.9
3.867,0.955,-0.090,-7.2
3.967,0.975,-0.093,-7.4
4.067,0.996,-0.096,-7.6
4.167,1.015,-0.099,-7.7
4.267,1.035,-0.102,-7.8
4.367,1.054,-0.104,-7.8
4.467,1.073,-0.107,-7.8
4.567,1.092,-0.110,-7.8
4.667,1.113,-0.112,-7.6
4.767,1.142,-0.114,-6.8
4.867,1.171,-0.116,-5.9
4.967,1.200,-0.117,-5.0
5.067,1.230,-0.118,-4.1
5.167,1.258,-0.118,-3.3
5.267,1.285,-0.118,-2.7
5.367,1.312,-0.118,-2.1
5.467,1.339,-0.118,-1.5
5.567,1.364,-0.118,-1.1
5.667,1.389,-0.118,-0.7
5.767,1.413,-0.118,-0.5
5.867,1.437,-0.117,-0.3
5.967,1.460,-0.117,-0.1
6.067,1.483,-0.117,-0.1
6.167,1.504,-0.118,-0.5
6.267,1.527,-0.118,-0.5
6.367,1.550,-0.118,-0.5
6.467,1.572,-0.118,-0.4
6.567,1.595,-0.118,-0.2
6.667,1.617,-0.118,-0.1
6.767,1.639,-0.118,0.0
6.867,1.660,-0.117,0.3
6.967,1.682,-0.117,0.5
7.067,1.704,-0.116,0.7
7.167,1.725,-0.115,0.9
7.267,1.747,-0.115,1.2
7.367,1.768,-0.114,1.4
7.467,1.790,-0.113,1.6
7.567,1.812,-0.112,1.8
7.667,1.834,-0.111,2.0
7.767,1.855,-0.109,2.2
7.867,1.877,-0.108,2.4
7.967,1.900,-0.107,2.6
8.067,1.922,-0.106,2.7
8.167,1.945,-0.104,2.8
8.267,1.967,-0.103,2.9
8.367,1.990,-0.102,3.0
8.467,2.012,-0.100,3.2
8.567,2.034,-0.099,3.4
8.667,2.056,-0.097,3.6
8.767,2.078,-0.095,3.8
8.867,2.100,-0.093,4.0
8.967,2.122,-0.091,4.2
9.067,2.144,-0.089,4.4
9.167,2.167,-0.087,4.6
9.267,2.189,-0.085,4.8
9.367,2.211,-0.083,5.0
9.467,2.233,-0.081,5.1
9.567,2.256,-0.078,5.2
9.667,2.279,-0.076,5.3
9.767,2.302,-0.074,5.4
9.867,2.325,-0.072,5.5
9.967,2.348,-0.069,5.6
10.067,2.371,-0.067,5.7
10.167,2.393,-0.064,5.8
10.267,2.416,-0.062,6.0
10.367,2.438,-0.059,6.2
10.467,2.460,-0.056,6.3
10.567,2.483,-0.053,6.5
10.667,2.505,-0.050,6.7
10.767,2.527,-0.047,6.9
10.867,2.549,-0.044,7.1
10.967,2.571,-0.041,7.4
11.067,2.592,-0.038,7.7
11.167,2.614,-0.034,7.9
11.267,2.636,-0.031,8.2
11.367,2.657,-0.027,8.4
11.467,2.679,-0.023,8.7
11.567,2.701,-0.019,9.0
11.667,2.723,-0.015,9.2
11.767,2.745,-0.011,9.4
11.867,2.767,-0.007,9.7
11.967,2.788,-0.003,9.9
12.067,2.810,0.001,10.2
12.167,2.833,0.006,10.5
12.267,2.855,0.011,10.8
12.367,2.878,0.016,11.1
12.467,2.901,0.020,11.2
12.567,2.923,0.025,11.4
12.667,2.946,0.030,11.5
12.767,2.969,0.035,11.7
12.867,2.993,0.041,11.9
12.967,3.016,0.046,12.1
13.067,3.039,0.051,12.3
13.167,3.063,0.057,12.5
13.267,3.086,0.062,12.7
13.367,3.109,0.068,12.9
13.467,3.133,0.074,13.0
13.567,3.157,0.080,13.1
13.667,3.181,0.085,13.2
13.767,3.205,0.091,13.3
13.867,3.229,0.097,13.4
13.967,3.253,0.103,13.5
14.067,3.277,0.109,13.6
14.167,3.301,0.115,13.7
14.267,3.325,0.121,13.8
14.367,3.349,0.127,13.8
14.467,3.373,0.133,13.9
14.567,3.397,0.139,14.0
14.667,3.421,0.145,14.1
14.767,3.445,0.151,14.1
14.867,3.469,0.157,14.2
14.967,3.494,0.167,15.9
15.067,3.518,0.179,17.9
15.167,3.543,0.191,19.9
15.267,3.566,0.203,21.9
15.367,3.589,0.217,24.0
15.467,3.613,0.232,25.9
15.567,3.638,0.249,27.8
15.667,3.665,0.266,29.3
15.767,3.693,0.285,30.5
15.867,3.723,0.305,31.6
15.967,3.753,0.326,32.4
16.067,3.785,0.348,33.0
16.167,3.816,0.369,33.5
16.267,3.846,0.390,34.0
16.367,3.866,0.404,34.2
16.467,3.882,0.416,34.4
16.567,3.899,0.427,34.5
16.667,3.914,0.438,34.6
16.767,3.930,0.448,34.5
16.867,3.945,0.459,34.4
16.967,3.960,0.469,34.3
17.067,3.975,0.479,34.3
17.167,3.990,0.489,34.2
17.267,4.005,0.499,34.2
17.367,4.021,0.510,34.1
17.467,4.036,0.520,34.0
17.567,4.051,0.530,33.9
17.667,4.066,0.539,33.7
17.767,4.081,0.549,33.5
17.867,4.096,0.558,33.3
17.967,4.111,0.568,33.1
18.067,4.127,0.578,33.0
18.167,4.142,0.588,32.9
18.267,4.158,0.598,32.8
18.367,4.174,0.608,32.8
18.467,4.190,0.618,32.8
18.567,4.206,0.629,32.9
18.667,4.223,0.640,33.0
18.767,4.239,0.650,33.0
18.867,4.255,0.660,33.0
18.967,4.271,0.669,32.1
19.067,4.289,0.676,30.2
19.167,4.307,0.683,28.4
19.267,4.326,0.689,26.6
19.367,4.344,0.694,24.8
19.467,4.364,0.699,23.0
19.567,4.384,0.705,21.5
19.667,4.406,0.711,20.5
19.767,4.429,0.721,21.3
19.867,4.462,0.736,22.2
19.967,4.493,0.751,23.3
20.067,4.522,0.767,24.5
20.167,4.552,0.783,25.6
20.267,4.583,0.800,26.5
20.367,4.613,0.817,27.5
20.467,4.645,0.835,28.3
20.567,4.677,0.854,28.9
20.667,4.710,0.874,29.5
20.767,4.743,0.893,29.9
20.867,4.775,0.913,30.2
20.967,4.807,0.932,30.5
21.067,4.838,0.951,30.7
21.167,4.869,0.970,30.8
21.267,4.890,0.982,30.9
21.367,4.897,0.987,30.9
21.467,4.905,0.991,30.8
21.567,4.912,0.995,30.7
21.667,4.920,1.000,30.6
21.767,4.928,1.004,30.5
21.867,4.935,1.008,30.3
21.967,4.943,1.012,30.2
22.067,4.951,1.016,30.1
22.167,4.958,1.021,30.0
22.267,4.966,1.025,29.9
22.367,4.974,1.029,29.8
22.467,4.981,1.033,29.8
22.567,4.989,1.038,29.7
22.667,4.997,1.042,29.7
22.767,5.004,1.046,29.6
22.867,5.012,1.050,29.6
22.967,5.019,1.055,29.6
23.067,5.030,1.061,29.5
23.167,5.060,1.077,29.4
23.267,5.090,1.094,29.4
23.367,5.121,1.111,29.4
23.467,5.151,1.128,29.3
23.567,5.181,1.145,29.2
23.667,5.212,1.162,29.1
23.767,5.242,1.178,28.9
23.867,5.272,1.194,28.6
23.967,5.302,1.210,28.5
24.067,5.332,1.226,28.3
24.167,5.362,1.242,28.1
24.267,5.392,1.257,27.8
24.367,5.422,1.272,27.5
24.467,5.453,1.288,27.3
24.567,5.483,1.303,27.0
24.667,5.513,1.317,26.7
24.767,5.543,1.332,26.4
24.867,5.573,1.346,26.0
24.967,5.604,1.360,25.7
25.067,5.634,1.373,25.3
25.167,5.664,1.387,24.9
25.267,5.694,1.400,24.5
25.367,5.725,1.413,24.0
25.467,5.755,1.425,23.6
25.567,5.785,1.437,23.1
25.667,5.815,1.449,22.6
25.767,5.845,1.460,22.1
25.867,5.875,1.471,21.6
25.967,5.905,1.482,21.0
26.067,5.934,1.492,20.3
26.167,5.964,1.501,19.6
26.267,5.993,1.510,18.9
26.367,6.022,1.518,18.1
26.467,6.050,1.525,17.3
26.567,6.078,1.532,16.3
26.667,6.105,1.538,15.3
26.767,6.131,1.543,14.3
26.867,6.156,1.547,13.0
26.967,6.181,1.550,11.7
27.067,6.204,1.552,10.3
27.167,6.227,1.553,8.9
27.267,6.251,1.554,7.6
27.367,6.276,1.555,6.4
27.467,6.290,1.558,7.1
27.567,6.309,1.563,8.9
27.667,6.317,1.573,13.3
27.767,6.324,1.584,18.1
27.867,6.330,1.595,22.9
27.967,6.335,1.606,27.6
28.067,6.339,1.618,32.1
28.167,6.343,1.629,36.0
28.267,6.347,1.639,39.2
28.367,6.352,1.650,41.8
28.467,6.360,1.662,44.2
28.567,6.369,1.676,46.0
28.667,6.380,1.692,47.7
28.767,6.392,1.709,49.1
