mission,goal_x,goal_y,attempt,result,wall_s,epoch_start,epoch_end
adjacent-x,-8.19,-3.42,1,SUCCEEDED,228.9,1785485537.0,1785485766.1
adjacent-y,3.92,6.58,1,ABORTED,133.3,1785485769.1,1785485902.4
adjacent-y,3.92,6.58,2,ABORTED,21.6,1785485922.4,1785485944.0
diagonal,-6.69,6.58,1,ABORTED,74.4,1785485947.0,1785486021.4
diagonal,-6.69,6.58,2,ABORTED,75.0,1785486041.4,1785486116.4
home,0.00,0.00,1,ABORTED,48.3,1785486119.4,1785486167.7
home,0.00,0.00,2,ABORTED,52.7,1785486187.7,1785486240.4
