# seed=20260723019 wall_start=2026-07-23 16:37:55
sim_t,x,y,yaw_deg
0.067,-0.000,-0.000,0.0
0.167,-0.000,-0.000,0.0
0.267,-0.000,-0.000,0.0
0.367,0.023,-0.001,-0.4
0.467,0.057,-0.001,-0.4
0.567,0.092,-0.001,-0.5
0.667,0.126,-0.002,-0.5
0.767,0.157,-0.004,-1.2
0.867,0.191,-0.004,-1.0
0.967,0.225,-0.004,-0.9
1.067,0.259,-0.005,-0.9
1.167,0.292,-0.005,-0.6
1.267,0.325,-0.005,-0.4
1.367,0.358,-0.004,-0.2
1.467,0.391,-0.004,0.0
1.567,0.424,-0.004,0.2
1.667,0.459,0.000,2.1
1.767,0.493,0.006,4.3
1.867,0.527,0.013,6.5
1.967,0.562,0.022,8.7
2.067,0.597,0.030,9.7
2.167,0.634,0.034,9.0
2.267,0.672,0.038,8.1
2.367,0.708,0.041,6.9
2.467,0.744,0.043,5.5
2.567,0.780,0.043,4.2
2.667,0.817,0.043,3.0
2.767,0.854,0.043,1.9
2.867,0.892,0.042,0.9
2.967,0.930,0.041,0.0
3.067,0.966,0.039,-0.6
3.167,1.001,0.038,-1.1
3.267,1.035,0.036,-1.5
3.367,1.069,0.035,-1.8
3.467,1.102,0.033,-2.1
3.567,1.134,0.032,-2.3
3.667,1.166,0.030,-2.6
3.767,1.198,0.028,-2.7
3.867,1.228,0.026,-3.0
3.967,1.259,0.024,-3.1
4.067,1.288,0.022,-3.5
4.167,1.317,0.019,-3.9
4.267,1.346,0.017,-4.3
4.367,1.375,0.014,-4.6
4.467,1.403,0.011,-4.9
4.567,1.431,0.008,-5.1
4.667,1.459,0.005,-5.3
4.767,1.486,0.002,-5.4
4.867,1.513,-0.000,-5.6
4.967,1.539,-0.003,-5.7
5.067,1.566,-0.006,-5.7
5.167,1.592,-0.009,-5.7
5.267,1.618,-0.011,-5.7
5.367,1.644,-0.014,-5.7
5.467,1.670,-0.017,-5.8
5.567,1.696,-0.019,-5.8
5.667,1.721,-0.022,-5.8
5.767,1.747,-0.024,-5.7
5.867,1.772,-0.027,-5.6
5.967,1.797,-0.029,-5.6
6.067,1.822,-0.031,-5.5
6.167,1.847,-0.033,-5.4
6.267,1.872,-0.036,-5.4
6.367,1.897,-0.038,-5.3
6.467,1.923,-0.040,-5.2
6.567,1.948,-0.042,-5.2
6.667,1.973,-0.044,-5.1
6.767,1.998,-0.047,-5.0
6.867,2.023,-0.049,-5.0
6.967,2.048,-0.051,-4.9
7.067,2.073,-0.053,-4.8
7.167,2.098,-0.055,-4.8
7.267,2.122,-0.056,-4.7
7.367,2.147,-0.058,-4.6
7.467,2.171,-0.060,-4.5
7.567,2.196,-0.062,-4.5
7.667,2.220,-0.064,-4.4
7.767,2.245,-0.065,-4.3
7.867,2.269,-0.067,-4.2
7.967,2.293,-0.069,-4.2
8.067,2.318,-0.070,-4.1
8.167,2.342,-0.072,-4.0
8.267,2.366,-0.074,-3.9
8.367,2.390,-0.075,-3.9
8.467,2.414,-0.076,-3.8
8.567,2.438,-0.078,-3.7
8.667,2.462,-0.079,-3.6
8.767,2.486,-0.081,-3.6
8.867,2.510,-0.082,-3.5
8.967,2.534,-0.083,-3.4
9.067,2.557,-0.085,-3.4
9.167,2.581,-0.086,-3.3
9.267,2.604,-0.087,-3.2
9.367,2.628,-0.088,-3.1
9.467,2.651,-0.089,-3.0
9.567,2.674,-0.090,-3.0
9.667,2.696,-0.091,-2.9
9.767,2.717,-0.092,-2.8
9.867,2.736,-0.093,-2.7
9.967,2.752,-0.093,-2.4
10.067,2.761,-0.091,-0.9
10.167,2.770,-0.088,0.7
10.267,2.777,-0.085,2.3
10.367,2.784,-0.082,3.8
10.467,2.791,-0.079,5.3
10.567,2.799,-0.076,6.5
10.667,2.806,-0.073,7.7
10.767,2.813,-0.070,8.7
10.867,2.820,-0.067,9.5
10.967,2.827,-0.065,10.3
11.067,2.833,-0.062,10.9
11.167,2.840,-0.060,11.4
11.267,2.846,-0.058,11.9
11.367,2.852,-0.056,12.2
11.467,2.858,-0.055,12.5
11.567,2.863,-0.053,12.8
11.667,2.868,-0.051,13.0
11.767,2.872,-0.050,13.2
11.867,2.874,-0.047,14.5
11.967,2.871,-0.040,18.9
12.067,2.869,-0.033,23.5
12.167,2.865,-0.025,28.0
12.267,2.861,-0.019,32.5
12.367,2.857,-0.012,37.1
12.467,2.852,-0.006,41.6
12.567,2.855,0.007,45.6
12.667,2.877,0.029,45.1
12.767,2.903,0.048,42.9
12.867,2.928,0.064,40.2
12.967,2.951,0.074,36.9
13.067,2.973,0.083,33.6
13.167,2.998,0.092,30.4
13.267,3.023,0.101,27.8
13.367,3.052,0.111,25.8
13.467,3.083,0.122,24.3
13.567,3.116,0.135,23.1
13.667,3.152,0.148,22.2
13.767,3.187,0.161,21.6
13.867,3.220,0.173,21.2
13.967,3.252,0.185,20.9
14.067,3.269,0.191,20.9
14.167,3.282,0.196,20.9
14.267,3.297,0.202,20.9
14.367,3.325,0.213,21.0
14.467,3.353,0.224,21.2
14.567,3.380,0.235,21.4
14.667,3.407,0.246,21.5
14.767,3.434,0.257,21.7
14.867,3.460,0.268,22.0
14.967,3.485,0.278,22.2
15.067,3.511,0.289,22.3
15.167,3.536,0.300,22.6
15.267,3.563,0.312,23.1
15.367,3.590,0.325,23.5
15.467,3.616,0.337,24.0
15.567,3.646,0.343,20.7
15.667,3.677,0.345,16.1
15.767,3.709,0.344,11.5
15.867,3.740,0.341,6.8
15.967,3.771,0.335,2.4
16.067,3.796,0.330,-0.6
16.167,3.818,0.332,0.4
16.267,3.836,0.336,2.3
16.367,3.849,0.340,4.5
16.467,3.867,0.345,5.9
16.567,3.890,0.347,6.0
16.667,3.913,0.349,5.9
16.767,3.933,0.351,5.6
16.867,3.952,0.352,5.2
16.967,3.970,0.353,4.7
17.067,3.989,0.353,4.2
17.167,4.007,0.354,3.7
17.267,4.026,0.354,3.3
17.367,4.045,0.354,2.9
17.467,4.064,0.354,2.4
17.567,4.084,0.355,2.1
17.667,4.104,0.355,1.8
17.767,4.124,0.355,1.6
17.867,4.145,0.355,1.4
17.967,4.166,0.355,1.2
18.067,4.186,0.355,0.9
18.167,4.207,0.355,0.7
18.267,4.228,0.355,0.6
18.367,4.249,0.355,0.5
18.467,4.270,0.355,0.3
18.567,4.291,0.355,0.2
18.667,4.312,0.355,0.1
18.767,4.334,0.355,0.0
18.867,4.355,0.354,-0.2
18.967,4.376,0.354,-0.3
19.067,4.396,0.354,-0.4
19.167,4.417,0.353,-0.5
19.267,4.438,0.353,-0.7
19.367,4.459,0.352,-0.8
19.467,4.480,0.352,-0.9
19.567,4.501,0.351,-1.0
19.667,4.522,0.351,-1.1
19.767,4.541,0.350,-1.0
19.867,4.550,0.356,1.9
19.967,4.559,0.362,5.2
20.067,4.567,0.369,8.6
20.167,4.575,0.377,12.0
20.267,4.583,0.384,15.1
20.367,4.591,0.391,17.9
20.467,4.600,0.399,20.4
20.567,4.611,0.408,22.5
20.667,4.624,0.417,24.4
20.767,4.640,0.428,26.0
20.867,4.657,0.439,27.3
20.967,4.676,0.451,28.4
21.067,4.697,0.464,29.2
21.167,4.718,0.478,30.0
21.267,4.741,0.493,30.6
21.367,4.764,0.507,31.1
21.467,4.788,0.523,31.5
21.567,4.813,0.539,31.7
21.667,4.840,0.557,32.5
21.767,4.866,0.575,33.0
21.867,4.894,0.595,33.7
21.967,4.922,0.616,34.5
22.067,4.950,0.637,35.2
22.167,4.978,0.658,35.9
22.267,5.006,0.680,36.5
22.367,5.035,0.703,37.1
22.467,5.064,0.726,37.6
22.567,5.093,0.750,38.0
22.667,5.122,0.774,38.3
22.767,5.152,0.798,38.6
22.867,5.182,0.822,38.8
22.967,5.211,0.846,38.8
23.067,5.240,0.869,38.9
23.167,5.269,0.893,38.9
23.267,5.297,0.916,38.9
23.367,5.326,0.939,38.9
23.467,5.354,0.961,38.8
23.567,5.383,0.984,38.8
23.667,5.411,1.007,38.7
23.767,5.439,1.029,38.6
23.867,5.468,1.051,38.5
23.967,5.496,1.074,38.4
24.067,5.525,1.096,38.3
24.167,5.553,1.119,38.3
24.267,5.582,1.141,38.2
24.367,5.610,1.163,38.1
24.467,5.639,1.186,38.1
24.567,5.668,1.208,38.0
24.667,5.696,1.230,37.9
24.767,5.725,1.252,37.8
24.867,5.753,1.274,37.7
24.967,5.782,1.295,37.6
25.067,5.811,1.317,37.4
25.167,5.839,1.338,37.3
25.267,5.868,1.360,37.1
25.367,5.896,1.381,36.9
25.467,5.925,1.402,36.8
25.567,5.954,1.423,36.6
25.667,5.983,1.444,36.5
25.767,6.011,1.465,36.3
25.867,6.040,1.486,36.1
25.967,6.069,1.506,35.9
26.067,6.098,1.527,35.8
26.167,6.128,1.548,35.6
26.267,6.157,1.568,35.4
26.367,6.186,1.588,35.3
26.467,6.215,1.609,35.1
26.567,6.245,1.629,34.9
26.667,6.274,1.648,34.6
26.767,6.303,1.668,34.4
26.867,6.327,1.685,34.5
26.967,6.352,1.702,34.5
27.067,6.375,1.718,34.7
27.167,6.398,1.734,34.9
27.267,6.421,1.751,35.1
27.367,6.444,1.767,35.2
27.467,6.467,1.784,35.4
27.567,6.490,1.801,35.5
27.667,6.513,1.818,35.6
27.767,6.536,1.835,35.7
27.867,6.560,1.852,35.8
27.967,6.583,1.869,35.9
28.067,6.607,1.886,36.0
28.167,6.630,1.903,36.0
28.267,6.654,1.921,36.0
28.367,6.678,1.938,36.0
28.467,6.702,1.956,36.0
28.567,6.727,1.973,36.0
28.667,6.751,1.991,35.9
