# seed=20260723012 wall_start=2026-07-23 14:17:34
sim_t,x,y,yaw_deg
0.067,-0.000,-0.000,0.0
0.167,-0.000,-0.000,0.0
0.267,0.011,-0.000,-0.1
0.367,0.039,0.001,0.3
0.467,0.067,0.002,0.8
0.567,0.099,0.004,1.9
0.667,0.129,0.007,2.7
0.767,0.157,0.010,3.3
0.867,0.188,0.013,4.3
0.967,0.215,0.016,4.7
1.067,0.245,0.021,5.5
1.167,0.272,0.024,6.1
1.267,0.299,0.028,6.6
1.367,0.320,0.031,6.7
1.467,0.338,0.033,6.7
1.567,0.357,0.035,6.4
1.667,0.382,0.037,6.2
1.767,0.408,0.039,6.0
1.867,0.433,0.042,5.8
1.967,0.457,0.044,5.7
2.067,0.482,0.046,5.5
2.167,0.507,0.048,5.3
2.267,0.531,0.050,5.2
2.367,0.555,0.052,5.1
2.467,0.579,0.054,5.1
2.567,0.603,0.056,5.0
2.667,0.627,0.058,5.0
2.767,0.650,0.060,5.0
2.867,0.673,0.062,5.0
2.967,0.696,0.064,5.1
3.067,0.719,0.066,5.1
3.167,0.742,0.069,5.1
3.267,0.765,0.071,5.2
3.367,0.788,0.073,5.2
3.467,0.810,0.075,5.2
3.567,0.833,0.077,5.3
3.667,0.856,0.079,5.3
3.767,0.879,0.082,5.3
3.867,0.902,0.084,5.4
3.967,0.925,0.086,5.4
4.067,0.948,0.088,5.4
4.167,0.971,0.090,5.5
4.267,0.993,0.093,5.5
4.367,1.016,0.095,5.5
4.467,1.039,0.097,5.6
4.567,1.061,0.100,5.7
4.667,1.083,0.102,5.8
4.767,1.105,0.105,5.9
4.867,1.128,0.107,6.1
4.967,1.150,0.110,6.2
5.067,1.172,0.112,6.2
5.167,1.195,0.115,6.3
5.267,1.218,0.117,6.3
5.367,1.240,0.120,6.3
5.467,1.263,0.123,6.4
5.567,1.286,0.125,6.4
5.667,1.308,0.128,6.4
5.767,1.331,0.130,6.4
5.867,1.354,0.133,6.5
5.967,1.376,0.136,6.6
6.067,1.398,0.138,6.7
6.167,1.420,0.141,6.8
6.267,1.442,0.144,6.9
6.367,1.463,0.147,7.1
6.467,1.485,0.150,7.2
6.567,1.508,0.153,7.4
6.667,1.531,0.157,7.6
6.767,1.555,0.160,7.8
6.867,1.578,0.164,8.0
6.967,1.601,0.168,8.2
7.067,1.625,0.171,8.4
7.167,1.648,0.175,8.6
7.267,1.671,0.179,8.8
7.367,1.694,0.183,9.0
7.467,1.718,0.187,9.2
7.567,1.742,0.191,9.3
7.667,1.766,0.195,9.3
7.767,1.790,0.199,9.4
7.867,1.814,0.204,9.5
7.967,1.838,0.208,9.6
8.067,1.862,0.212,9.7
8.167,1.886,0.216,9.8
8.267,1.910,0.221,9.9
8.367,1.934,0.225,10.0
8.467,1.958,0.229,10.0
8.567,1.982,0.234,10.1
8.667,2.006,0.238,10.2
8.767,2.030,0.243,10.3
8.867,2.054,0.247,10.3
8.967,2.077,0.252,10.4
9.067,2.101,0.256,10.5
9.167,2.125,0.261,10.6
9.267,2.149,0.265,10.6
9.367,2.173,0.270,10.7
9.467,2.197,0.275,10.8
9.567,2.221,0.279,10.8
9.667,2.245,0.284,10.9
9.767,2.268,0.289,11.0
9.867,2.292,0.293,11.0
9.967,2.315,0.298,11.1
10.067,2.339,0.303,11.2
10.167,2.362,0.308,11.3
10.267,2.386,0.313,11.3
10.367,2.409,0.317,11.4
10.467,2.433,0.322,11.5
10.567,2.456,0.327,11.5
10.667,2.480,0.332,11.6
10.767,2.503,0.337,11.6
10.867,2.526,0.342,11.7
10.967,2.549,0.347,11.8
11.067,2.573,0.352,11.8
11.167,2.596,0.357,11.9
11.267,2.619,0.362,12.0
11.367,2.642,0.367,12.0
11.467,2.665,0.372,12.1
11.567,2.688,0.377,12.1
11.667,2.711,0.382,12.2
11.767,2.734,0.387,12.2
11.867,2.758,0.392,12.3
11.967,2.781,0.397,12.4
12.067,2.804,0.403,12.4
12.167,2.827,0.408,12.5
12.267,2.850,0.413,12.5
12.367,2.872,0.418,12.6
12.467,2.894,0.423,12.7
12.567,2.916,0.428,12.8
12.667,2.938,0.434,13.0
12.767,2.960,0.439,13.1
12.867,2.982,0.444,13.3
12.967,3.004,0.450,13.4
13.067,3.026,0.455,13.5
13.167,3.048,0.461,13.5
13.267,3.071,0.466,13.6
13.367,3.093,0.472,13.6
13.467,3.115,0.477,13.7
13.567,3.138,0.483,13.7
13.667,3.160,0.488,13.8
13.767,3.171,0.494,15.5
13.867,3.180,0.501,17.3
13.967,3.198,0.508,18.2
14.067,3.219,0.515,18.4
14.167,3.233,0.521,19.2
14.267,3.249,0.529,20.3
14.367,3.265,0.537,21.1
14.467,3.273,0.543,22.7
14.567,3.286,0.551,23.8
14.667,3.310,0.561,23.6
14.767,3.333,0.571,23.8
14.867,3.354,0.581,24.0
14.967,3.366,0.589,25.0
15.067,3.378,0.596,26.0
15.167,3.388,0.603,27.2
15.267,3.404,0.613,27.8
15.367,3.424,0.624,28.1
15.467,3.449,0.637,27.8
15.567,3.476,0.650,27.3
15.667,3.503,0.663,26.9
15.767,3.523,0.674,27.0
15.867,3.548,0.686,26.9
15.967,3.575,0.698,26.4
16.067,3.601,0.711,26.1
16.167,3.627,0.723,25.7
16.267,3.651,0.733,25.3
16.367,3.668,0.742,25.4
16.467,3.686,0.750,25.2
16.567,3.702,0.756,24.9
16.667,3.716,0.762,24.7
16.767,3.728,0.768,24.6
16.867,3.739,0.773,24.4
16.967,3.748,0.776,24.2
17.067,3.752,0.780,25.2
17.167,3.758,0.783,25.2
17.267,3.763,0.789,27.3
17.367,3.766,0.797,30.3
17.467,3.768,0.802,32.3
17.567,3.770,0.809,34.8
17.667,3.773,0.816,37.4
17.767,3.778,0.820,37.2
17.867,3.786,0.825,36.5
17.967,3.795,0.830,35.7
18.067,3.808,0.836,34.5
18.167,3.822,0.843,33.1
18.267,3.835,0.848,31.9
18.367,3.846,0.852,30.7
18.467,3.855,0.856,29.7
18.567,3.858,0.857,29.7
18.667,3.855,0.863,33.5
18.767,3.850,0.869,38.0
18.867,3.845,0.875,42.5
18.967,3.839,0.881,47.0
19.067,3.834,0.886,51.6
19.167,3.827,0.891,56.1
19.267,3.825,0.898,59.5
19.367,3.832,0.916,61.1
19.467,3.844,0.944,62.3
19.567,3.862,0.972,60.8
19.667,3.885,1.002,58.4
19.767,3.903,1.034,59.3
19.867,3.919,1.068,60.6
19.967,3.935,1.102,62.1
20.067,3.951,1.135,62.3
20.167,3.969,1.168,62.5
20.267,3.984,1.202,63.3
20.367,3.994,1.239,67.0
20.467,4.001,1.278,71.4
20.567,4.004,1.317,75.6
20.667,4.005,1.356,79.9
20.767,4.007,1.393,81.9
20.867,4.010,1.426,82.6
20.967,4.014,1.456,82.7
21.067,4.018,1.481,82.3
21.167,4.022,1.503,81.6
21.267,4.027,1.525,80.8
21.367,4.031,1.545,80.1
21.467,4.036,1.563,79.5
21.567,4.041,1.584,78.9
21.667,4.047,1.607,78.2
21.767,4.053,1.629,77.6
21.867,4.059,1.653,77.1
21.967,4.065,1.676,76.6
22.067,4.072,1.700,76.2
22.167,4.079,1.725,75.8
22.267,4.086,1.750,75.5
22.367,4.093,1.776,75.3
22.467,4.100,1.801,75.1
22.567,4.107,1.827,74.9
22.667,4.115,1.853,74.7
22.767,4.122,1.880,74.6
22.867,4.130,1.906,74.5
22.967,4.137,1.933,74.4
23.067,4.145,1.959,74.3
23.167,4.153,1.986,74.2
23.267,4.160,2.013,74.1
23.367,4.168,2.039,74.1
23.467,4.176,2.066,74.0
23.567,4.184,2.092,73.9
23.667,4.192,2.119,73.8
23.767,4.199,2.146,73.7
23.867,4.207,2.172,73.7
23.967,4.215,2.199,73.6
24.067,4.223,2.225,73.5
24.167,4.231,2.252,73.4
24.267,4.239,2.279,73.4
24.367,4.247,2.305,73.3
24.467,4.256,2.332,73.2
24.567,4.264,2.358,73.2
24.667,4.272,2.385,73.1
24.767,4.280,2.412,73.1
24.867,4.288,2.438,73.0
24.967,4.297,2.465,73.0
25.067,4.305,2.492,73.0
25.167,4.313,2.519,72.9
25.267,4.321,2.545,72.9
25.367,4.330,2.572,72.9
25.467,4.338,2.599,72.9
25.567,4.346,2.626,72.9
25.667,4.354,2.652,72.9
25.767,4.362,2.679,72.9
25.867,4.371,2.706,72.9
25.967,4.379,2.732,72.9
26.067,4.387,2.759,72.9
26.167,4.395,2.786,72.9
26.267,4.403,2.812,72.8
26.367,4.412,2.837,72.7
26.467,4.420,2.863,72.6
26.567,4.428,2.889,72.5
26.667,4.436,2.915,72.4
26.767,4.445,2.941,72.3
26.867,4.453,2.967,72.3
26.967,4.462,2.993,72.2
27.067,4.470,3.019,72.1
27.167,4.479,3.045,72.1
27.267,4.487,3.071,72.0
27.367,4.496,3.097,71.9
27.467,4.504,3.123,71.9
27.567,4.513,3.149,71.8
27.667,4.522,3.175,71.8
27.767,4.530,3.201,71.7
27.867,4.539,3.226,71.7
27.967,4.548,3.252,71.6
28.067,4.556,3.278,71.6
28.167,4.565,3.304,71.5
28.267,4.574,3.330,71.5
28.367,4.582,3.356,71.5
28.467,4.591,3.382,71.5
28.567,4.600,3.407,71.4
28.667,4.609,3.433,71.4
28.767,4.617,3.459,71.4
28.867,4.626,3.485,71.4
28.967,4.635,3.511,71.4
29.067,4.643,3.536,71.4
29.167,4.652,3.561,71.3
29.267,4.661,3.587,71.2
29.367,4.670,3.612,71.1
29.467,4.678,3.637,71.0
29.567,4.687,3.662,70.9
29.667,4.696,3.687,70.8
29.767,4.705,3.712,70.7
29.867,4.714,3.737,70.6
