# seed=20260723007 wall_start=2026-07-31 12:16:04 fmt=v2
sim_t,x,y,yaw_deg,p0x,p0y,p1x,p1y,p2x,p2y
0.100,-0.000,-0.000,0.0,4.596,-7.917,5.085,8.047,8.114,8.194
0.200,-0.000,-0.000,0.0,4.566,-7.830,5.162,8.056,8.118,8.103
0.300,-0.000,-0.000,0.0,4.537,-7.743,5.240,8.065,8.123,8.012
0.400,-0.000,-0.000,0.0,4.507,-7.656,5.317,8.073,8.127,7.922
0.500,-0.000,-0.000,0.0,4.478,-7.569,5.395,8.082,8.132,7.831
0.600,-0.000,-0.000,0.0,4.449,-7.481,5.472,8.091,8.137,7.740
0.700,-0.000,-0.000,0.0,4.419,-7.394,5.550,8.099,8.141,7.649
0.800,-0.000,-0.000,0.0,4.390,-7.307,5.627,8.108,8.146,7.558
0.900,-0.000,-0.000,0.0,4.361,-7.220,5.705,8.117,8.150,7.467
1.000,-0.000,-0.000,0.0,4.331,-7.133,5.782,8.125,8.155,7.376
1.100,-0.000,-0.000,0.0,4.302,-7.045,5.860,8.134,8.159,7.285
1.200,-0.000,-0.000,0.0,4.273,-6.958,5.937,8.143,8.164,7.195
1.300,-0.000,-0.000,0.0,4.243,-6.871,6.015,8.152,8.168,7.104
1.400,-0.000,-0.000,0.0,4.214,-6.784,6.092,8.160,8.173,7.013
1.500,-0.000,-0.000,0.0,4.184,-6.697,6.170,8.169,8.177,6.922
1.600,-0.000,-0.000,0.0,4.155,-6.609,6.247,8.178,8.182,6.831
1.700,-0.000,-0.000,0.0,4.126,-6.522,6.325,8.186,8.186,6.740
1.800,-0.000,-0.000,0.0,4.096,-6.435,6.402,8.195,8.191,6.649
1.900,-0.000,-0.000,0.0,4.067,-6.348,6.480,8.204,8.196,6.558
2.000,-0.000,-0.000,0.0,4.038,-6.261,6.557,8.212,8.200,6.467
2.100,-0.000,-0.000,0.0,4.008,-6.174,6.635,8.221,8.205,6.377
2.200,-0.000,-0.000,0.0,3.979,-6.086,6.712,8.230,8.209,6.286
2.300,-0.000,-0.000,0.0,3.950,-5.999,6.790,8.238,8.214,6.195
2.400,-0.000,-0.000,0.0,3.920,-5.912,6.867,8.247,8.218,6.104
2.500,0.000,-0.000,0.0,3.891,-5.825,6.945,8.256,8.223,6.013
2.600,-0.000,-0.000,0.0,3.862,-5.738,7.022,8.265,8.227,5.922
2.700,0.000,-0.002,-0.9,3.832,-5.650,7.100,8.273,8.232,5.831
2.800,0.000,-0.003,-1.7,3.803,-5.563,7.177,8.282,8.236,5.740
2.900,-0.000,-0.004,-2.4,3.773,-5.476,7.255,8.291,8.241,5.649
3.000,-0.000,-0.004,-2.4,3.744,-5.389,7.333,8.299,8.246,5.559
3.100,-0.000,-0.004,-2.4,3.715,-5.302,7.410,8.308,8.250,5.468
3.200,-0.000,-0.004,-2.4,3.685,-5.214,7.488,8.317,8.255,5.377
3.300,-0.000,-0.004,-2.4,3.656,-5.127,7.565,8.325,8.259,5.286
3.400,-0.000,-0.004,-2.4,3.627,-5.040,7.643,8.334,8.264,5.195
3.500,-0.000,-0.004,-2.4,3.597,-4.953,7.720,8.343,8.268,5.104
3.600,-0.000,-0.004,-2.4,3.568,-4.866,7.798,8.351,8.273,5.013
3.700,-0.000,-0.004,-2.4,3.539,-4.779,7.875,8.360,8.277,4.922
3.800,-0.000,-0.004,-2.4,3.509,-4.691,7.953,8.369,8.282,4.831
3.900,-0.000,-0.004,-2.4,3.480,-4.604,8.030,8.378,8.286,4.741
4.000,-0.000,-0.004,-2.4,3.451,-4.517,8.108,8.386,8.286,4.741
