mission,goal_x,goal_y,attempt,result,wall_s,epoch_start,epoch_end
adjacent-x,6.56,-2.42,1,TIMEOUT,240.0,1785499423.7,1785499664.0
adjacent-x,6.56,-2.42,2,TIMEOUT,240.0,1785499684.0,1785499924.0
adjacent-y,-2.24,6.98,1,ABORTED,57.0,1785499927.0,1785499984.1
adjacent-y,-2.24,6.98,2,ABORTED,43.6,1785500004.1,1785500047.6
diagonal,5.27,7.73,1,ABORTED,234.9,1785500050.6,1785500285.5
diagonal,5.27,7.73,2,ABORTED,37.5,1785500305.5,1785500343.1
home,0.00,0.00,1,ABORTED,38.0,1785500346.1,1785500384.1
home,0.00,0.00,2,ABORTED,39.0,1785500404.1,1785500443.1
