mission,goal_x,goal_y,attempt,result,wall_s,epoch_start,epoch_end
adjacent-x,6.31,-2.65,1,ABORTED,32.0,1785498356.2,1785498388.4
adjacent-x,6.31,-2.65,2,ABORTED,34.0,1785498408.4,1785498442.4
adjacent-y,-4.58,6.46,1,ABORTED,38.0,1785498445.4,1785498483.4
adjacent-y,-4.58,6.46,2,ABORTED,27.0,1785498503.4,1785498530.4
diagonal,5.71,7.49,1,ABORTED,30.0,1785498533.4,1785498563.4
diagonal,5.71,7.49,2,ABORTED,38.0,1785498583.4,1785498621.4
home,0.00,0.00,1,ABORTED,8.0,1785498624.4,1785498632.4
home,0.00,0.00,2,ABORTED,45.0,1785498652.4,1785498697.4
