# seed=20260723012 wall_start=2026-07-31 13:05:10 fmt=v2
sim_t,x,y,yaw_deg,p0x,p0y,p1x,p1y,p2x,p2y
0.033,-0.000,-0.000,0.0,-1.769,2.324,8.268,7.633,7.502,5.389
0.133,-0.000,-0.000,0.0,-1.705,2.225,8.193,7.648,7.502,5.389
0.233,-0.000,-0.000,0.0,-1.641,2.126,8.119,7.664,7.502,5.389
0.333,-0.000,-0.000,0.0,-1.577,2.027,8.044,7.679,7.502,5.389
0.433,-0.000,-0.000,0.0,-1.512,1.928,7.970,7.695,7.502,5.389
0.533,-0.000,-0.000,0.0,-1.448,1.829,7.896,7.711,7.502,5.389
0.633,-0.000,-0.000,0.0,-1.384,1.730,7.821,7.726,7.502,5.389
0.733,-0.000,-0.000,0.0,-1.320,1.631,7.747,7.742,7.502,5.389
0.833,-0.000,-0.000,0.0,-1.255,1.532,7.673,7.758,7.502,5.389
0.933,-0.000,-0.000,0.0,-1.191,1.433,7.598,7.773,7.502,5.389
1.033,-0.000,-0.000,0.0,-1.127,1.334,7.524,7.789,7.502,5.389
1.133,-0.000,-0.000,0.0,-1.063,1.235,7.449,7.804,7.502,5.389
1.233,-0.000,-0.000,0.0,-0.998,1.136,7.375,7.820,7.502,5.389
1.333,-0.000,-0.000,0.0,-0.934,1.037,7.301,7.836,7.502,5.389
1.433,-0.000,-0.000,0.0,-0.870,0.938,7.226,7.851,7.502,5.389
1.533,-0.000,-0.000,0.0,-0.806,0.839,7.152,7.867,7.502,5.389
1.633,-0.000,-0.000,0.0,-0.742,0.740,7.078,7.882,7.502,5.389
1.733,-0.000,-0.000,0.0,-0.677,0.641,7.003,7.898,7.502,5.389
1.833,-0.000,-0.000,0.0,-0.613,0.542,6.929,7.914,7.502,5.389
1.933,-0.000,-0.000,0.0,-0.549,0.443,6.854,7.929,7.502,5.389
2.033,-0.000,-0.000,0.0,-0.485,0.344,6.780,7.945,7.502,5.389
2.133,-0.000,-0.000,0.0,-0.420,0.245,6.706,7.961,7.502,5.389
2.233,-0.000,-0.000,0.0,-0.356,0.146,6.631,7.976,7.502,5.389
2.333,-0.000,-0.000,0.0,-0.292,0.047,6.557,7.992,7.502,5.389
