# seed=20260723004 wall_start=2026-07-23 11:37:08
sim_t,x,y,yaw_deg
0.033,-0.000,-0.000,0.0
0.133,-0.000,-0.000,0.0
0.233,-0.000,-0.000,0.0
0.333,0.024,-0.002,-0.9
0.433,0.062,-0.005,-2.3
0.533,0.099,-0.010,-3.7
0.633,0.137,-0.015,-5.1
0.733,0.173,-0.021,-6.5
0.833,0.209,-0.028,-7.7
0.933,0.243,-0.035,-8.7
1.033,0.277,-0.042,-9.7
1.133,0.309,-0.050,-10.5
1.233,0.341,-0.057,-11.2
1.333,0.371,-0.064,-11.8
1.433,0.400,-0.071,-12.2
1.533,0.429,-0.078,-12.6
1.633,0.457,-0.085,-12.8
1.733,0.484,-0.091,-13.0
1.833,0.511,-0.098,-13.2
1.933,0.540,-0.106,-14.0
2.033,0.570,-0.117,-15.2
2.133,0.599,-0.127,-16.5
2.233,0.629,-0.139,-17.8
2.333,0.657,-0.151,-18.9
2.433,0.685,-0.163,-20.0
2.533,0.712,-0.174,-20.9
2.633,0.737,-0.185,-21.6
2.733,0.760,-0.195,-21.8
2.833,0.784,-0.205,-22.3
2.933,0.806,-0.215,-22.6
3.033,0.828,-0.225,-22.9
3.133,0.846,-0.231,-22.1
3.233,0.865,-0.238,-21.8
3.333,0.884,-0.245,-21.5
3.433,0.903,-0.252,-21.2
3.533,0.920,-0.256,-20.2
3.633,0.937,-0.260,-19.1
3.733,0.954,-0.264,-18.1
3.833,0.971,-0.268,-17.1
3.933,0.989,-0.272,-16.2
4.033,1.007,-0.275,-15.4
4.133,1.027,-0.279,-14.7
4.233,1.047,-0.284,-14.7
4.333,1.069,-0.290,-14.8
4.433,1.091,-0.298,-15.5
4.533,1.114,-0.305,-15.9
4.633,1.136,-0.310,-15.1
4.733,1.159,-0.317,-15.7
4.833,1.182,-0.325,-16.3
4.933,1.204,-0.332,-17.0
5.033,1.226,-0.340,-17.5
5.133,1.248,-0.348,-18.1
5.233,1.269,-0.356,-18.7
5.333,1.289,-0.364,-19.1
5.433,1.309,-0.372,-19.4
5.533,1.330,-0.379,-19.6
5.633,1.349,-0.387,-19.7
5.733,1.369,-0.394,-19.8
5.833,1.389,-0.401,-19.7
5.933,1.409,-0.408,-19.6
6.033,1.429,-0.415,-19.5
6.133,1.449,-0.422,-19.4
6.233,1.468,-0.428,-19.2
6.333,1.487,-0.434,-19.0
6.433,1.506,-0.440,-18.8
6.533,1.525,-0.446,-18.6
6.633,1.545,-0.453,-18.4
6.733,1.564,-0.459,-18.2
6.833,1.583,-0.464,-18.0
6.933,1.602,-0.470,-17.8
7.033,1.622,-0.476,-17.6
7.133,1.640,-0.482,-17.5
7.233,1.657,-0.487,-17.5
7.333,1.675,-0.493,-17.5
7.433,1.693,-0.498,-17.4
7.533,1.710,-0.504,-17.4
7.633,1.728,-0.509,-17.4
7.733,1.746,-0.515,-17.3
7.833,1.763,-0.520,-17.2
7.933,1.780,-0.525,-17.1
8.033,1.798,-0.530,-16.9
8.133,1.818,-0.536,-16.7
8.233,1.837,-0.541,-16.5
8.333,1.856,-0.546,-16.3
8.433,1.876,-0.552,-16.2
8.533,1.895,-0.557,-16.0
8.633,1.914,-0.562,-15.8
8.733,1.932,-0.567,-15.7
8.833,1.949,-0.571,-15.5
8.933,1.966,-0.576,-15.4
9.033,1.984,-0.580,-15.3
9.133,2.001,-0.585,-15.1
9.233,2.018,-0.589,-15.0
9.333,2.035,-0.593,-14.7
9.433,2.052,-0.597,-14.5
9.533,2.069,-0.601,-14.3
9.633,2.086,-0.605,-14.1
9.733,2.104,-0.609,-13.8
9.833,2.121,-0.613,-13.6
9.933,2.138,-0.616,-13.4
10.033,2.156,-0.620,-13.2
10.133,2.173,-0.624,-13.0
10.233,2.191,-0.628,-12.9
10.333,2.209,-0.632,-12.8
10.433,2.227,-0.636,-12.6
10.533,2.245,-0.639,-12.5
10.633,2.263,-0.643,-12.4
10.733,2.281,-0.647,-12.2
10.833,2.299,-0.650,-12.1
10.933,2.317,-0.654,-12.0
11.033,2.335,-0.657,-11.8
11.133,2.353,-0.661,-11.6
11.233,2.370,-0.664,-11.4
11.333,2.388,-0.667,-11.2
11.433,2.406,-0.670,-10.9
11.533,2.423,-0.673,-10.6
11.633,2.440,-0.675,-10.2
11.733,2.458,-0.678,-9.9
11.833,2.475,-0.680,-9.6
11.933,2.493,-0.682,-9.3
12.033,2.510,-0.685,-8.9
12.133,2.528,-0.687,-8.6
12.233,2.546,-0.689,-8.3
12.333,2.559,-0.688,-6.8
12.433,2.569,-0.683,-3.5
12.533,2.580,-0.678,-0.4
12.633,2.593,-0.675,1.1
12.733,2.609,-0.671,2.9
12.833,2.633,-0.671,2.5
12.933,2.650,-0.670,2.9
13.033,2.659,-0.665,5.0
13.133,2.676,-0.661,6.2
13.233,2.687,-0.658,7.4
13.333,2.696,-0.653,9.3
13.433,2.704,-0.649,11.0
13.533,2.711,-0.644,12.8
13.633,2.720,-0.639,14.4
13.733,2.729,-0.634,15.8
13.833,2.739,-0.629,17.0
13.933,2.752,-0.623,18.0
14.033,2.771,-0.618,17.5
14.133,2.782,-0.613,18.3
14.233,2.804,-0.602,20.1
14.333,2.827,-0.589,22.0
14.433,2.840,-0.582,23.2
14.533,2.858,-0.570,25.1
14.633,2.873,-0.559,26.8
14.733,2.885,-0.550,28.2
14.833,2.895,-0.542,29.5
14.933,2.903,-0.535,30.5
15.033,2.909,-0.530,31.2
15.133,2.929,-0.517,31.8
15.233,2.951,-0.502,32.2
15.333,2.972,-0.488,32.5
15.433,2.992,-0.475,32.6
15.533,3.011,-0.463,32.6
15.633,3.030,-0.451,32.5
15.733,3.049,-0.440,32.4
15.833,3.067,-0.429,32.1
15.933,3.085,-0.418,31.8
16.033,3.103,-0.408,31.6
16.133,3.120,-0.398,31.2
16.233,3.138,-0.388,30.8
16.333,3.156,-0.378,30.4
16.433,3.173,-0.368,30.1
16.533,3.195,-0.351,32.2
16.633,3.214,-0.327,37.0
16.733,3.232,-0.302,41.9
16.833,3.246,-0.276,46.8
16.933,3.258,-0.248,51.6
17.033,3.270,-0.218,56.1
17.133,3.279,-0.184,61.7
17.233,3.283,-0.144,68.9
17.333,3.286,-0.109,73.6
17.433,3.292,-0.079,74.7
17.533,3.298,-0.054,75.1
17.633,3.305,-0.031,74.8
17.733,3.316,-0.001,73.5
17.833,3.329,0.031,72.0
17.933,3.343,0.063,70.2
18.033,3.359,0.095,68.5
18.133,3.375,0.126,66.7
18.233,3.391,0.156,65.3
18.333,3.408,0.186,63.9
18.433,3.425,0.214,62.6
18.533,3.442,0.242,61.5
18.633,3.458,0.269,60.7
18.733,3.473,0.293,60.1
18.833,3.489,0.317,59.5
18.933,3.502,0.339,59.2
19.033,3.514,0.359,59.0
19.133,3.526,0.379,58.9
19.233,3.538,0.398,58.9
19.333,3.549,0.417,59.0
19.433,3.560,0.435,59.0
19.533,3.571,0.453,59.2
19.633,3.581,0.471,59.4
19.733,3.592,0.490,59.5
19.833,3.602,0.508,59.7
19.933,3.612,0.526,59.8
20.033,3.623,0.545,60.0
20.133,3.633,0.563,60.1
20.233,3.643,0.581,60.3
20.333,3.653,0.600,60.4
20.433,3.663,0.618,60.6
20.533,3.674,0.637,60.6
20.633,3.685,0.656,60.7
20.733,3.695,0.675,60.7
20.833,3.706,0.694,60.7
20.933,3.716,0.713,60.8
21.033,3.727,0.732,60.8
21.133,3.738,0.751,60.8
21.233,3.748,0.770,60.9
21.333,3.759,0.789,60.9
21.433,3.769,0.808,61.0
21.533,3.779,0.827,61.1
21.633,3.789,0.845,61.3
21.733,3.799,0.864,61.4
21.833,3.809,0.883,61.6
21.933,3.818,0.901,61.7
22.033,3.828,0.920,61.9
22.133,3.838,0.938,62.0
22.233,3.848,0.957,62.1
22.333,3.858,0.977,62.1
22.433,3.868,0.996,62.1
22.533,3.878,1.015,62.2
22.633,3.888,1.034,62.2
22.733,3.898,1.054,62.2
22.833,3.908,1.073,62.3
22.933,3.918,1.092,62.3
23.033,3.928,1.111,62.4
23.133,3.937,1.130,62.5
23.233,3.947,1.149,62.7
23.333,3.956,1.168,62.8
23.433,3.966,1.186,62.9
23.533,3.975,1.205,63.1
23.633,3.984,1.224,63.2
23.733,3.993,1.243,63.3
23.833,4.003,1.262,63.5
23.933,4.012,1.280,63.6
24.033,4.021,1.299,63.7
24.133,4.030,1.318,63.8
24.233,4.040,1.338,63.9
24.333,4.049,1.358,63.9
24.433,4.059,1.377,63.9
24.533,4.069,1.397,63.9
24.633,4.078,1.417,63.9
24.733,4.087,1.436,64.0
24.833,4.096,1.455,64.1
24.933,4.105,1.474,64.2
25.033,4.114,1.493,64.4
