mission,goal_x,goal_y,attempt,result,wall_s,epoch_start,epoch_end
adjacent-x,-6.75,3.60,1,TIMEOUT,240.0,1785494724.1,1785494964.4
adjacent-x,-6.75,3.60,2,TIMEOUT,240.0,1785494984.4,1785495224.4
adjacent-y,3.09,-6.65,1,ABORTED,36.0,1785495227.4,1785495263.4
adjacent-y,3.09,-6.65,2,ABORTED,47.0,1785495283.4,1785495330.4
diagonal,-6.50,-6.24,1,ABORTED,9.8,1785495333.4,1785495343.2
diagonal,-6.50,-6.24,2,ABORTED,46.2,1785495363.2,1785495409.4
home,0.00,0.00,1,ABORTED,32.8,1785495412.4,1785495445.2
home,0.00,0.00,2,ABORTED,44.2,1785495465.2,1785495509.4
