# seed=20260723012 wall_start=2026-07-23 23:11:01
sim_t,x,y,yaw_deg
0.067,-0.000,-0.000,0.0
0.167,-0.000,-0.000,0.0
0.267,-0.000,-0.000,0.0
0.367,0.020,-0.000,0.0
0.467,0.048,0.001,0.5
0.567,0.077,0.002,1.0
0.667,0.105,0.004,1.5
0.767,0.133,0.006,2.0
0.867,0.163,0.008,2.8
0.967,0.191,0.011,3.3
1.067,0.219,0.014,4.0
1.167,0.246,0.016,4.3
1.267,0.274,0.020,4.9
1.367,0.301,0.022,5.3
1.467,0.328,0.026,5.8
1.567,0.355,0.030,6.4
1.667,0.381,0.033,6.6
1.767,0.405,0.036,6.5
1.867,0.429,0.039,6.4
1.967,0.454,0.041,6.3
2.067,0.478,0.043,6.1
2.167,0.503,0.046,5.9
2.267,0.528,0.048,5.8
2.367,0.552,0.050,5.6
2.467,0.577,0.052,5.5
2.567,0.601,0.054,5.4
2.667,0.625,0.057,5.3
2.767,0.649,0.059,5.3
2.867,0.673,0.061,5.2
2.967,0.696,0.063,5.1
3.067,0.720,0.065,5.2
3.167,0.742,0.067,5.2
3.267,0.765,0.069,5.2
3.367,0.788,0.071,5.3
3.467,0.811,0.074,5.3
3.567,0.834,0.076,5.3
3.667,0.857,0.078,5.4
3.767,0.880,0.080,5.4
3.867,0.903,0.082,5.4
3.967,0.926,0.085,5.5
4.067,0.949,0.087,5.5
4.167,0.972,0.089,5.5
4.267,0.994,0.091,5.6
4.367,1.017,0.094,5.6
4.467,1.040,0.096,5.6
4.567,1.063,0.098,5.6
4.667,1.085,0.101,5.7
4.767,1.108,0.103,5.8
4.867,1.130,0.106,5.9
4.967,1.152,0.108,6.1
5.067,1.174,0.111,6.2
5.167,1.196,0.113,6.3
5.267,1.218,0.116,6.4
5.367,1.241,0.119,6.5
5.467,1.263,0.121,6.5
5.567,1.286,0.124,6.5
5.667,1.309,0.127,6.6
5.767,1.331,0.129,6.6
5.867,1.354,0.132,6.6
5.967,1.377,0.135,6.7
6.067,1.399,0.137,6.7
6.167,1.422,0.140,6.7
6.267,1.444,0.143,6.8
6.367,1.466,0.146,6.9
6.467,1.488,0.149,7.0
6.567,1.510,0.151,7.1
6.667,1.532,0.154,7.2
6.767,1.554,0.158,7.5
6.867,1.577,0.161,7.8
6.967,1.600,0.165,8.1
7.067,1.623,0.169,8.3
7.167,1.646,0.173,8.5
7.267,1.669,0.176,8.7
7.367,1.692,0.180,8.9
7.467,1.716,0.184,9.1
7.567,1.739,0.188,9.3
7.667,1.763,0.193,9.4
7.767,1.787,0.197,9.5
7.867,1.811,0.201,9.5
7.967,1.835,0.205,9.6
8.067,1.859,0.209,9.7
8.167,1.883,0.214,9.8
8.267,1.907,0.218,9.9
8.367,1.931,0.222,10.0
8.467,1.955,0.227,10.1
8.567,1.979,0.231,10.1
8.667,2.002,0.236,10.2
8.767,2.026,0.240,10.3
8.867,2.050,0.245,10.4
8.967,2.074,0.249,10.4
9.067,2.098,0.254,10.5
9.167,2.122,0.258,10.6
9.267,2.146,0.263,10.7
9.367,2.170,0.267,10.7
9.467,2.194,0.272,10.8
9.567,2.218,0.277,10.9
9.667,2.241,0.282,11.0
9.767,2.265,0.286,11.0
9.867,2.289,0.291,11.1
9.967,2.313,0.296,11.2
10.067,2.336,0.301,11.2
10.167,2.360,0.305,11.3
10.267,2.383,0.310,11.4
10.367,2.407,0.315,11.4
10.467,2.430,0.320,11.5
10.567,2.454,0.325,11.6
10.667,2.477,0.330,11.6
10.767,2.500,0.335,11.7
10.867,2.524,0.340,11.8
10.967,2.547,0.345,11.8
11.067,2.570,0.350,11.9
11.167,2.593,0.355,11.9
11.267,2.616,0.360,12.0
11.367,2.639,0.365,12.1
11.467,2.662,0.370,12.1
11.567,2.686,0.375,12.2
11.667,2.709,0.380,12.2
11.767,2.732,0.385,12.3
11.867,2.755,0.390,12.3
11.967,2.778,0.395,12.4
12.067,2.801,0.401,12.4
12.167,2.824,0.406,12.5
12.267,2.846,0.411,12.6
12.367,2.869,0.416,12.6
12.467,2.891,0.421,12.8
12.567,2.913,0.426,12.9
12.667,2.934,0.432,13.1
12.767,2.956,0.437,13.2
12.867,2.979,0.443,13.3
12.967,3.001,0.448,13.3
13.067,3.023,0.453,13.4
13.167,3.046,0.459,13.4
13.267,3.068,0.464,13.5
13.367,3.091,0.470,13.5
13.467,3.113,0.475,13.6
13.567,3.133,0.481,14.1
13.667,3.152,0.487,14.7
13.767,3.173,0.493,14.9
13.867,3.194,0.499,15.0
13.967,3.209,0.505,16.0
14.067,3.228,0.511,16.7
14.167,3.247,0.519,17.3
14.267,3.266,0.526,18.1
14.367,3.279,0.533,19.4
14.467,3.287,0.539,21.2
14.567,3.302,0.547,22.1
14.667,3.312,0.554,23.6
14.767,3.330,0.562,24.0
14.867,3.346,0.571,24.7
14.967,3.369,0.582,24.9
15.067,3.382,0.590,25.8
15.167,3.399,0.600,26.4
15.267,3.420,0.611,26.6
15.367,3.442,0.622,26.7
15.467,3.453,0.630,27.7
15.567,3.476,0.642,27.8
15.667,3.502,0.655,27.4
15.767,3.529,0.668,27.1
15.867,3.555,0.680,26.7
15.967,3.582,0.693,26.3
16.067,3.610,0.705,25.8
16.167,3.637,0.717,25.3
16.267,3.661,0.728,24.9
16.367,3.682,0.737,24.6
16.467,3.700,0.745,24.3
16.567,3.717,0.751,24.0
16.667,3.730,0.757,23.9
16.767,3.742,0.762,23.7
16.867,3.752,0.766,23.6
16.967,3.760,0.770,23.6
17.067,3.763,0.774,24.9
17.167,3.766,0.781,28.0
17.267,3.768,0.789,31.1
17.367,3.771,0.794,33.0
17.467,3.775,0.796,32.4
17.567,3.777,0.802,34.5
17.667,3.783,0.807,35.4
17.767,3.790,0.813,35.8
17.867,3.798,0.817,34.9
17.967,3.806,0.821,34.1
18.067,3.815,0.827,34.2
18.167,3.823,0.836,35.7
18.267,3.829,0.844,37.0
18.367,3.834,0.849,37.8
18.467,3.838,0.855,39.1
18.567,3.841,0.861,40.8
18.667,3.843,0.868,42.5
18.767,3.844,0.878,46.7
18.867,3.844,0.889,50.7
18.967,3.847,0.897,52.2
19.067,3.851,0.906,53.5
19.167,3.856,0.917,54.7
19.267,3.869,0.942,56.6
19.367,3.884,0.971,58.5
19.467,3.898,1.002,60.3
19.567,3.912,1.034,61.9
19.667,3.927,1.067,63.3
19.767,3.941,1.101,64.5
19.867,3.955,1.136,65.5
19.967,3.968,1.171,66.7
20.067,3.975,1.209,70.8
20.167,3.979,1.248,75.1
20.267,3.980,1.286,79.2
20.367,3.979,1.323,83.1
20.467,3.979,1.356,84.7
20.567,3.982,1.387,84.9
20.667,3.983,1.420,85.6
20.767,3.983,1.454,86.9
20.867,3.985,1.469,86.2
20.967,3.989,1.487,85.0
21.067,3.992,1.506,84.1
21.167,3.996,1.519,83.0
21.267,4.001,1.527,80.7
21.367,4.005,1.545,80.2
21.467,4.009,1.568,80.1
21.567,4.013,1.590,80.1
21.667,4.016,1.610,80.4
21.767,4.019,1.629,80.6
21.867,4.022,1.649,80.9
21.967,4.023,1.667,81.4
22.067,4.025,1.685,82.0
22.167,4.027,1.705,82.2
22.267,4.030,1.725,82.4
22.367,4.031,1.743,82.8
22.467,4.031,1.759,83.8
22.567,4.033,1.780,83.9
22.667,4.035,1.799,84.3
22.767,4.035,1.816,85.1
22.867,4.035,1.834,85.7
22.967,4.035,1.851,86.5
23.067,4.036,1.873,86.4
23.167,4.037,1.892,87.0
23.267,4.038,1.914,87.0
23.367,4.039,1.938,86.8
23.467,4.041,1.962,86.5
23.567,4.042,1.982,86.8
23.667,4.042,2.001,87.4
23.767,4.044,2.025,87.1
23.867,4.045,2.049,86.8
23.967,4.045,2.068,87.4
24.067,4.046,2.091,87.4
24.167,4.048,2.114,87.2
24.267,4.049,2.138,86.9
24.367,4.049,2.157,87.6
24.467,4.051,2.181,87.3
24.567,4.052,2.205,87.0
24.667,4.053,2.224,87.5
24.767,4.052,2.241,88.3
24.867,4.051,2.260,88.8
24.967,4.051,2.279,89.3
25.067,4.051,2.301,89.4
25.167,4.050,2.321,89.8
25.267,4.050,2.340,90.3
25.367,4.048,2.359,90.8
25.467,4.049,2.384,90.4
25.567,4.048,2.404,90.9
25.667,4.046,2.421,91.8
25.767,4.044,2.441,92.2
25.867,4.042,2.458,93.1
25.967,4.041,2.483,92.7
26.067,4.041,2.510,92.1
26.167,4.041,2.534,91.8
26.267,4.040,2.556,92.1
26.367,4.039,2.579,91.9
26.467,4.040,2.607,91.2
26.567,4.039,2.630,91.2
26.667,4.040,2.656,90.7
26.767,4.038,2.672,91.5
26.867,4.036,2.692,92.0
26.967,4.036,2.713,92.0
27.067,4.035,2.736,91.8
27.167,4.034,2.756,92.1
27.267,4.032,2.776,92.7
27.367,4.028,2.791,94.8
27.467,4.023,2.805,96.8
27.567,4.017,2.819,98.9
27.667,4.011,2.833,101.0
27.767,4.004,2.848,102.9
27.867,3.997,2.864,104.8
27.967,3.989,2.881,106.5
28.067,3.980,2.899,108.1
28.167,3.971,2.918,109.5
28.267,3.961,2.938,110.7
28.367,3.951,2.960,111.7
28.467,3.940,2.983,112.5
28.567,3.928,3.007,113.3
28.667,3.916,3.032,113.9
28.767,3.904,3.057,114.3
28.867,3.891,3.084,114.7
28.967,3.878,3.111,115.0
29.067,3.865,3.139,115.2
29.167,3.851,3.166,115.4
29.267,3.838,3.194,115.5
29.367,3.822,3.224,116.4
29.467,3.803,3.254,117.9
29.567,3.784,3.285,119.2
29.667,3.763,3.316,120.4
29.767,3.742,3.348,121.5
29.867,3.720,3.380,122.5
