mission,goal_x,goal_y,attempt,result,wall_s,epoch_start,epoch_end
adjacent-x,-8.19,-3.42,1,SUCCEEDED,107.4,1785404988.2,1785405095.9
adjacent-y,3.92,6.58,1,ABORTED,36.7,1785405098.9,1785405135.6
adjacent-y,3.92,6.58,2,ABORTED,8.4,1785405153.9,1785405162.3
diagonal,-6.69,6.58,1,ABORTED,30.8,1785405165.3,1785405196.0
diagonal,-6.69,6.58,2,ABORTED,2.5,1785405214.3,1785405216.8
home,0.00,0.00,1,ABORTED,33.0,1785405219.8,1785405252.7
home,0.00,0.00,2,ABORTED,32.1,1785405271.1,1785405303.2
