# seed=20260723017 wall_start=2026-07-24 19:23:56 fmt=v2
sim_t,x,y,yaw_deg,p0x,p0y,p1x,p1y,p2x,p2y
0.100,-0.000,-0.000,0.0,-8.432,-0.766,6.233,-1.936,-6.863,-8.134
0.200,-0.000,-0.000,0.0,-8.399,-0.881,6.165,-1.956,-6.807,-8.078
0.300,0.023,0.000,0.1,-8.366,-0.997,6.097,-1.976,-6.750,-8.023
0.400,0.059,0.004,2.0,-8.333,-1.112,6.028,-1.995,-6.694,-7.968
0.500,0.095,0.009,3.9,-8.300,-1.227,5.960,-2.015,-6.638,-7.912
0.600,0.127,0.014,5.0,-8.267,-1.343,5.892,-2.034,-6.581,-7.857
0.700,0.162,0.021,6.7,-8.234,-1.458,5.824,-2.054,-6.525,-7.802
0.800,0.197,0.028,8.4,-8.201,-1.573,5.755,-2.074,-6.469,-7.746
0.900,0.229,0.036,9.9,-8.167,-1.689,5.687,-2.093,-6.412,-7.691
1.000,0.260,0.045,11.2,-8.134,-1.804,5.619,-2.113,-6.356,-7.635
1.100,0.279,0.048,11.0,-8.101,-1.919,5.551,-2.132,-6.300,-7.580
1.200,0.300,0.051,10.5,-8.068,-2.035,5.482,-2.152,-6.243,-7.525
1.300,0.328,0.056,10.2,-8.035,-2.150,5.414,-2.172,-6.187,-7.469
1.400,0.356,0.060,9.8,-8.002,-2.266,5.346,-2.191,-6.131,-7.414
1.500,0.384,0.064,9.4,-7.969,-2.381,5.278,-2.211,-6.074,-7.358
1.600,0.412,0.068,9.0,-7.936,-2.496,5.210,-2.230,-6.018,-7.303
1.700,0.439,0.071,8.7,-7.902,-2.612,5.141,-2.250,-5.962,-7.248
1.800,0.466,0.075,8.4,-7.869,-2.727,5.073,-2.270,-5.905,-7.192
1.900,0.493,0.078,8.2,-7.836,-2.842,5.005,-2.289,-5.849,-7.137
2.000,0.519,0.082,8.0,-7.803,-2.958,4.937,-2.309,-5.793,-7.081
2.100,0.545,0.085,7.8,-7.770,-3.073,4.868,-2.328,-5.736,-7.026
2.200,0.571,0.088,7.7,-7.737,-3.188,4.800,-2.348,-5.680,-6.971
2.300,0.596,0.091,7.6,-7.704,-3.304,4.732,-2.368,-5.624,-6.915
2.400,0.621,0.095,7.6,-7.671,-3.419,4.664,-2.387,-5.567,-6.860
2.500,0.646,0.098,7.6,-7.648,-3.496,4.595,-2.407,-5.511,-6.804
2.600,0.671,0.101,7.6,-7.648,-3.496,4.527,-2.426,-5.455,-6.749
2.700,0.696,0.105,7.5,-7.648,-3.496,4.459,-2.446,-5.399,-6.694
2.800,0.721,0.108,7.5,-7.648,-3.496,4.391,-2.466,-5.342,-6.638
2.900,0.745,0.111,7.5,-7.648,-3.496,4.322,-2.485,-5.286,-6.583
3.000,0.769,0.114,7.6,-7.648,-3.496,4.254,-2.505,-5.230,-6.528
3.100,0.793,0.118,7.6,-7.648,-3.496,4.186,-2.524,-5.173,-6.472
3.200,0.817,0.122,8.1,-7.648,-3.496,4.118,-2.544,-5.117,-6.417
3.300,0.843,0.131,10.9,-7.648,-3.496,4.049,-2.564,-5.061,-6.361
3.400,0.867,0.142,14.0,-7.648,-3.496,3.981,-2.583,-5.004,-6.306
3.500,0.891,0.154,17.0,-7.648,-3.496,3.913,-2.603,-4.948,-6.251
3.600,0.915,0.168,20.0,-7.648,-3.496,3.845,-2.622,-4.892,-6.195
3.700,0.939,0.183,22.8,-7.648,-3.496,3.776,-2.642,-4.835,-6.140
3.800,0.965,0.200,25.4,-7.648,-3.496,3.708,-2.662,-4.779,-6.084
3.900,0.994,0.218,27.6,-7.648,-3.496,3.640,-2.681,-4.723,-6.029
4.000,1.025,0.239,29.4,-7.648,-3.496,3.572,-2.701,-4.666,-5.974
4.100,1.056,0.260,30.8,-7.648,-3.496,3.504,-2.720,-4.610,-5.918
4.200,1.085,0.280,31.9,-7.648,-3.496,3.435,-2.740,-4.563,-5.872
4.300,1.112,0.299,32.8,-7.648,-3.496,3.367,-2.760,-4.563,-5.872
4.400,1.138,0.317,33.4,-7.648,-3.496,3.299,-2.779,-4.563,-5.872
4.500,1.163,0.335,33.9,-7.648,-3.496,3.231,-2.799,-4.563,-5.872
4.600,1.188,0.353,34.3,-7.648,-3.496,3.162,-2.818,-4.563,-5.872
4.700,1.212,0.370,34.6,-7.648,-3.496,3.094,-2.838,-4.563,-5.872
4.800,1.235,0.386,34.8,-7.648,-3.496,3.026,-2.858,-4.563,-5.872
4.900,1.257,0.402,34.9,-7.648,-3.496,2.958,-2.877,-4.563,-5.872
5.000,1.280,0.418,35.0,-7.648,-3.496,2.889,-2.897,-4.563,-5.872
5.100,1.302,0.433,34.9,-7.648,-3.496,2.821,-2.917,-4.563,-5.872
5.200,1.324,0.448,34.9,-7.648,-3.496,2.753,-2.936,-4.563,-5.872
5.300,1.345,0.463,34.8,-7.648,-3.496,2.685,-2.956,-4.563,-5.872
5.400,1.367,0.478,34.7,-7.648,-3.496,2.616,-2.975,-4.563,-5.872
5.500,1.388,0.492,34.6,-7.654,-3.477,2.548,-2.995,-4.563,-5.872
5.600,1.409,0.506,34.4,-7.687,-3.361,2.480,-3.015,-4.563,-5.872
5.700,1.431,0.521,34.2,-7.720,-3.246,2.412,-3.034,-4.563,-5.872
5.800,1.452,0.535,34.0,-7.753,-3.131,2.343,-3.054,-4.563,-5.872
5.900,1.474,0.549,33.9,-7.786,-3.015,2.275,-3.073,-4.563,-5.872
6.000,1.496,0.564,33.8,-7.820,-2.900,2.207,-3.093,-4.563,-5.872
6.100,1.518,0.578,33.7,-7.853,-2.785,2.139,-3.113,-4.563,-5.872
6.200,1.540,0.593,33.6,-7.886,-2.669,2.070,-3.132,-4.563,-5.872
6.300,1.562,0.607,33.5,-7.919,-2.554,2.002,-3.152,-4.563,-5.872
6.400,1.584,0.621,33.3,-7.952,-2.439,1.934,-3.171,-4.563,-5.872
6.500,1.605,0.635,33.1,-7.985,-2.323,1.866,-3.191,-4.563,-5.872
6.600,1.627,0.649,32.9,-8.018,-2.208,1.798,-3.211,-4.563,-5.872
6.700,1.649,0.662,32.8,-8.051,-2.092,1.729,-3.230,-4.563,-5.872
6.800,1.671,0.676,32.6,-8.085,-1.977,1.661,-3.250,-4.563,-5.872
