# seed=20260723015 wall_start=2026-07-24 00:11:09
sim_t,x,y,yaw_deg
0.067,-0.000,-0.000,0.0
0.167,-0.000,-0.000,0.0
0.267,0.010,-0.000,-0.2
0.367,0.034,-0.001,-0.4
0.467,0.057,-0.001,-0.6
0.567,0.081,-0.002,-0.8
0.667,0.104,-0.003,-0.9
0.767,0.127,-0.003,-1.0
0.867,0.150,-0.004,-1.1
0.967,0.173,-0.004,-1.2
1.067,0.195,-0.005,-1.3
1.167,0.218,-0.006,-1.3
1.267,0.240,-0.006,-1.3
1.367,0.262,-0.007,-1.3
1.467,0.284,-0.007,-1.3
1.567,0.306,-0.008,-1.3
1.667,0.328,-0.008,-1.3
1.767,0.349,-0.009,-1.3
1.867,0.371,-0.009,-1.3
1.967,0.393,-0.009,-1.3
2.067,0.414,-0.010,-1.3
2.167,0.436,-0.010,-1.2
2.267,0.458,-0.011,-1.2
2.367,0.479,-0.011,-1.2
2.467,0.501,-0.012,-1.2
2.567,0.523,-0.012,-1.1
2.667,0.544,-0.012,-1.1
2.767,0.565,-0.012,-1.0
2.867,0.586,-0.013,-0.9
2.967,0.607,-0.013,-0.8
3.067,0.628,-0.013,-0.7
3.167,0.649,-0.013,-0.5
3.267,0.670,-0.013,-0.4
3.367,0.690,-0.013,-0.3
3.467,0.711,-0.013,-0.2
3.567,0.732,-0.013,-0.1
3.667,0.753,-0.012,0.0
3.767,0.774,-0.012,0.1
3.867,0.784,-0.011,1.0
3.967,0.793,-0.009,1.9
4.067,0.802,-0.007,2.9
4.167,0.810,-0.004,3.9
4.267,0.823,-0.002,4.8
4.367,0.843,0.000,4.9
4.467,0.866,0.002,4.8
4.567,0.889,0.003,4.5
4.667,0.914,0.005,4.2
4.767,0.939,0.006,3.8
4.867,0.964,0.007,3.4
4.967,0.986,0.007,3.2
5.067,0.995,0.009,3.9
5.167,1.014,0.011,4.0
5.267,1.023,0.013,4.8
5.367,1.043,0.015,4.8
5.467,1.059,0.017,5.1
5.567,1.068,0.019,5.9
5.667,1.076,0.021,6.7
5.767,1.085,0.023,7.4
5.867,1.094,0.026,8.1
5.967,1.103,0.029,8.8
6.067,1.112,0.031,9.4
6.167,1.122,0.034,10.0
6.267,1.133,0.037,10.5
6.367,1.144,0.040,11.0
6.467,1.156,0.043,11.3
6.567,1.169,0.046,11.7
6.667,1.184,0.050,11.8
6.767,1.200,0.053,11.9
6.867,1.213,0.056,12.2
6.967,1.236,0.062,12.7
7.067,1.261,0.069,13.2
7.167,1.286,0.076,13.7
7.267,1.311,0.083,14.1
7.367,1.337,0.090,14.5
7.467,1.362,0.097,15.0
7.567,1.388,0.105,15.3
7.667,1.414,0.113,15.6
7.767,1.440,0.121,15.8
7.867,1.467,0.129,16.0
7.967,1.494,0.137,16.2
8.067,1.521,0.145,16.4
8.167,1.548,0.153,16.6
8.267,1.575,0.164,18.0
8.367,1.603,0.176,18.9
8.467,1.631,0.188,20.2
8.567,1.658,0.201,21.7
8.667,1.687,0.211,20.7
8.767,1.715,0.226,22.8
8.867,1.742,0.243,25.5
8.967,1.770,0.263,28.2
9.067,1.797,0.283,30.8
9.167,1.823,0.306,33.4
9.267,1.851,0.330,35.6
9.367,1.879,0.354,37.5
9.467,1.905,0.379,39.1
9.567,1.929,0.402,40.4
9.667,1.952,0.424,41.5
9.767,1.973,0.445,42.3
9.867,1.994,0.466,43.0
9.967,2.013,0.485,43.4
10.067,2.031,0.503,43.7
10.167,2.048,0.520,43.8
10.267,2.066,0.536,43.8
10.367,2.082,0.552,43.7
10.467,2.100,0.568,43.2
10.567,2.121,0.581,40.9
10.667,2.145,0.593,37.8
10.767,2.167,0.604,35.0
10.867,2.190,0.614,32.4
10.967,2.215,0.622,29.3
11.067,2.241,0.630,26.3
11.167,2.270,0.637,23.4
11.267,2.301,0.646,21.4
11.367,2.333,0.656,20.2
11.467,2.368,0.666,19.2
11.567,2.403,0.678,18.7
11.667,2.436,0.687,17.9
11.767,2.468,0.696,17.5
11.867,2.499,0.706,17.3
11.967,2.529,0.714,16.6
12.067,2.560,0.721,16.0
12.167,2.590,0.729,15.3
12.267,2.620,0.736,14.7
12.367,2.650,0.743,14.3
12.467,2.676,0.751,15.0
12.567,2.702,0.759,15.8
12.667,2.728,0.768,16.5
12.767,2.754,0.777,17.2
12.867,2.780,0.787,17.8
12.967,2.807,0.797,18.4
13.067,2.834,0.807,18.9
13.167,2.861,0.817,19.4
13.267,2.889,0.828,19.8
13.367,2.917,0.839,20.2
13.467,2.945,0.850,20.5
13.567,2.974,0.861,20.8
13.667,3.003,0.873,21.1
13.767,3.032,0.884,21.3
13.867,3.061,0.896,21.5
13.967,3.090,0.908,21.7
14.067,3.120,0.920,21.8
14.167,3.149,0.932,22.0
14.267,3.178,0.945,22.2
14.367,3.208,0.957,22.3
14.467,3.237,0.969,22.4
14.567,3.266,0.982,22.6
14.667,3.295,0.994,22.7
14.767,3.324,1.006,22.9
14.867,3.353,1.019,23.0
14.967,3.382,1.032,23.1
15.067,3.412,1.044,23.2
15.167,3.440,1.057,23.4
15.267,3.469,1.070,23.5
15.367,3.498,1.083,23.7
15.467,3.527,1.096,23.8
15.567,3.556,1.109,23.9
15.667,3.585,1.122,24.0
15.767,3.614,1.135,24.1
15.867,3.643,1.148,24.2
15.967,3.670,1.160,24.3
16.067,3.694,1.172,24.4
16.167,3.717,1.182,24.6
16.267,3.737,1.192,24.7
16.367,3.754,1.200,24.8
16.467,3.769,1.207,25.0
16.567,3.782,1.214,25.1
16.667,3.794,1.219,25.2
16.767,3.803,1.224,25.2
16.867,3.812,1.227,25.1
16.967,3.819,1.231,25.2
17.067,3.825,1.234,25.3
17.167,3.831,1.237,25.3
17.267,3.836,1.239,25.4
17.367,3.840,1.241,25.2
17.467,3.843,1.242,25.1
17.567,3.846,1.244,25.2
17.667,3.848,1.244,25.0
17.767,3.850,1.245,24.9
17.867,3.852,1.246,24.8
17.967,3.853,1.246,24.7
18.067,3.854,1.247,24.6
18.167,3.856,1.247,24.7
18.267,3.857,1.248,24.7
18.367,3.858,1.248,24.7
18.467,3.858,1.248,24.6
18.567,3.859,1.249,24.6
18.667,3.860,1.249,24.6
18.767,3.860,1.249,24.6
18.867,3.861,1.249,24.5
18.967,3.861,1.250,24.5
19.067,3.862,1.250,24.5
19.167,3.862,1.251,25.0
19.267,3.863,1.252,25.6
19.367,3.863,1.254,26.2
19.467,3.863,1.255,26.7
19.567,3.864,1.256,27.3
19.667,3.863,1.259,28.7
19.767,3.863,1.260,29.4
19.867,3.863,1.262,30.5
19.967,3.863,1.263,30.7
20.067,3.864,1.263,30.9
20.167,3.864,1.264,31.0
20.267,3.864,1.264,31.0
20.367,3.864,1.264,31.0
20.467,3.864,1.264,31.0
20.567,3.864,1.264,31.0
20.667,3.864,1.264,31.0
20.767,3.864,1.264,31.0
20.867,3.864,1.264,31.0
20.967,3.864,1.264,31.0
21.067,3.864,1.264,31.0
21.167,3.864,1.264,31.0
21.267,3.864,1.264,31.0
21.367,3.864,1.264,31.0
21.467,3.864,1.264,31.0
21.567,3.864,1.264,31.0
21.667,3.864,1.264,31.0
21.767,3.864,1.264,31.0
21.867,3.864,1.264,31.0
21.967,3.864,1.264,31.0
22.067,3.864,1.264,31.0
22.167,3.864,1.264,31.0
22.267,3.864,1.264,31.0
22.367,3.864,1.264,31.0
22.467,3.864,1.264,31.0
22.567,3.864,1.264,31.0
22.667,3.864,1.264,31.0
22.767,3.864,1.264,31.0
22.867,3.864,1.264,31.0
22.967,3.864,1.264,31.0
23.067,3.864,1.264,31.0
23.167,3.864,1.264,31.0
23.267,3.864,1.264,31.0
23.367,3.864,1.264,31.0
23.467,3.864,1.264,31.0
23.567,3.864,1.264,31.0
23.667,3.864,1.264,31.0
23.767,3.864,1.264,31.0
23.867,3.864,1.264,31.0
23.967,3.864,1.264,31.0
24.067,3.864,1.264,31.0
24.167,3.864,1.264,31.0
24.267,3.864,1.264,31.0
24.367,3.864,1.264,31.0
24.467,3.864,1.264,31.0
24.567,3.864,1.264,31.0
24.667,3.864,1.264,31.0
24.767,3.864,1.264,31.0
24.867,3.864,1.264,31.0
24.967,3.864,1.264,31.0
25.067,3.864,1.264,31.0
25.167,3.864,1.264,31.0
25.267,3.864,1.264,31.0
25.367,3.864,1.264,31.0
25.467,3.864,1.264,31.0
25.567,3.864,1.264,31.0
25.667,3.864,1.264,31.0
25.767,3.864,1.264,31.0
25.867,3.864,1.264,31.0
25.967,3.864,1.264,31.0
26.067,3.864,1.264,31.0
26.167,3.864,1.264,31.0
26.267,3.864,1.264,31.0
26.367,3.864,1.264,31.0
26.467,3.864,1.264,31.0
26.567,3.864,1.264,31.0
26.667,3.864,1.264,31.0
26.767,3.864,1.264,31.0
26.867,3.864,1.264,31.0
26.967,3.864,1.264,31.0
27.067,3.864,1.264,31.0
27.167,3.864,1.264,31.0
27.267,3.864,1.264,31.0
27.367,3.864,1.264,31.0
27.467,3.864,1.264,31.0
27.567,3.864,1.264,31.0
27.667,3.864,1.264,31.0
27.767,3.864,1.264,31.0
27.867,3.864,1.264,31.0
27.967,3.864,1.264,31.0
28.067,3.864,1.264,31.0
28.167,3.864,1.264,31.0
28.267,3.864,1.264,31.0
28.367,3.864,1.264,31.0
28.467,3.864,1.264,31.0
28.567,3.864,1.264,31.0
28.667,3.864,1.264,31.0
28.767,3.864,1.264,31.0
28.867,3.864,1.264,31.0
28.967,3.864,1.264,31.0
29.067,3.864,1.264,31.0
29.167,3.864,1.264,31.0
29.267,3.864,1.264,31.0
29.367,3.864,1.264,31.0
