mission,goal_x,goal_y,attempt,result,wall_s,epoch_start,epoch_end
adjacent-x,7.05,3.58,1,ABORTED,37.7,1785401741.2,1785401779.2
adjacent-x,7.05,3.58,2,ABORTED,37.4,1785401797.8,1785401835.2
adjacent-y,-2.65,-6.42,1,ABORTED,38.5,1785401838.3,1785401876.8
adjacent-y,-2.65,-6.42,2,ABORTED,38.3,1785401895.5,1785401933.8
diagonal,7.35,-6.12,1,ABORTED,40.6,1785401936.8,1785401977.4
diagonal,7.35,-6.12,2,ABORTED,38.6,1785401996.0,1785402034.6
home,0.00,0.00,1,SUCCEEDED,8.3,1785402037.6,1785402046.0
