mission,goal_x,goal_y,attempt,result,wall_s,epoch_start,epoch_end
adjacent-x,6.75,2.98,1,SUCCEEDED,78.0,1785417298.9,1785417377.2
adjacent-y,-3.77,-6.72,1,TIMEOUT,240.0,1785417380.2,1785417620.2
adjacent-y,-3.77,-6.72,2,TIMEOUT,240.0,1785417638.4,1785417878.4
diagonal,7.35,-5.98,1,ABORTED,34.5,1785417881.5,1785417916.0
diagonal,7.35,-5.98,2,ABORTED,37.0,1785417934.3,1785417971.3
home,0.00,0.00,1,ABORTED,32.4,1785417974.3,1785418006.7
home,0.00,0.00,2,ABORTED,31.9,1785418025.0,1785418057.0
