# seed=20260723013 wall_start=2026-07-23 14:37:37
sim_t,x,y,yaw_deg
0.033,-0.000,-0.000,0.0
0.133,-0.000,-0.000,0.0
0.233,-0.000,-0.000,0.0
0.333,0.015,-0.003,-1.6
0.433,0.035,-0.008,-3.9
0.533,0.055,-0.014,-6.1
0.633,0.077,-0.020,-8.2
0.733,0.107,-0.028,-9.6
0.833,0.134,-0.035,-11.2
0.933,0.157,-0.044,-13.1
1.033,0.191,-0.054,-13.9
1.133,0.221,-0.063,-15.1
1.233,0.248,-0.074,-16.5
1.333,0.281,-0.085,-17.2
1.433,0.316,-0.096,-17.4
1.533,0.351,-0.108,-17.6
1.633,0.383,-0.118,-17.6
1.733,0.410,-0.128,-18.6
1.833,0.437,-0.139,-19.2
1.933,0.463,-0.152,-21.2
2.033,0.485,-0.164,-22.8
2.133,0.511,-0.179,-24.7
2.233,0.532,-0.192,-26.2
2.333,0.556,-0.208,-28.0
2.433,0.576,-0.223,-29.5
2.533,0.595,-0.237,-31.1
2.633,0.612,-0.251,-32.9
2.733,0.629,-0.266,-34.5
2.833,0.654,-0.287,-36.3
2.933,0.664,-0.295,-36.4
3.033,0.673,-0.303,-36.8
3.133,0.683,-0.308,-35.8
3.233,0.695,-0.315,-35.5
3.333,0.725,-0.337,-35.4
3.433,0.759,-0.355,-33.2
3.533,0.794,-0.371,-30.3
3.633,0.833,-0.382,-25.6
3.733,0.872,-0.390,-20.9
3.833,0.911,-0.394,-16.2
3.933,0.941,-0.394,-11.7
4.033,0.957,-0.386,-6.2
4.133,0.992,-0.379,-0.8
4.233,1.030,-0.369,3.9
4.333,1.068,-0.356,8.6
4.433,1.105,-0.341,13.3
4.533,1.140,-0.322,18.0
4.633,1.174,-0.300,22.7
4.733,1.197,-0.281,27.2
4.833,1.201,-0.266,33.6
4.933,1.202,-0.250,40.6
5.033,1.200,-0.234,47.4
5.133,1.198,-0.220,53.8
5.233,1.195,-0.206,59.7
5.333,1.191,-0.193,64.8
5.433,1.188,-0.181,69.3
5.533,1.184,-0.171,73.0
5.633,1.182,-0.160,75.8
5.733,1.180,-0.151,77.9
5.833,1.179,-0.140,79.6
5.933,1.180,-0.125,80.8
6.033,1.180,-0.109,81.8
6.133,1.182,-0.090,82.5
6.233,1.183,-0.070,83.0
6.333,1.185,-0.048,83.4
6.433,1.187,-0.026,83.7
6.533,1.189,-0.003,83.9
6.633,1.192,0.020,84.1
6.733,1.194,0.044,84.2
6.833,1.196,0.067,84.3
6.933,1.198,0.091,84.4
7.033,1.200,0.115,84.5
7.133,1.203,0.140,84.5
7.233,1.205,0.164,84.5
7.333,1.207,0.188,84.5
7.433,1.209,0.212,84.6
7.533,1.212,0.237,84.6
7.633,1.214,0.260,84.7
7.733,1.216,0.284,84.8
7.833,1.218,0.307,84.9
7.933,1.219,0.331,85.0
8.033,1.221,0.354,85.1
8.133,1.223,0.378,85.2
8.233,1.225,0.402,85.2
8.333,1.227,0.426,85.3
8.433,1.229,0.451,85.3
8.533,1.231,0.475,85.4
8.633,1.232,0.500,85.6
8.733,1.234,0.525,85.7
8.833,1.235,0.551,86.1
8.933,1.236,0.576,86.6
9.033,1.237,0.601,87.0
9.133,1.237,0.627,87.4
9.233,1.238,0.653,87.7
9.333,1.238,0.678,88.1
9.433,1.238,0.704,88.4
9.533,1.239,0.731,88.6
9.633,1.239,0.757,88.9
9.733,1.239,0.784,89.0
9.833,1.239,0.812,89.2
9.933,1.239,0.839,89.3
10.033,1.239,0.866,89.5
10.133,1.239,0.894,89.6
10.233,1.239,0.921,89.7
10.333,1.239,0.949,89.8
10.433,1.239,0.977,89.8
10.533,1.239,1.005,89.9
10.633,1.239,1.033,89.9
10.733,1.239,1.061,90.0
10.833,1.239,1.089,90.0
10.933,1.239,1.117,90.0
11.033,1.239,1.146,90.1
11.133,1.239,1.174,90.1
11.233,1.238,1.202,90.2
11.333,1.238,1.230,90.3
11.433,1.238,1.257,90.3
11.533,1.238,1.285,90.4
11.633,1.237,1.312,90.4
11.733,1.237,1.339,90.5
11.833,1.237,1.367,90.5
11.933,1.236,1.394,90.6
12.033,1.236,1.421,90.6
12.133,1.235,1.449,90.7
12.233,1.235,1.476,90.7
12.333,1.235,1.503,90.8
12.433,1.234,1.531,90.8
12.533,1.234,1.558,90.9
12.633,1.233,1.585,90.9
12.733,1.233,1.612,90.9
12.833,1.232,1.640,91.0
12.933,1.232,1.667,91.0
13.033,1.231,1.694,91.1
13.133,1.230,1.722,91.1
13.233,1.230,1.749,91.1
13.333,1.229,1.776,91.2
13.433,1.229,1.803,91.2
13.533,1.228,1.831,91.2
13.633,1.227,1.858,91.3
13.733,1.227,1.885,91.3
13.833,1.226,1.912,91.3
13.933,1.225,1.939,91.4
14.033,1.225,1.966,91.4
14.133,1.224,1.992,91.4
14.233,1.223,2.019,91.5
14.333,1.222,2.045,91.6
14.433,1.221,2.071,91.6
14.533,1.220,2.097,91.7
14.633,1.220,2.124,91.8
14.733,1.219,2.150,91.9
14.833,1.218,2.176,91.9
14.933,1.217,2.203,92.0
15.033,1.215,2.229,92.1
15.133,1.214,2.255,92.1
15.233,1.213,2.281,92.2
15.333,1.212,2.307,92.2
15.433,1.211,2.334,92.3
15.533,1.210,2.360,92.4
15.633,1.209,2.386,92.4
15.733,1.207,2.412,92.5
15.833,1.206,2.438,92.5
15.933,1.205,2.464,92.6
16.033,1.204,2.490,92.6
16.133,1.203,2.515,92.7
16.233,1.201,2.541,92.7
16.333,1.200,2.564,92.7
16.433,1.199,2.585,92.8
16.533,1.198,2.605,92.8
16.633,1.197,2.623,92.9
16.733,1.196,2.639,92.9
16.833,1.195,2.653,93.0
16.933,1.194,2.666,93.1
17.033,1.194,2.677,93.1
17.133,1.193,2.687,93.2
17.233,1.192,2.696,93.3
17.333,1.192,2.704,93.3
17.433,1.191,2.712,93.4
17.533,1.191,2.719,93.5
17.633,1.190,2.725,93.5
17.733,1.190,2.731,93.6
17.833,1.189,2.736,93.7
17.933,1.189,2.741,93.7
18.033,1.188,2.744,94.3
18.133,1.180,2.744,98.5
18.233,1.173,2.742,103.0
18.333,1.165,2.740,107.5
18.433,1.157,2.738,112.1
18.533,1.151,2.742,114.4
18.633,1.144,2.752,115.5
18.733,1.130,2.778,116.1
18.833,1.116,2.813,114.8
18.933,1.105,2.849,112.7
19.033,1.095,2.885,110.5
19.133,1.086,2.922,108.3
19.233,1.078,2.959,106.1
19.333,1.071,2.996,104.9
19.433,1.061,3.033,104.7
19.533,1.052,3.069,104.8
19.633,1.042,3.103,105.2
19.733,1.035,3.125,105.7
19.833,1.031,3.129,107.3
19.933,1.024,3.127,111.7
20.033,1.016,3.124,116.2
20.133,1.007,3.121,121.3
20.233,0.990,3.136,125.2
20.333,0.969,3.161,125.8
20.433,0.948,3.192,125.8
20.533,0.926,3.222,125.6
20.633,0.904,3.252,126.1
20.733,0.881,3.282,126.3
20.833,0.859,3.312,126.3
20.933,0.837,3.342,126.4
21.033,0.815,3.372,126.4
21.133,0.795,3.403,125.0
21.233,0.778,3.435,123.3
21.333,0.760,3.467,121.6
21.433,0.744,3.500,120.0
21.533,0.729,3.534,118.5
21.633,0.713,3.568,117.0
21.733,0.699,3.603,115.7
21.833,0.685,3.636,114.8
21.933,0.674,3.669,112.9
22.033,0.665,3.703,110.4
22.133,0.658,3.738,108.1
22.233,0.651,3.774,105.7
22.333,0.646,3.812,103.5
22.433,0.641,3.848,101.7
22.533,0.637,3.883,100.1
22.633,0.634,3.916,98.6
22.733,0.632,3.948,97.5
22.833,0.630,3.977,96.7
22.933,0.628,4.005,96.1
23.033,0.626,4.031,95.6
23.133,0.624,4.055,95.5
23.233,0.622,4.078,95.4
23.333,0.620,4.100,95.3
23.433,0.618,4.122,95.3
23.533,0.616,4.144,95.4
23.633,0.613,4.166,95.5
23.733,0.611,4.187,95.6
23.833,0.609,4.208,95.7
23.933,0.606,4.229,95.8
24.033,0.604,4.250,96.0
24.133,0.602,4.271,96.1
24.233,0.599,4.292,96.2
24.333,0.597,4.313,96.3
24.433,0.594,4.334,96.4
24.533,0.591,4.355,96.6
24.633,0.589,4.375,96.7
24.733,0.586,4.396,96.8
24.833,0.583,4.417,96.9
24.933,0.581,4.438,97.1
25.033,0.578,4.458,97.2
25.133,0.573,4.471,98.6
25.233,0.569,4.483,100.3
25.333,0.564,4.499,101.2
25.433,0.558,4.514,102.4
25.533,0.553,4.529,103.7
25.633,0.547,4.543,104.9
25.733,0.540,4.559,106.1
25.833,0.534,4.581,106.2
25.933,0.527,4.607,105.9
26.033,0.521,4.634,105.1
26.133,0.515,4.662,104.3
26.233,0.509,4.688,104.0
