# seed=20260723017 wall_start=2026-07-28 19:30:21 fmt=v2
sim_t,x,y,yaw_deg,p0x,p0y,p1x,p1y,p2x,p2y
0.033,-0.000,-0.000,0.0,-8.445,-0.662,6.302,-1.924,-6.900,-8.171
0.133,-0.000,-0.000,0.0,-8.353,-0.617,6.374,-1.948,-6.838,-8.116
0.233,0.004,-0.000,-0.1,-8.262,-0.572,6.446,-1.973,-6.775,-8.061
0.333,0.035,0.001,0.7,-8.170,-0.527,6.518,-1.997,-6.713,-8.006
0.433,0.071,0.006,2.6,-8.079,-0.482,6.590,-2.021,-6.651,-7.950
0.533,0.107,0.012,4.5,-7.988,-0.436,6.662,-2.046,-6.589,-7.895
0.633,0.143,0.018,6.5,-7.896,-0.391,6.734,-2.070,-6.527,-7.840
0.733,0.178,0.026,8.2,-7.805,-0.346,6.806,-2.094,-6.465,-7.785
0.833,0.211,0.035,9.9,-7.713,-0.301,6.878,-2.119,-6.403,-7.730
0.933,0.239,0.042,11.0,-7.622,-0.256,6.950,-2.143,-6.341,-7.675
1.033,0.259,0.045,10.7,-7.530,-0.210,7.022,-2.167,-6.279,-7.620
1.133,0.285,0.050,10.5,-7.439,-0.165,7.094,-2.191,-6.217,-7.565
1.233,0.312,0.054,10.2,-7.348,-0.120,7.166,-2.216,-6.155,-7.510
1.333,0.340,0.058,9.8,-7.256,-0.075,7.238,-2.240,-6.093,-7.455
1.433,0.368,0.062,9.4,-7.165,-0.029,7.310,-2.264,-6.030,-7.400
1.533,0.396,0.066,9.1,-7.073,0.016,7.382,-2.289,-5.968,-7.345
1.633,0.423,0.070,8.7,-6.982,0.061,7.454,-2.313,-5.906,-7.289
1.733,0.450,0.073,8.5,-6.890,0.106,7.526,-2.337,-5.844,-7.234
1.833,0.477,0.077,8.3,-6.799,0.151,7.598,-2.362,-5.782,-7.179
1.933,0.503,0.080,8.1,-6.708,0.197,7.670,-2.386,-5.720,-7.124
2.033,0.529,0.084,8.0,-6.616,0.242,7.742,-2.410,-5.658,-7.069
2.133,0.555,0.087,7.8,-6.525,0.287,7.814,-2.434,-5.596,-7.014
