# seed=20260723023 wall_start=2026-07-26 21:38:28 fmt=v2
sim_t,x,y,yaw_deg,p0x,p0y,p1x,p1y,p2x,p2y
0.067,-0.000,-0.000,0.0,-2.002,-3.005,-3.992,-8.343,8.303,6.206
0.167,-0.000,-0.000,0.0,-1.966,-2.915,-3.957,-8.229,8.303,6.206
0.267,0.012,-0.000,-0.2,-1.931,-2.825,-3.922,-8.116,8.303,6.206
0.367,0.043,0.001,0.4,-1.895,-2.734,-3.887,-8.002,8.303,6.206
0.467,0.074,0.002,1.1,-1.859,-2.644,-3.852,-7.888,8.303,6.206
0.567,0.105,0.004,1.8,-1.824,-2.554,-3.817,-7.775,8.303,6.206
0.667,0.137,0.007,2.5,-1.788,-2.464,-3.782,-7.661,8.303,6.206
0.767,0.168,0.009,3.1,-1.752,-2.374,-3.747,-7.547,8.303,6.206
0.867,0.198,0.012,3.6,-1.716,-2.283,-3.712,-7.434,8.303,6.206
0.967,0.227,0.015,4.0,-1.681,-2.193,-3.676,-7.320,8.303,6.206
1.067,0.256,0.018,4.4,-1.645,-2.103,-3.641,-7.206,8.303,6.206
1.167,0.284,0.020,4.7,-1.609,-2.013,-3.606,-7.092,8.303,6.206
1.267,0.311,0.023,4.9,-1.574,-1.923,-3.571,-6.979,8.303,6.206
1.367,0.338,0.026,5.0,-1.538,-1.833,-3.536,-6.865,8.303,6.206
1.467,0.365,0.028,5.1,-1.502,-1.742,-3.501,-6.751,8.303,6.206
1.567,0.391,0.031,5.2,-1.466,-1.652,-3.466,-6.638,8.303,6.206
1.667,0.416,0.033,5.2,-1.431,-1.562,-3.431,-6.524,8.303,6.206
1.767,0.442,0.035,5.2,-1.395,-1.472,-3.395,-6.410,8.303,6.206
1.867,0.467,0.037,5.1,-1.359,-1.382,-3.360,-6.297,8.303,6.206
1.967,0.492,0.039,5.0,-1.323,-1.291,-3.325,-6.183,8.303,6.206
2.067,0.516,0.041,4.9,-1.288,-1.201,-3.290,-6.069,8.303,6.206
2.167,0.541,0.043,4.8,-1.252,-1.111,-3.255,-5.955,8.303,6.206
2.267,0.565,0.045,4.7,-1.216,-1.021,-3.220,-5.842,8.303,6.206
2.367,0.590,0.047,4.5,-1.181,-0.931,-3.185,-5.728,8.303,6.206
2.467,0.615,0.048,4.4,-1.145,-0.840,-3.150,-5.614,8.303,6.206
